ROWNUM XCOUNT ODATE OYEAR OMONTH ODAY ODAYNUM NCOUNT NDNUM FLAG NDATE NDAY NMONTH NYEAR
228 13240982 2014-02-09 2014 2 9 314 13240982 314 r 2014-02-09 09 02 2014
229 10787704 2014-02-10 2014 2 10 315 10787704 315 r 2014-02-10 10 02 2014
230 11700158 2014-02-12 2014 2 12 317 11086091 316 i 2014-02-11 11 02 2014
230 11700158 2014-02-12 2014 2 12 317 11700158 317 r 2014-02-12 12 02 2014
231 10486750 2014-02-13 2014 2 13 318 10486750 318 r 2014-02-13 13 02 2014
232 9698751 2014-02-15 2014 2 15 320 10971747 319 i 2014-02-14 14 02 2014
232 9698751 2014-02-15 2014 2 15 320 9698751 320 r 2014-02-15 15 02 2014
233 12710041 2014-02-16 2014 2 16 321 12710041 321 r 2014-02-16 16 02 2014
234 10447081 2014-02-18 2014 2 18 323 11160275 322 i 2014-02-17 17 02 2014
234 10447081 2014-02-18 2014 2 18 323 10447081 323 r 2014-02-18 18 02 2014
235 13098444 2014-02-19 2014 2 19 324 13098444 324 r 2014-02-19 19 02 2014
236 10520583 2014-02-20 2014 2 20 325 10520583 325 r 2014-02-20 20 02 2014
237 12958732 2014-02-21 2014 2 21 326 12958732 326 r 2014-02-21 21 02 2014
238 10385743 2014-02-22 2014 2 22 327 10385743 327 r 2014-02-22 22 02 2014
239 10573021 2014-02-23 2014 2 23 328 10573021 328 r 2014-02-23 23 02 2014
240 10552972 2014-02-25 2014 2 25 330 10861541 329 i 2014-02-24 24 02 2014
240 10552972 2014-02-25 2014 2 25 330 10552972 330 r 2014-02-25 25 02 2014
241 11218785 2014-02-26 2014 2 26 331 11218785 331 r 2014-02-26 26 02 2014
242 9479994 2014-02-28 2014 2 28 333 11244155 332 i 2014-02-27 27 02 2014
242 9479994 2014-02-28 2014 2 28 333 9479994 333 r 2014-02-28 28 02 2014
243 13352701 2014-03-01 2014 3 1 334 13352701 334 r 2014-03-01 01 03 2014
244 12287461 2014-03-02 2014 3 2 335 12287461 335 r 2014-03-02 02 03 2014
245 12967472 2014-03-03 2014 3 3 336 12967472 336 r 2014-03-03 03 03 2014
246 13355638 2014-03-04 2014 3 4 337 13355638 337 r 2014-03-04 04 03 2014
247 16853078 2014-03-06 2014 3 6 339 13413317 338 i 2014-03-05 05 03 2014
247 16853078 2014-03-06 2014 3 6 339 16853078 339 r 2014-03-06 06 03 2014
248 12389448 2014-03-07 2014 3 7 340 12389448 340 r 2014-03-07 07 03 2014
249 12626809 2014-03-08 2014 3 8 341 12626809 341 r 2014-03-08 08 03 2014
250 15492641 2014-03-09 2014 3 9 342 15492641 342 r 2014-03-09 09 03 2014
251 12732886 2014-03-10 2014 3 10 343 12732886 343 r 2014-03-10 10 03 2014
252 13746692 2014-03-12 2014 3 12 345 13070345 344 i 2014-03-11 11 03 2014
252 13746692 2014-03-12 2014 3 12 345 13746692 345 r 2014-03-12 12 03 2014
253 12323599 2014-03-13 2014 3 13 346 12323599 346 r 2014-03-13 13 03 2014
254 11499445 2014-03-15 2014 3 15 348 12943488 347 i 2014-03-14 14 03 2014
254 11499445 2014-03-15 2014 3 15 348 11499445 348 r 2014-03-15 15 03 2014
255 15050202 2014-03-16 2014 3 16 349 15050202 349 r 2014-03-16 16 03 2014
256 12308109 2014-03-18 2014 3 18 351 13123326 350 i 2014-03-17 17 03 2014
256 12308109 2014-03-18 2014 3 18 351 12308109 351 r 2014-03-18 18 03 2014
257 15102162 2014-03-19 2014 3 19 352 15102162 352 r 2014-03-19 19 03 2014
258 12456441 2014-03-20 2014 3 20 353 12456441 353 r 2014-03-20 20 03 2014
259 14651470 2014-03-21 2014 3 21 354 14651470 354 r 2014-03-21 21 03 2014
260 11989675 2014-03-22 2014 3 22 355 11989675 355 r 2014-03-22 22 03 2014
261 12037465 2014-03-23 2014 3 23 356 12037465 356 r 2014-03-23 23 03 2014
262 12316920 2014-03-25 2014 3 25 358 12363417 357 i 2014-03-24 24 03 2014
262 12316920 2014-03-25 2014 3 25 358 12316920 358 r 2014-03-25 25 03 2014
263 12670611 2014-03-26 2014 3 26 359 12670611 359 r 2014-03-26 26 03 2014
264 10514365 2014-03-28 2014 3 28 361 12722453 360 i 2014-03-27 27 03 2014
264 10514365 2014-03-28 2014 3 28 361 10514365 361 r 2014-03-28 28 03 2014
265 15244917 2014-04-01 2014 4 1 365 13132146 362 i 2014-03-29 29 03 2014
265 15244917 2014-04-01 2014 4 1 365 13132146 363 i 2014-03-30 30 03 2014
265 15244917 2014-04-01 2014 4 1 365 13132146 364 i 2014-03-31 31 03 2014
265 15244917 2014-04-01 2014 4 1 365 15244917 365 r 2014-04-01 01 04 2014
266 13550442 2014-04-02 2014 4 2 366 13550442 366 r 2014-04-02 02 04 2014
267 14495623 2014-04-03 2014 4 3 367 14495623 367 r 2014-04-03 03 04 2014
268 14643612 2014-04-04 2014 4 4 368 14643612 368 r 2014-04-04 04 04 2014
269 18584362 2014-04-06 2014 4 6 370 14791137 369 i 2014-04-05 05 04 2014
269 18584362 2014-04-06 2014 4 6 370 18584362 370 r 2014-04-06 06 04 2014
270 13767396 2014-04-07 2014 4 7 371 13767396 371 r 2014-04-07 07 04 2014
271 13705389 2014-04-08 2014 4 8 372 13705389 372 r 2014-04-08 08 04 2014
272 16951703 2014-04-09 2014 4 9 373 16951703 373 r 2014-04-09 09 04 2014
273 13662321 2014-04-10 2014 4 10 374 13662321 374 r 2014-04-10 10 04 2014
274 15173281 2014-04-12 2014 4 12 376 14361516 375 i 2014-04-11 11 04 2014
274 15173281 2014-04-12 2014 4 12 376 15173281 376 r 2014-04-12 12 04 2014
275 13735385 2014-04-13 2014 4 13 377 13735385 377 r 2014-04-13 13 04 2014
276 12941021 2014-04-15 2014 4 15 379 14137936 378 i 2014-04-14 14 04 2014
276 12941021 2014-04-15 2014 4 15 379 12941021 379 r 2014-04-15 15 04 2014
277 15879356 2014-04-16 2014 4 16 380 15879356 380 r 2014-04-16 16 04 2014
278 13436255 2014-04-18 2014 4 18 382 14327691 381 i 2014-04-17 17 04 2014
278 13436255 2014-04-18 2014 4 18 382 13436255 382 r 2014-04-18 18 04 2014
279 16268131 2014-04-19 2014 4 19 383 16268131 383 r 2014-04-19 19 04 2014
280 13705999 2014-04-20 2014 4 20 384 13705999 384 r 2014-04-20 20 04 2014
281 16046865 2014-04-21 2014 4 21 385 16046865 385 r 2014-04-21 21 04 2014
282 13059789 2014-04-22 2014 4 22 386 13059789 386 r 2014-04-22 22 04 2014
283 13128122 2014-04-23 2014 4 23 387 13128122 387 r 2014-04-23 23 04 2014
284 13185954 2014-04-25 2014 4 25 389 13367567 388 i 2014-04-24 24 04 2014
284 13185954 2014-04-25 2014 4 25 389 13185954 389 r 2014-04-25 25 04 2014
285 13665605 2014-04-26 2014 4 26 390 13665605 390 r 2014-04-26 26 04 2014
286 11119071 2014-04-28 2014 4 28 392 13655034 391 i 2014-04-27 27 04 2014
286 11119071 2014-04-28 2014 4 28 392 11119071 392 r 2014-04-28 28 04 2014
287 16129016 2014-05-01 2014 5 1 395 14059020 393 i 2014-04-29 29 04 2014
287 16129016 2014-05-01 2014 5 1 395 14059020 394 i 2014-04-30 30 04 2014
287 16129016 2014-05-01 2014 5 1 395 16129016 395 r 2014-05-01 01 05 2014
288 14702438 2014-05-02 2014 5 2 396 14702438 396 r 2014-05-02 02 05 2014
289 15552036 2014-05-03 2014 5 3 397 15552036 397 r 2014-05-03 03 05 2014
290 15833725 2014-05-04 2014 5 4 398 15833725 398 r 2014-05-04 04 05 2014
291 20378171 2014-05-06 2014 5 6 400 16049747 399 i 2014-05-05 05 05 2014
291 20378171 2014-05-06 2014 5 6 400 20378171 400 r 2014-05-06 06 05 2014
292 14974745 2014-05-07 2014 5 7 401 14974745 401 r 2014-05-07 07 05 2014
293 14857371 2014-05-08 2014 5 8 402 14857371 402 r 2014-05-08 08 05 2014
294 18319622 2014-05-09 2014 5 9 403 18319622 403 r 2014-05-09 09 05 2014
295 14940382 2014-05-10 2014 5 10 404 14940382 404 r 2014-05-10 10 05 2014
296 16429525 2014-05-12 2014 5 12 406 15520864 405 i 2014-05-11 11 05 2014
296 16429525 2014-05-12 2014 5 12 406 16429525 406 r 2014-05-12 12 05 2014
297 14902315 2014-05-13 2014 5 13 407 14902315 407 r 2014-05-13 13 05 2014
298 13675974 2014-05-15 2014 5 15 409 15354759 408 i 2014-05-14 14 05 2014
298 13675974 2014-05-15 2014 5 15 409 13675974 409 r 2014-05-15 15 05 2014
299 17559738 2014-05-16 2014 5 16 410 17559738 410 r 2014-05-16 16 05 2014
300 14620621 2014-05-18 2014 5 18 412 15586770 411 i 2014-05-17 17 05 2014
300 14620621 2014-05-18 2014 5 18 412 14620621 412 r 2014-05-18 18 05 2014
301 17908975 2014-05-19 2014 5 19 413 17908975 413 r 2014-05-19 19 05 2014
302 14853000 2014-05-20 2014 5 20 414 14853000 414 r 2014-05-20 20 05 2014
303 17435705 2014-05-21 2014 5 21 415 17435705 415 r 2014-05-21 21 05 2014
304 14268765 2014-05-22 2014 5 22 416 14268765 416 r 2014-05-22 22 05 2014
305 14529854 2014-05-23 2014 5 23 417 14529854 417 r 2014-05-23 23 05 2014
306 14568997 2014-05-25 2014 5 25 419 14728874 418 i 2014-05-24 24 05 2014
306 14568997 2014-05-25 2014 5 25 419 14568997 419 r 2014-05-25 25 05 2014
307 15065010 2014-05-26 2014 5 26 420 15065010 420 r 2014-05-26 26 05 2014
308 12504914 2014-05-28 2014 5 28 422 15163606 421 i 2014-05-27 27 05 2014
308 12504914 2014-05-28 2014 5 28 422 12504914 422 r 2014-05-28 28 05 2014
309 17887951 2014-06-01 2014 6 1 426 15584264 423 i 2014-05-29 29 05 2014
309 17887951 2014-06-01 2014 6 1 426 15584264 424 i 2014-05-30 30 05 2014
309 17887951 2014-06-01 2014 6 1 426 15584264 425 i 2014-05-31 31 05 2014
309 17887951 2014-06-01 2014 6 1 426 17887951 426 r 2014-06-01 01 06 2014
310 16424913 2014-06-02 2014 6 2 427 16424913 427 r 2014-06-02 02 06 2014
311 17053801 2014-06-03 2014 6 3 428 17053801 428 r 2014-06-03 03 06 2014
312 16994154 2014-06-04 2014 6 4 429 16994154 429 r 2014-06-04 04 06 2014
313 21918372 2014-06-06 2014 6 6 431 17584939 430 i 2014-06-05 05 06 2014
313 21918372 2014-06-06 2014 6 6 431 21918372 431 r 2014-06-06 06 06 2014
314 16592250 2014-06-07 2014 6 7 432 16592250 432 r 2014-06-07 07 06 2014
315 16526147 2014-06-08 2014 6 8 433 16526147 433 r 2014-06-08 08 06 2014
316 19799564 2014-06-09 2014 6 9 434 19799564 434 r 2014-06-09 09 06 2014
317 16638328 2014-06-10 2014 6 10 435 16638328 435 r 2014-06-10 10 06 2014
318 18272759 2014-06-12 2014 6 12 437 17254600 436 i 2014-06-11 11 06 2014
318 18272759 2014-06-12 2014 6 12 437 18272759 437 r 2014-06-12 12 06 2014
319 16886854 2014-06-13 2014 6 13 438 16886854 438 r 2014-06-13 13 06 2014
320 15403953 2014-06-15 2014 6 15 440 17141245 439 i 2014-06-14 14 06 2014
320 15403953 2014-06-15 2014 6 15 440 15403953 440 r 2014-06-15 15 06 2014
321 19285439 2014-06-16 2014 6 16 441 19285439 441 r 2014-06-16 16 06 2014
322 16360142 2014-06-18 2014 6 18 443 17303399 442 i 2014-06-17 17 06 2014
322 16360142 2014-06-18 2014 6 18 443 16360142 443 r 2014-06-18 18 06 2014
323 19338173 2014-06-19 2014 6 19 444 19338173 444 r 2014-06-19 19 06 2014
324 16545835 2014-06-20 2014 6 20 445 16545835 445 r 2014-06-20 20 06 2014
325 19801903 2014-06-21 2014 6 21 446 19801903 446 r 2014-06-21 21 06 2014
326 16176888 2014-06-22 2014 6 22 447 16176888 447 r 2014-06-22 22 06 2014
327 16859214 2014-06-23 2014 6 23 448 16859214 448 r 2014-06-23 23 06 2014
328 16990459 2014-06-25 2014 6 25 450 16919287 449 i 2014-06-24 24 06 2014
328 16990459 2014-06-25 2014 6 25 450 16990459 450 r 2014-06-25 25 06 2014
329 17462419 2014-06-26 2014 6 26 451 17462419 451 r 2014-06-26 26 06 2014
330 14224842 2014-06-28 2014 6 28 453 17428472 452 i 2014-06-27 27 06 2014
330 14224842 2014-06-28 2014 6 28 453 14224842 453 r 2014-06-28 28 06 2014
331 20496490 2014-07-01 2014 7 1 456 17884494 454 i 2014-06-29 29 06 2014
331 20496490 2014-07-01 2014 7 1 456 17884494 455 i 2014-06-30 30 06 2014
331 20496490 2014-07-01 2014 7 1 456 20496490 456 r 2014-07-01 01 07 2014
332 18537410 2014-07-02 2014 7 2 457 18537410 457 r 2014-07-02 02 07 2014
333 19595347 2014-07-03 2014 7 3 458 19595347 458 r 2014-07-03 03 07 2014
334 19790019 2014-07-04 2014 7 4 459 19790019 459 r 2014-07-04 04 07 2014
335 25421646 2014-07-06 2014 7 6 461 20187145 460 i 2014-07-05 05 07 2014
335 25421646 2014-07-06 2014 7 6 461 25421646 461 r 2014-07-06 06 07 2014
336 18754765 2014-07-07 2014 7 7 462 18754765 462 r 2014-07-07 07 07 2014
337 19023685 2014-07-08 2014 7 8 463 19023685 463 r 2014-07-08 08 07 2014
338 22956647 2014-07-09 2014 7 9 464 22956647 464 r 2014-07-09 09 07 2014
339 18981612 2014-07-10 2014 7 10 465 18981612 465 r 2014-07-10 10 07 2014
340 20832263 2014-07-12 2014 7 12 467 19812857 466 i 2014-07-11 11 07 2014
340 20832263 2014-07-12 2014 7 12 467 20832263 467 r 2014-07-12 12 07 2014
341 19494718 2014-07-13 2014 7 13 468 19494718 468 r 2014-07-13 13 07 2014
342 17588222 2014-07-15 2014 7 15 470 19692676 469 i 2014-07-14 14 07 2014
342 17588222 2014-07-15 2014 7 15 470 17588222 470 r 2014-07-15 15 07 2014
343 22379540 2014-07-16 2014 7 16 471 22379540 471 r 2014-07-16 16 07 2014
344 18879706 2014-07-18 2014 7 18 473 20028200 472 i 2014-07-17 17 07 2014
344 18879706 2014-07-18 2014 7 18 473 18879706 473 r 2014-07-18 18 07 2014
345 22388850 2014-07-19 2014 7 19 474 22388850 474 r 2014-07-19 19 07 2014
346 19438165 2014-07-20 2014 7 20 475 19438165 475 r 2014-07-20 20 07 2014
347 22456491 2014-07-21 2014 7 21 476 22456491 476 r 2014-07-21 21 07 2014
348 18380881 2014-07-22 2014 7 22 477 18380881 477 r 2014-07-22 22 07 2014
349 19467385 2014-07-23 2014 7 23 478 19467385 478 r 2014-07-23 23 07 2014
350 19371975 2014-07-25 2014 7 25 480 19320108 479 i 2014-07-24 24 07 2014
350 19371975 2014-07-25 2014 7 25 480 19371975 480 r 2014-07-25 25 07 2014
351 20043703 2014-07-26 2014 7 26 481 20043703 481 r 2014-07-26 26 07 2014
352 16200216 2014-07-28 2014 7 28 483 19873654 482 i 2014-07-27 27 07 2014
352 16200216 2014-07-28 2014 7 28 483 16200216 483 r 2014-07-28 28 07 2014
353 23050623 2014-08-01 2014 8 1 487 20339608 484 i 2014-07-29 29 07 2014
353 23050623 2014-08-01 2014 8 1 487 20339608 485 i 2014-07-30 30 07 2014
353 23050623 2014-08-01 2014 8 1 487 20339608 486 i 2014-07-31 31 07 2014
353 23050623 2014-08-01 2014 8 1 487 23050623 487 r 2014-08-01 01 08 2014
354 21108023 2014-08-02 2014 8 2 488 21108023 488 r 2014-08-02 02 08 2014
355 22263113 2014-08-03 2014 8 3 489 22263113 489 r 2014-08-03 03 08 2014
356 22274424 2014-08-04 2014 8 4 490 22274424 490 r 2014-08-04 04 08 2014
357 28159073 2014-08-06 2014 8 6 492 22773974 491 i 2014-08-05 05 08 2014
357 28159073 2014-08-06 2014 8 6 492 28159073 492 r 2014-08-06 06 08 2014
358 21242783 2014-08-07 2014 8 7 493 21242783 493 r 2014-08-07 07 08 2014
359 21596431 2014-08-08 2014 8 8 494 21596431 494 r 2014-08-08 08 08 2014
360 26031930 2014-08-09 2014 8 9 495 26031930 495 r 2014-08-09 09 08 2014
361 21288088 2014-08-10 2014 8 10 496 21288088 496 r 2014-08-10 10 08 2014
362 23411372 2014-08-12 2014 8 12 498 22482879 497 i 2014-08-11 11 08 2014
362 23411372 2014-08-12 2014 8 12 498 23411372 498 r 2014-08-12 12 08 2014
363 22217567 2014-08-13 2014 8 13 499 22217567 499 r 2014-08-13 13 08 2014
364 20351891 2014-08-15 2014 8 15 501 22505905 500 i 2014-08-14 14 08 2014
364 20351891 2014-08-15 2014 8 15 501 20351891 501 r 2014-08-15 15 08 2014
365 26100083 2014-08-16 2014 8 16 502 26100083 502 r 2014-08-16 16 08 2014
366 21666430 2014-08-18 2014 8 18 504 23007777 503 i 2014-08-17 17 08 2014
366 21666430 2014-08-18 2014 8 18 504 21666430 504 r 2014-08-18 18 08 2014
367 25850533 2014-08-19 2014 8 19 505 25850533 505 r 2014-08-19 19 08 2014
368 21860161 2014-08-20 2014 8 20 506 21860161 506 r 2014-08-20 20 08 2014
369 25626186 2014-08-21 2014 8 21 507 25626186 507 r 2014-08-21 21 08 2014
370 21204022 2014-08-22 2014 8 22 508 21204022 508 r 2014-08-22 22 08 2014
371 21975551 2014-08-23 2014 8 23 509 21975551 509 r 2014-08-23 23 08 2014
372 22299368 2014-08-25 2014 8 25 511 21996934 510 i 2014-08-24 24 08 2014
372 22299368 2014-08-25 2014 8 25 511 22299368 511 r 2014-08-25 25 08 2014
373 22501586 2014-08-26 2014 8 26 512 22501586 512 r 2014-08-26 26 08 2014
374 18374893 2014-08-28 2014 8 28 514 22567850 513 i 2014-08-27 27 08 2014
374 18374893 2014-08-28 2014 8 28 514 18374893 514 r 2014-08-28 28 08 2014
375 26249828 2014-09-01 2014 9 1 518 23043686 515 i 2014-08-29 29 08 2014
375 26249828 2014-09-01 2014 9 1 518 23043686 516 i 2014-08-30 30 08 2014
375 26249828 2014-09-01 2014 9 1 518 23043686 517 i 2014-08-31 31 08 2014
375 26249828 2014-09-01 2014 9 1 518 26249828 518 r 2014-09-01 01 09 2014
376 24005878 2014-09-02 2014 9 2 519 24005878 519 r 2014-09-02 02 09 2014
377 24830565 2014-09-03 2014 9 3 520 24830565 520 r 2014-09-03 03 09 2014
378 25117444 2014-09-04 2014 9 4 521 25117444 521 r 2014-09-04 04 09 2014
379 31436539 2014-09-06 2014 9 6 523 25625905 522 i 2014-09-05 05 09 2014
379 31436539 2014-09-06 2014 9 6 523 31436539 523 r 2014-09-06 06 09 2014
380 23904424 2014-09-07 2014 9 7 524 23904424 524 r 2014-09-07 07 09 2014
381 24460582 2014-09-08 2014 9 8 525 24460582 525 r 2014-09-08 08 09 2014
382 29564834 2014-09-09 2014 9 9 526 29564834 526 r 2014-09-09 09 09 2014
383 24186052 2014-09-10 2014 9 10 527 24186052 527 r 2014-09-10 10 09 2014
384 26326112 2014-09-12 2014 9 12 529 25517654 528 i 2014-09-11 11 09 2014
384 26326112 2014-09-12 2014 9 12 529 26326112 529 r 2014-09-12 12 09 2014
385 25352288 2014-09-13 2014 9 13 530 25352288 530 r 2014-09-13 13 09 2014
386 23216059 2014-09-15 2014 9 15 532 25443577 531 i 2014-09-14 14 09 2014
386 23216059 2014-09-15 2014 9 15 532 23216059 532 r 2014-09-15 15 09 2014
387 29081792 2014-09-16 2014 9 16 533 29081792 533 r 2014-09-16 16 09 2014
388 24499159 2014-09-18 2014 9 18 535 26021575 534 i 2014-09-17 17 09 2014
388 24499159 2014-09-18 2014 9 18 535 24499159 535 r 2014-09-18 18 09 2014
389 28906227 2014-09-19 2014 9 19 536 28906227 536 r 2014-09-19 19 09 2014
390 25073926 2014-09-20 2014 9 20 537 25073926 537 r 2014-09-20 20 09 2014
391 29461095 2014-09-21 2014 9 21 538 29461095 538 r 2014-09-21 21 09 2014
392 24370660 2014-09-22 2014 9 22 539 24370660 539 r 2014-09-22 22 09 2014
393 24873207 2014-09-23 2014 9 23 540 24873207 540 r 2014-09-23 23 09 2014
394 25211004 2014-09-25 2014 9 25 542 25085492 541 i 2014-09-24 24 09 2014
394 25211004 2014-09-25 2014 9 25 542 25211004 542 r 2014-09-25 25 09 2014
395 25515402 2014-09-26 2014 9 26 543 25515402 543 r 2014-09-26 26 09 2014
396 21081585 2014-09-28 2014 9 28 545 25662154 544 i 2014-09-27 27 09 2014
396 21081585 2014-09-28 2014 9 28 545 21081585 545 r 2014-09-28 28 09 2014
397 30265588 2014-10-01 2014 10 1 548 26235816 546 i 2014-09-29 29 09 2014
397 30265588 2014-10-01 2014 10 1 548 26235816 547 i 2014-09-30 30 09 2014
397 30265588 2014-10-01 2014 10 1 548 30265588 548 r 2014-10-01 01 10 2014
398 27026139 2014-10-02 2014 10 2 549 27026139 549 r 2014-10-02 02 10 2014
399 28315181 2014-10-03 2014 10 3 550 28315181 550 r 2014-10-03 03 10 2014
400 28681267 2014-10-04 2014 10 4 551 28681267 551 r 2014-10-04 04 10 2014
401 35787054 2014-10-06 2014 10 6 553 29144709 552 i 2014-10-05 05 10 2014
401 35787054 2014-10-06 2014 10 6 553 35787054 553 r 2014-10-06 06 10 2014
402 27695644 2014-10-07 2014 10 7 554 27695644 554 r 2014-10-07 07 10 2014
403 27362972 2014-10-08 2014 10 8 555 27362972 555 r 2014-10-08 08 10 2014
404 33364677 2014-10-09 2014 10 9 556 33364677 556 r 2014-10-09 09 10 2014
405 27175962 2014-10-10 2014 10 10 557 27175962 557 r 2014-10-10 10 10 2014
406 30007554 2014-10-12 2014 10 12 559 28764675 558 i 2014-10-11 11 10 2014
406 30007554 2014-10-12 2014 10 12 559 30007554 559 r 2014-10-12 12 10 2014
407 28551726 2014-10-13 2014 10 13 560 28551726 560 r 2014-10-13 13 10 2014
408 26125159 2014-10-15 2014 10 15 562 28808483 561 i 2014-10-14 14 10 2014
408 26125159 2014-10-15 2014 10 15 562 26125159 562 r 2014-10-15 15 10 2014
409 32970132 2014-10-16 2014 10 16 563 32970132 563 r 2014-10-16 16 10 2014
410 28020366 2014-10-18 2014 10 18 565 29630302 564 i 2014-10-17 17 10 2014
410 28020366 2014-10-18 2014 10 18 565 28020366 565 r 2014-10-18 18 10 2014
411 32999913 2014-10-19 2014 10 19 566 32999913 566 r 2014-10-19 19 10 2014
412 29114521 2014-10-20 2014 10 20 567 29114521 567 r 2014-10-20 20 10 2014
413 32750953 2014-10-21 2014 10 21 568 32750953 568 r 2014-10-21 21 10 2014
414 27518839 2014-10-22 2014 10 22 569 27518839 569 r 2014-10-22 22 10 2014
415 27726748 2014-10-23 2014 10 23 570 27726748 570 r 2014-10-23 23 10 2014
416 27909507 2014-10-25 2014 10 25 572 28158814 571 i 2014-10-24 24 10 2014
416 27909507 2014-10-25 2014 10 25 572 27909507 572 r 2014-10-25 25 10 2014
417 28772954 2014-10-26 2014 10 26 573 28772954 573 r 2014-10-26 26 10 2014
418 24273884 2014-10-28 2014 10 28 575 28874853 574 i 2014-10-27 27 10 2014
418 24273884 2014-10-28 2014 10 28 575 24273884 575 r 2014-10-28 28 10 2014
419 33773122 2014-11-01 2014 11 1 579 29549258 576 i 2014-10-29 29 10 2014
419 33773122 2014-11-01 2014 11 1 579 29549258 577 i 2014-10-30 30 10 2014
419 33773122 2014-11-01 2014 11 1 579 29549258 578 i 2014-10-31 31 10 2014
419 33773122 2014-11-01 2014 11 1 579 33773122 579 r 2014-11-01 01 11 2014
420 30792904 2014-11-02 2014 11 2 580 30792904 580 r 2014-11-02 02 11 2014
421 31773178 2014-11-03 2014 11 3 581 31773178 581 r 2014-11-03 03 11 2014
422 32440375 2014-11-04 2014 11 4 582 32440375 582 r 2014-11-04 04 11 2014
423 40443119 2014-11-06 2014 11 6 584 32941149 583 i 2014-11-05 05 11 2014
423 40443119 2014-11-06 2014 11 6 584 40443119 584 r 2014-11-06 06 11 2014
424 31185939 2014-11-07 2014 11 7 585 31185939 585 r 2014-11-07 07 11 2014
425 31011381 2014-11-08 2014 11 8 586 31011381 586 r 2014-11-08 08 11 2014
426 37684869 2014-11-09 2014 11 9 587 37684869 587 r 2014-11-09 09 11 2014
427 30783311 2014-11-10 2014 11 10 588 30783311 588 r 2014-11-10 10 11 2014
428 33293854 2014-11-12 2014 11 12 590 32370569 589 i 2014-11-11 11 11 2014
428 33293854 2014-11-12 2014 11 12 590 33293854 590 r 2014-11-12 12 11 2014
429 32120142 2014-11-13 2014 11 13 591 32120142 591 r 2014-11-13 13 11 2014
430 29329859 2014-11-15 2014 11 15 593 32245840 592 i 2014-11-14 14 11 2014
430 29329859 2014-11-15 2014 11 15 593 29329859 593 r 2014-11-15 15 11 2014
431 36715531 2014-11-16 2014 11 16 594 36715531 594 r 2014-11-16 16 11 2014
432 31232346 2014-11-18 2014 11 18 596 33089964 595 i 2014-11-17 17 11 2014
432 31232346 2014-11-18 2014 11 18 596 31232346 596 r 2014-11-18 18 11 2014
433 36576402 2014-11-19 2014 11 19 597 36576402 597 r 2014-11-19 19 11 2014
434 32565508 2014-11-20 2014 11 20 598 32565508 598 r 2014-11-20 20 11 2014
435 37321597 2014-11-21 2014 11 21 599 37321597 599 r 2014-11-21 21 11 2014
436 31751490 2014-11-22 2014 11 22 600 31751490 600 r 2014-11-22 22 11 2014
437 32264782 2014-11-23 2014 11 23 601 32264782 601 r 2014-11-23 23 11 2014
438 32684025 2014-11-25 2014 11 25 603 32586047 602 i 2014-11-24 24 11 2014
438 32684025 2014-11-25 2014 11 25 603 32684025 603 r 2014-11-25 25 11 2014
439 33616668 2014-11-26 2014 11 26 604 33616668 604 r 2014-11-26 26 11 2014
440 27877721 2014-11-28 2014 11 28 606 33621394 605 i 2014-11-27 27 11 2014
440 27877721 2014-11-28 2014 11 28 606 27877721 606 r 2014-11-28 28 11 2014
441 39776824 2014-12-01 2014 12 1 609 34432646 607 i 2014-11-29 29 11 2014
441 39776824 2014-12-01 2014 12 1 609 34432646 608 i 2014-11-30 30 11 2014
441 39776824 2014-12-01 2014 12 1 609 39776824 609 r 2014-12-01 01 12 2014
442 35508348 2014-12-02 2014 12 2 610 35508348 610 r 2014-12-02 02 12 2014
443 37132295 2014-12-03 2014 12 3 611 37132295 611 r 2014-12-03 03 12 2014
444 38028243 2014-12-04 2014 12 4 612 38028243 612 r 2014-12-04 04 12 2014
445 46741663 2014-12-06 2014 12 6 614 38431213 613 i 2014-12-05 05 12 2014
445 46741663 2014-12-06 2014 12 6 614 46741663 614 r 2014-12-06 06 12 2014
446 36547505 2014-12-07 2014 12 7 615 36547505 615 r 2014-12-07 07 12 2014
447 36629229 2014-12-08 2014 12 8 616 36629229 616 r 2014-12-08 08 12 2014
448 43613705 2014-12-09 2014 12 9 617 43613705 617 r 2014-12-09 09 12 2014
449 36070468 2014-12-10 2014 12 10 618 36070468 618 r 2014-12-10 10 12 2014
450 39883082 2014-12-12 2014 12 12 620 38164677 619 i 2014-12-11 11 12 2014
450 39883082 2014-12-12 2014 12 12 620 39883082 620 r 2014-12-12 12 12 2014
451 37600018 2014-12-13 2014 12 13 621 37600018 621 r 2014-12-13 13 12 2014
452 35191563 2014-12-15 2014 12 15 623 38248142 622 i 2014-12-14 14 12 2014
452 35191563 2014-12-15 2014 12 15 623 35191563 623 r 2014-12-15 15 12 2014
453 43594976 2014-12-16 2014 12 16 624 43594976 624 r 2014-12-16 16 12 2014
454 37148747 2014-12-18 2014 12 18 626 39193923 625 i 2014-12-17 17 12 2014
454 37148747 2014-12-18 2014 12 18 626 37148747 626 r 2014-12-18 18 12 2014
455 43031256 2014-12-19 2014 12 19 627 43031256 627 r 2014-12-19 19 12 2014
456 38596978 2014-12-20 2014 12 20 628 38596978 628 r 2014-12-20 20 12 2014
457 43796852 2014-12-21 2014 12 21 629 43796852 629 r 2014-12-21 21 12 2014
