i____	mapcode
2624	     -10.750
2625	      -9.750
2626	     -10.250
2627	      -9.500
2628	     -10.500
2629	      -9.625
2630	     -10.375
2631	      -9.750
2632	     -10.250
2633	      -9.750
2634	     -10.250
2635	      -9.500
2636	     -10.500
2637	      -9.375
2638	     -10.625
2639	      -9.750
2640	     -10.250
2641	     -10.000
2642	     -10.000
2643	      -9.750
2644	     -10.250
2645	      -9.250
2646	     -10.750
2647	      -9.875
2648	     -10.125
2649	      -9.250
2650	     -10.750
2651	      -9.250
2652	     -10.750
2653	     -10.000
2654	     -10.000
2655	      -9.375
2656	     -10.625
2657	      -9.875
2658	     -10.125
2659	      -9.375
2660	     -10.625
2661	      -9.750
2662	     -10.250
2663	     -10.000
2664	     -10.000
2665	     -10.000
2666	     -10.000
2667	     -10.000
2668	     -10.000
2669	      -9.750
2670	     -10.250
2671	      -9.125
2672	     -10.875
2673	      -9.875
2674	     -10.125
2675	      -9.250
2676	     -10.750
2677	      -9.750
2678	     -10.250
2679	      -9.750
2680	     -10.250
2681	     -10.000
2682	     -10.000
2683	      -9.750
2684	     -10.250
2685	      -9.625
2686	     -10.375
2687	      -9.875
2688	     -10.125
2689	      -9.625
2690	     -10.375
2691	      -9.125
2692	     -10.875
2693	      -9.500
2694	     -10.500
2695	      -9.500
2696	     -10.500
2697	      -9.375
2698	     -10.625
2699	      -9.125
2700	     -10.875
2701	      13.625
2702	      12.375
2703	       1.250
2704	       0.750
2705	       1.875
2706	       0.125
2707	       1.625
2708	       0.375
2709	       1.000
2710	       1.000
2711	       1.250
2712	       0.750
2713	       1.125
2714	       0.875
2715	       1.375
2716	       0.625
2717	       1.750
2718	       0.250
2719	       1.500
2720	       0.500
2721	       1.625
2722	       0.375
2723	       1.875
2724	       0.125
2725	       1.250
2726	       0.750
2727	       1.625
2728	       0.375
2729	       1.250
2730	       0.750
2731	       1.625
2732	       0.375
2733	       1.750
2734	       0.250
2735	       1.500
2736	       0.500
2737	       1.250
2738	       0.750
2739	       1.125
2740	       0.875
2741	       1.375
2742	       0.625
2743	       1.000
2744	       1.000
2745	       1.500
2746	       0.500
2747	       1.875
2748	       0.125
2749	       1.000
2750	       1.000
2751	       1.375
2752	       0.625
2753	       1.625
2754	       0.375
2755	       1.125
2756	       0.875
2757	       1.750
2758	       0.250
2759	       1.750
2760	       0.250
2761	       1.750
2762	       0.250
2763	       1.750
2764	       0.250
2765	       1.375
2766	       0.625
2767	       1.750
2768	       0.250
2769	       1.750
2770	       0.250
2771	       1.875
2772	       0.125
2773	       1.875
2774	       0.125
2775	       1.875
2776	       0.125
2777	       1.750
2778	       0.250
2779	       1.250
2780	       0.750
2781	       1.125
2782	       0.875
2783	       1.250
2784	       0.750
2785	       1.250
2786	       0.750
2787	       1.625
2788	       0.375
2789	       1.875
2790	       0.125
2791	       1.125
2792	       0.875
2793	       1.625
2794	       0.375
2795	       1.875
2796	       0.125
2797	      -7.500
2798	      -8.500
2799	       1.750
2800	       0.250
2801	       1.000
2802	       1.000
2803	       1.125
2804	       0.875
2805	       1.500
2806	       0.500
2807	       1.875
2808	       0.125
2809	       1.500
2810	       0.500
2811	       1.250
2812	       0.750
2813	       1.625
2814	       0.375
2815	       1.125
2816	       0.875
2817	       1.625
2818	       0.375
2819	       1.000
2820	       1.000
2821	       1.500
2822	       0.500
2823	       1.000
2824	       1.000
2825	       1.000
2826	       1.000
2827	       1.500
2828	       0.500
2829	       1.750
2830	       0.250
2831	       1.375
2832	       0.625
2833	       1.000
2834	       1.000
2835	       1.125
2836	       0.875
2837	       1.875
2838	       0.125
2839	       1.875
2840	       0.125
2841	       1.500
2842	       0.500
2843	       1.000
2844	       1.000
2845	       1.000
2846	       1.000
2847	       1.250
2848	       0.750
2849	       1.875
2850	       0.125
2851	       1.875
2852	       0.125
2853	       1.625
2854	       0.375
2855	       1.625
2856	       0.375
2857	       1.000
2858	       1.000
2859	       1.375
2860	       0.625
2861	       1.625
2862	       0.375
2863	       1.875
2864	       0.125
2865	       1.875
2866	       0.125
2867	       1.875
2868	       0.125
2869	       1.125
2870	       0.875
2871	       1.125
2872	       0.875
2873	       1.375
2874	       0.625
2875	       1.125
2876	       0.875
2877	       1.875
2878	       0.125
2879	       1.625
2880	       0.375
2881	       1.625
2882	       0.375
2883	       1.000
2884	       1.000
2885	       1.750
2886	       0.250
2887	       1.750
2888	       0.250
2889	       1.375
2890	       0.625
2891	       1.250
2892	       0.750
2893	       1.000
2894	       1.000
2895	       1.750
2896	       0.250
2897	      -7.875
2898	      -8.125
2899	      -8.750
2900	      -9.250
2901	      -8.750
2902	      -9.250
2903	      -9.000
2904	      -9.000
2905	      -8.625
2906	      -9.375
2907	      -8.125
2908	      -9.875
2909	      -8.625
2910	      -9.375
2911	      -8.250
2912	      -9.750
2913	      -8.500
2914	      -9.500
2915	      -9.000
2916	      -9.000
2917	      -9.000
2918	      -9.000
2919	      -8.375
2920	      -9.625
2921	      -8.750
2922	      -9.250
2923	      -8.250
2924	      -9.750
2925	      -9.000
2926	      -9.000
2927	      -8.750
2928	      -9.250
2929	      -8.125
2930	      -9.875
2931	      -8.375
2932	      -9.625
2933	      -8.875
2934	      -9.125
2935	      -8.125
2936	      -9.875
2937	      -8.250
2938	      -9.750
2939	      -8.125
2940	      -9.875
2941	      -8.750
2942	      -9.250
2943	      -8.875
2944	      -9.125
2945	      -8.250
2946	      -9.750
2947	      -8.750
2948	      -9.250
2949	      -8.875
2950	      -9.125
2951	      -8.375
2952	      -9.625
2953	      -8.625
2954	      -9.375
2955	      -9.000
2956	      -9.000
2957	      -8.500
2958	      -9.500
2959	      -8.625
2960	      -9.375
2961	      -8.250
2962	      -9.750
2963	      -8.875
2964	      -9.125
2965	      -8.750
2966	      -9.250
2967	      -8.500
2968	      -9.500
2969	      -8.125
2970	      -9.875
2971	      -8.750
2972	      -9.250
2973	      -8.750
2974	      -9.250
2975	      -8.625
2976	      -9.375
2977	      -8.125
2978	      -9.875
2979	      -8.375
2980	      -9.625
2981	      -8.500
2982	      -9.500
2983	      -8.625
2984	      -9.375
2985	      -8.750
2986	      -9.250
2987	      -8.500
2988	      -9.500
2989	      -8.625
2990	      -9.375
2991	      -8.625
2992	      -9.375
2993	      -8.125
2994	      -9.875
2995	      -8.125
2996	      -9.875
2997	      -8.875
2998	      -9.125
2999	      -8.625
3000	      -9.375
3001	      -8.875
3002	      -9.125
3003	      -8.875
3004	      -9.125
3005	      -8.875
3006	      -9.125
3007	       9.750
3008	       8.250
3009	       8.125
3010	       7.875
3011	       8.625
3012	       7.375
3013	       8.000
3014	       8.000
3015	       8.500
3016	       7.500
3017	       8.625
3018	       7.375
3019	       8.750
3020	       7.250
3021	       8.375
3022	       7.625
3023	       8.500
3024	       7.500
3025	       8.625
3026	       7.375
3027	       8.000
3028	       8.000
3029	       8.625
3030	       7.375
3031	       8.000
3032	       8.000
3033	       8.375
3034	       7.625
3035	       8.750
3036	       7.250
3037	       8.125
3038	       7.875
3039	       8.500
3040	       7.500
3041	       8.750
3042	       7.250
3043	       8.375
3044	       7.625
3045	       8.375
3046	       7.625
3047	       8.500
3048	       7.500
3049	       8.625
3050	       7.375
3051	       8.625
3052	       7.375
3053	       8.500
3054	       7.500
3055	       8.250
3056	       7.750
3057	       8.125
3058	       7.875
3059	       8.375
3060	       7.625
3061	       8.625
3062	       7.375
3063	       8.250
3064	       7.750
3065	       8.375
3066	       7.625
3067	       8.750
3068	       7.250
3069	       8.000
3070	       8.000
3071	       8.625
3072	       7.375
3073	       8.375
3074	       7.625
3075	       8.875
3076	       7.125
3077	       8.500
3078	       7.500
3079	       8.625
3080	       7.375
3081	       8.625
3082	       7.375
3083	       8.250
3084	       7.750
3085	       8.625
3086	       7.375
3087	       8.250
3088	       7.750
3089	       8.625
3090	       7.375
3091	       8.625
3092	       7.375
3093	       8.000
3094	       8.000
3095	       8.375
3096	       7.625
3097	       8.125
3098	       7.875
3099	       8.000
3100	       8.000
3101	       8.750
3102	       7.250
3103	      -8.250
3104	      -9.750
3105	      -6.500
3106	      -7.500
3107	      -6.625
3108	      -7.375
3109	      -6.750
3110	      -7.250
3111	      -6.375
3112	      -7.625
3113	      -6.875
3114	      -7.125
3115	      -6.875
3116	      -7.125
3117	      -6.625
3118	      -7.375
3119	      -6.250
3120	      -7.750
3121	      -6.500
3122	      -7.500
3123	      -6.625
3124	      -7.375
3125	      -6.125
3126	      -7.875
3127	      -6.750
3128	      -7.250
3129	      -6.625
3130	      -7.375
3131	      -6.625
3132	      -7.375
3133	      -6.125
3134	      -7.875
3135	      -6.375
3136	      -7.625
3137	      -6.375
3138	      -7.625
3139	      -6.125
3140	      -7.875
3141	      -6.375
3142	      -7.625
3143	      -7.000
3144	      -7.000
3145	      -6.375
3146	      -7.625
3147	      -7.000
3148	      -7.000
3149	      -6.375
3150	      -7.625
3151	      -6.250
3152	      -7.750
3153	      -6.875
3154	      -7.125
3155	      -6.625
3156	      -7.375
3157	      -6.875
3158	      -7.125
3159	      -6.250
3160	      -7.750
3161	      -6.375
3162	      -7.625
3163	      -6.750
3164	      -7.250
3165	      -6.625
3166	      -7.375
3167	      -6.750
3168	      -7.250
3169	      -6.250
3170	      -7.750
3171	      -6.375
3172	      -7.625
3173	      -6.500
3174	      -7.500
3175	      -6.750
3176	      -7.250
3177	      -7.000
3178	      -7.000
3179	      -6.750
3180	      -7.250
3181	      -6.375
3182	      -7.625
3183	      -6.500
3184	      -7.500
3185	      -6.750
3186	      -7.250
3187	      -6.375
3188	      -7.625
3189	      -6.250
3190	      -7.750
3191	      -6.250
3192	      -7.750
3193	      -6.750
3194	      -7.250
3195	      -6.375
3196	      -7.625
3197	      13.000
3198	      13.000
3199	      -0.375
3200	      -1.625
3201	      -0.750
3202	      -1.250
3203	      -0.125
3204	      -1.875
3205	      -0.125
3206	      -1.875
3207	      -0.500
3208	      -1.500
3209	      -0.750
3210	      -1.250
3211	      -0.375
3212	      -1.625
3213	      -0.250
3214	      -1.750
3215	      -1.000
3216	      -1.000
3217	      -0.250
3218	      -1.750
3219	      -0.250
3220	      -1.750
3221	      -0.250
3222	      -1.750
3223	      -0.625
3224	      -1.375
3225	      -1.000
3226	      -1.000
3227	      -0.250
3228	      -1.750
3229	      -0.125
3230	      -1.875
3231	      -0.625
3232	      -1.375
3233	      -0.375
3234	      -1.625
3235	      -0.125
3236	      -1.875
3237	      -0.125
3238	      -1.875
3239	      -1.000
3240	      -1.000
3241	      -1.000
3242	      -1.000
3243	      -1.000
3244	      -1.000
3245	      -0.625
3246	      -1.375
3247	      -1.000
3248	      -1.000
3249	      -0.375
3250	      -1.625
3251	      -0.500
3252	      -1.500
3253	      -0.625
3254	      -1.375
3255	      -0.500
3256	      -1.500
3257	      -0.250
3258	      -1.750
3259	      -0.625
3260	      -1.375
3261	      -0.875
3262	      -1.125
3263	      -0.625
3264	      -1.375
3265	      -1.000
3266	      -1.000
3267	      -0.250
3268	      -1.750
3269	      -0.125
3270	      -1.875
3271	      -0.250
3272	      -1.750
3273	      -1.000
3274	      -1.000
3275	      -0.125
3276	      -1.875
3277	      -0.750
3278	      -1.250
3279	      -0.875
3280	      -1.125
3281	      -0.500
3282	      -1.500
3283	      -0.750
3284	      -1.250
3285	      -0.500
3286	      -1.500
3287	      -0.875
3288	      -1.125
3289	      -0.750
3290	      -1.250
3291	      -0.875
3292	      -1.125
3293	      -0.625
3294	      -1.375
3295	      -0.750
3296	      -1.250
3297	      -0.250
3298	      -1.750
3299	      -0.500
3300	      -1.500
3301	      -0.250
3302	      -1.750
3303	      -0.375
3304	      -1.625
3305	      -0.875
3306	      -1.125
3307	      -0.125
3308	      -1.875
3309	      -0.625
3310	      -1.375
3311	       9.125
3312	       8.875
3313	      13.250
3314	      12.750
3315	      13.125
3316	      12.875
3317	      13.125
3318	      12.875
3319	      13.375
3320	      12.625
3321	      13.375
3322	      12.625
3323	      13.375
3324	      12.625
3325	      13.250
3326	      12.750
3327	      13.250
3328	      12.750
3329	      13.250
3330	      12.750
3331	      13.625
3332	      12.375
3333	      13.625
3334	      12.375
3335	      13.125
3336	      12.875
3337	      13.375
3338	      12.625
3339	      13.250
3340	      12.750
3341	      13.500
3342	      12.500
3343	      13.500
3344	      12.500
3345	      13.000
3346	      13.000
3347	      13.500
3348	      12.500
3349	      13.250
3350	      12.750
3351	      13.250
3352	      12.750
3353	      13.125
3354	      12.875
3355	      13.625
3356	      12.375
3357	      13.125
3358	      12.875
3359	      13.875
3360	      12.125
3361	      13.875
3362	      12.125
3363	      13.625
3364	      12.375
3365	      13.875
3366	      12.125
3367	      13.750
3368	      12.250
3369	      13.750
3370	      12.250
3371	      13.750
3372	      12.250
3373	      13.250
3374	      12.750
3375	      13.375
3376	      12.625
3377	      13.500
3378	      12.500
3379	      13.875
3380	      12.125
3381	      13.750
3382	      12.250
3383	      13.750
3384	      12.250
3385	      13.375
3386	      12.625
3387	      13.000
3388	      13.000
3389	      13.125
3390	      12.875
3391	      13.875
3392	      12.125
3393	      13.375
3394	      12.625
3395	      13.250
3396	      12.750
3397	      13.125
3398	      12.875
3399	      13.375
3400	      12.625
3401	      13.750
3402	      12.250
3403	      13.625
3404	      12.375
3405	      13.125
3406	      12.875
3407	      13.875
3408	      12.125
3409	      13.000
3410	      13.000
3411	      13.000
3412	      13.000
3413	      13.375
3414	      12.625
3415	      13.250
3416	      12.750
3417	      13.250
3418	      12.750
3419	      13.625
3420	      12.375
3421	      13.500
3422	      12.500
3423	     -10.625
3424	     -11.375
3425	       0.375
3426	      -0.375
3427	       0.750
3428	      -0.750
3429	       0.500
3430	      -0.500
3431	       0.625
3432	      -0.625
3433	       0.250
3434	      -0.250
3435	       0.500
3436	      -0.500
3437	       0.000
3438	       0.000
3439	       0.500
3440	      -0.500
3441	       0.000
3442	       0.000
3443	       0.125
3444	      -0.125
3445	       0.250
3446	      -0.250
3447	       0.875
3448	      -0.875
3449	       0.250
3450	      -0.250
3451	       0.375
3452	      -0.375
3453	       0.250
3454	      -0.250
3455	       0.750
3456	      -0.750
3457	       0.250
3458	      -0.250
3459	       0.000
3460	       0.000
3461	       0.625
3462	      -0.625
3463	       0.750
3464	      -0.750
3465	       0.375
3466	      -0.375
3467	       0.625
3468	      -0.625
3469	       0.125
3470	      -0.125
3471	       0.250
3472	      -0.250
3473	       0.625
3474	      -0.625
3475	       0.125
3476	      -0.125
3477	       0.000
3478	       0.000
3479	       0.875
3480	      -0.875
3481	       0.625
3482	      -0.625
3483	       0.125
3484	      -0.125
3485	       0.250
3486	      -0.250
3487	       0.500
3488	      -0.500
3489	       0.625
3490	      -0.625
3491	       0.750
3492	      -0.750
3493	       0.375
3494	      -0.375
3495	       0.750
3496	      -0.750
3497	       0.875
3498	      -0.875
3499	       0.250
3500	      -0.250
3501	       0.375
3502	      -0.375
3503	       0.875
3504	      -0.875
3505	       0.500
3506	      -0.500
3507	       0.000
3508	       0.000
3509	       0.500
3510	      -0.500
3511	       0.375
3512	      -0.375
3513	       0.750
3514	      -0.750
3515	       0.750
3516	      -0.750
3517	       0.625
3518	      -0.625
3519	       0.750
3520	      -0.750
3521	       0.125
3522	      -0.125
3523	       0.750
3524	      -0.750
3525	       0.250
3526	      -0.250
3527	       9.125
3528	       8.875
3529	     -10.625
3530	     -11.375
3531	     -10.375
3532	     -11.625
3533	     -11.000
3534	     -11.000
3535	     -10.125
3536	     -11.875
3537	     -10.125
3538	     -11.875
3539	     -10.750
3540	     -11.250
3541	     -10.500
3542	     -11.500
3543	     -10.625
3544	     -11.375
3545	     -10.875
3546	     -11.125
3547	     -10.375
3548	     -11.625
3549	     -10.375
3550	     -11.625
3551	     -10.250
3552	     -11.750
3553	     -10.500
3554	     -11.500
3555	     -10.500
3556	     -11.500
3557	     -10.875
3558	     -11.125
3559	     -10.375
3560	     -11.625
3561	     -10.125
3562	     -11.875
3563	     -10.875
3564	     -11.125
3565	     -11.000
3566	     -11.000
3567	     -10.375
3568	     -11.625
3569	     -10.375
3570	     -11.625
3571	     -10.750
3572	     -11.250
3573	     -10.875
3574	     -11.125
3575	     -10.375
3576	     -11.625
3577	     -10.250
3578	     -11.750
3579	     -11.000
3580	     -11.000
3581	     -10.750
3582	     -11.250
3583	     -10.750
3584	     -11.250
3585	     -11.000
3586	     -11.000
3587	     -10.625
3588	     -11.375
3589	     -11.000
3590	     -11.000
3591	     -11.000
3592	     -11.000
3593	     -10.625
3594	     -11.375
3595	     -10.375
3596	     -11.625
3597	     -10.500
3598	     -11.500
3599	     -10.750
3600	     -11.250
3601	     -10.250
3602	     -11.750
3603	     -10.500
3604	     -11.500
3605	     -10.625
3606	     -11.375
3607	     -10.375
3608	     -11.625
3609	     -10.500
3610	     -11.500
3611	     -10.750
3612	     -11.250
3613	     -11.000
3614	     -11.000
3615	     -10.125
3616	     -11.875
3617	     -10.500
3618	     -11.500
3619	     -10.750
3620	     -11.250
3621	     -10.375
3622	     -11.625
3623	     -10.500
3624	     -11.500
3625	      13.125
3626	      12.875
3627	      -9.375
3628	     -10.625
3629	      -9.500
3630	     -10.500
3631	      -9.125
3632	     -10.875
3633	      -9.875
3634	     -10.125
3635	      -9.250
3636	     -10.750
3637	      -9.875
3638	     -10.125
3639	      -9.375
3640	     -10.625
3641	      -9.250
3642	     -10.750
3643	      -9.375
3644	     -10.625
3645	      -9.750
3646	     -10.250
3647	      -9.875
3648	     -10.125
3649	     -10.000
3650	     -10.000
3651	      -9.875
3652	     -10.125
3653	      -9.375
3654	     -10.625
3655	      -9.625
3656	     -10.375
3657	      -9.875
3658	     -10.125
3659	      -9.625
3660	     -10.375
3661	      -9.750
3662	     -10.250
3663	      -9.750
3664	     -10.250
3665	      -9.875
3666	     -10.125
3667	      -9.875
3668	     -10.125
3669	      -9.625
3670	     -10.375
3671	      -9.750
3672	     -10.250
3673	      -9.750
3674	     -10.250
3675	      -9.375
3676	     -10.625
3677	      -9.375
3678	     -10.625
3679	      -9.250
3680	     -10.750
3681	      -9.125
3682	     -10.875
3683	      -9.625
3684	     -10.375
3685	      -9.250
3686	     -10.750
3687	      -9.625
3688	     -10.375
3689	      -9.125
3690	     -10.875
3691	      -9.875
3692	     -10.125
3693	      -9.875
3694	     -10.125
3695	      -9.750
3696	     -10.250
3697	      -9.625
3698	     -10.375
3699	      -9.250
3700	     -10.750
3701	      -9.250
3702	     -10.750
3703	      -9.500
3704	     -10.500
3705	     -10.000
3706	     -10.000
3707	     -10.000
3708	     -10.000
3709	      -9.750
3710	     -10.250
3711	      -9.875
3712	     -10.125
3713	      -9.250
3714	     -10.750
3715	      -9.500
3716	     -10.500
3717	     -10.000
3718	     -10.000
3719	      -9.125
3720	     -10.875
3721	      -9.625
3722	     -10.375
3723	      -9.625
3724	     -10.375
3725	      -9.250
3726	     -10.750
3727	      -9.750
3728	     -10.250
3729	      -9.500
3730	     -10.500
3731	     -10.000
3732	     -10.000
3733	      -9.375
3734	     -10.625
3735	      -9.250
3736	     -10.750
3737	      -9.625
3738	     -10.375
3739	      -9.125
3740	     -10.875
3741	       9.500
3742	       8.500
3743	      -3.125
3744	      -4.875
3745	      -3.875
3746	      -4.125
3747	      -3.750
3748	      -4.250
3749	      -3.125
3750	      -4.875
3751	      -4.000
3752	      -4.000
3753	      -3.625
3754	      -4.375
3755	      -3.250
3756	      -4.750
3757	      -3.250
3758	      -4.750
3759	      -3.375
3760	      -4.625
3761	      -3.375
3762	      -4.625
3763	      -3.875
3764	      -4.125
3765	      -3.375
3766	      -4.625
3767	      -3.375
3768	      -4.625
3769	      -3.625
3770	      -4.375
3771	      -3.875
3772	      -4.125
3773	      -3.250
3774	      -4.750
3775	      -3.125
3776	      -4.875
3777	      -3.125
3778	      -4.875
3779	      -4.000
3780	      -4.000
3781	      -3.250
3782	      -4.750
3783	      -4.000
3784	      -4.000
3785	      -3.250
3786	      -4.750
3787	      -3.375
3788	      -4.625
3789	      -3.875
3790	      -4.125
3791	      -3.375
3792	      -4.625
3793	      -3.625
3794	      -4.375
3795	      -3.875
3796	      -4.125
3797	      -3.875
3798	      -4.125
3799	      -3.250
3800	      -4.750
3801	      -3.125
3802	      -4.875
3803	      -3.125
3804	      -4.875
3805	      -4.000
3806	      -4.000
3807	      -3.750
3808	      -4.250
3809	      -3.625
3810	      -4.375
3811	      -3.500
3812	      -4.500
3813	      -3.625
3814	      -4.375
3815	      -3.625
3816	      -4.375
3817	      -3.500
3818	      -4.500
3819	      -3.125
3820	      -4.875
3821	      -3.250
3822	      -4.750
3823	      -3.250
3824	      -4.750
3825	      -3.500
3826	      -4.500
3827	      -3.875
3828	      -4.125
3829	      -3.375
3830	      -4.625
3831	      -3.250
3832	      -4.750
3833	      -3.125
3834	      -4.875
3835	      -3.750
3836	      -4.250
3837	      -3.250
3838	      -4.750
3839	      10.000
3840	      10.000
3841	       3.625
3842	       2.375
3843	       3.125
3844	       2.875
3845	       3.750
3846	       2.250
3847	       3.000
3848	       3.000
3849	       3.750
3850	       2.250
3851	       3.875
3852	       2.125
3853	       3.750
3854	       2.250
3855	       3.375
3856	       2.625
3857	       3.875
3858	       2.125
3859	       3.750
3860	       2.250
3861	       3.625
3862	       2.375
3863	       3.500
3864	       2.500
3865	       3.250
3866	       2.750
3867	       3.875
3868	       2.125
3869	       3.375
3870	       2.625
3871	       3.875
3872	       2.125
3873	       3.250
3874	       2.750
3875	       3.750
3876	       2.250
3877	       3.250
3878	       2.750
3879	       3.500
3880	       2.500
3881	       3.250
3882	       2.750
3883	       3.000
3884	       3.000
3885	       3.375
3886	       2.625
3887	       3.375
3888	       2.625
3889	       3.250
3890	       2.750
3891	       3.250
3892	       2.750
3893	       3.750
3894	       2.250
3895	       3.875
3896	       2.125
3897	       3.375
3898	       2.625
3899	       3.625
3900	       2.375
3901	       3.750
3902	       2.250
3903	       3.000
3904	       3.000
3905	       3.625
3906	       2.375
3907	       3.125
3908	       2.875
3909	       3.750
3910	       2.250
3911	       3.500
3912	       2.500
3913	       3.625
3914	       2.375
3915	       3.375
3916	       2.625
3917	       3.000
3918	       3.000
3919	       3.875
3920	       2.125
3921	       3.500
3922	       2.500
3923	       3.625
3924	       2.375
3925	       3.000
3926	       3.000
3927	       3.875
3928	       2.125
3929	       3.750
3930	       2.250
3931	       3.250
3932	       2.750
3933	       3.125
3934	       2.875
3935	       3.875
3936	       2.125
3937	       3.875
3938	       2.125
3939	     -13.000
3940	     -13.000
3941	      -5.750
3942	      -6.250
3943	      -5.250
3944	      -6.750
3945	      -5.375
3946	      -6.625
3947	      -5.750
3948	      -6.250
3949	      -5.625
3950	      -6.375
3951	      -6.000
3952	      -6.000
3953	      -5.250
3954	      -6.750
3955	      -6.000
3956	      -6.000
3957	      -6.000
3958	      -6.000
3959	      -5.875
3960	      -6.125
3961	      -5.875
3962	      -6.125
3963	      -5.125
3964	      -6.875
3965	      -5.250
3966	      -6.750
3967	      -5.250
3968	      -6.750
3969	      -5.625
3970	      -6.375
3971	      -5.250
3972	      -6.750
3973	      -5.375
3974	      -6.625
3975	      -5.750
3976	      -6.250
3977	      -5.125
3978	      -6.875
3979	      -5.125
3980	      -6.875
3981	      -6.000
3982	      -6.000
3983	      -5.500
3984	      -6.500
3985	      -5.125
3986	      -6.875
3987	      -5.375
3988	      -6.625
3989	      -5.875
3990	      -6.125
3991	      -5.625
3992	      -6.375
3993	      -5.750
3994	      -6.250
3995	      -5.250
3996	      -6.750
3997	      -5.375
3998	      -6.625
3999	      -5.500
4000	      -6.500
4001	      -5.375
4002	      -6.625
4003	      -5.625
4004	      -6.375
4005	      -5.875
4006	      -6.125
4007	      -5.125
4008	      -6.875
4009	      -5.125
4010	      -6.875
4011	      -5.625
4012	      -6.375
4013	      -5.500
4014	      -6.500
4015	      -5.125
4016	      -6.875
4017	      -5.625
4018	      -6.375
4019	      -5.500
4020	      -6.500
4021	      -5.125
4022	      -6.875
4023	      -5.250
4024	      -6.750
4025	      -5.250
4026	      -6.750
4027	      -5.250
4028	      -6.750
4029	      -5.250
4030	      -6.750
4031	      -5.500
4032	      -6.500
4033	      -5.250
4034	      -6.750
4035	      -5.625
4036	      -6.375
4037	      -6.000
4038	      -6.000
4039	      -5.750
4040	      -6.250
4041	       9.250
4042	       8.750
4043	      -2.500
4044	      -3.500
4045	      -2.750
4046	      -3.250
4047	      -2.750
4048	      -3.250
4049	      -2.750
4050	      -3.250
4051	      -2.125
4052	      -3.875
4053	      -2.375
4054	      -3.625
4055	      -2.750
4056	      -3.250
4057	      -2.500
4058	      -3.500
4059	      -3.000
4060	      -3.000
4061	      -3.000
4062	      -3.000
4063	      -2.500
4064	      -3.500
4065	      -2.750
4066	      -3.250
4067	      -2.250
4068	      -3.750
4069	      -2.250
4070	      -3.750
4071	      -2.625
4072	      -3.375
4073	      -3.000
4074	      -3.000
4075	      -2.625
4076	      -3.375
4077	      -2.625
4078	      -3.375
4079	      -2.750
4080	      -3.250
4081	      -2.500
4082	      -3.500
4083	      -2.375
4084	      -3.625
4085	      -3.000
4086	      -3.000
4087	      -2.500
4088	      -3.500
4089	      -3.000
4090	      -3.000
4091	      -2.500
4092	      -3.500
4093	      -2.750
4094	      -3.250
4095	      -2.875
4096	      -3.125
4097	      -2.625
4098	      -3.375
4099	      -2.750
4100	      -3.250
4101	      -3.000
4102	      -3.000
4103	      -2.250
4104	      -3.750
4105	      -2.500
4106	      -3.500
4107	      -2.250
4108	      -3.750
4109	      -2.500
4110	      -3.500
4111	      -2.750
4112	      -3.250
4113	      -2.750
4114	      -3.250
4115	      -2.875
4116	      -3.125
4117	      -2.250
4118	      -3.750
4119	      -3.000
4120	      -3.000
4121	      -2.875
4122	      -3.125
4123	      -2.125
4124	      -3.875
4125	      -2.250
4126	      -3.750
4127	      -2.250
4128	      -3.750
4129	      -2.625
4130	      -3.375
4131	      -3.000
4132	      -3.000
4133	      -3.000
4134	      -3.000
4135	      -2.375
4136	      -3.625
4137	      -2.250
4138	      -3.750
4139	      -2.500
4140	      -3.500
4141	      -2.250
4142	      -3.750
4143	       8.875
4144	       7.125
4145	       0.375
4146	      -0.375
4147	       0.125
4148	      -0.125
4149	       0.000
4150	       0.000
4151	       0.125
4152	      -0.125
4153	       0.125
4154	      -0.125
4155	       0.250
4156	      -0.250
4157	       0.875
4158	      -0.875
4159	       0.750
4160	      -0.750
4161	       0.625
4162	      -0.625
4163	       0.375
4164	      -0.375
4165	       0.625
4166	      -0.625
4167	       0.500
4168	      -0.500
4169	       0.500
4170	      -0.500
4171	       0.250
4172	      -0.250
4173	       0.750
4174	      -0.750
4175	       0.000
4176	       0.000
4177	       0.875
4178	      -0.875
4179	       0.500
4180	      -0.500
4181	       0.625
4182	      -0.625
4183	       0.375
4184	      -0.375
4185	       0.375
4186	      -0.375
4187	       0.125
4188	      -0.125
4189	       0.500
4190	      -0.500
4191	       0.500
4192	      -0.500
4193	       0.750
4194	      -0.750
4195	       0.125
4196	      -0.125
4197	       0.750
4198	      -0.750
4199	       0.625
4200	      -0.625
4201	       0.125
4202	      -0.125
4203	       0.000
4204	       0.000
4205	       0.375
4206	      -0.375
4207	       0.750
4208	      -0.750
4209	       0.000
4210	       0.000
4211	       0.250
4212	      -0.250
4213	       0.875
4214	      -0.875
4215	       0.750
4216	      -0.750
4217	       0.750
4218	      -0.750
4219	       0.750
4220	      -0.750
4221	       0.125
4222	      -0.125
4223	       0.000
4224	       0.000
4225	       0.750
4226	      -0.750
4227	       0.375
4228	      -0.375
4229	       0.250
4230	      -0.250
4231	       0.375
4232	      -0.375
4233	       0.250
4234	      -0.250
4235	       0.250
4236	      -0.250
4237	       0.375
4238	      -0.375
4239	       0.750
4240	      -0.750
4241	      10.750
4242	       9.250
4243	     -11.875
4244	     -12.125
4245	     -11.625
4246	     -12.375
4247	     -11.125
