i	DJIA-MINS
1878	12473.08
1879	12473.64
1880	12473
1881	12473.56
1882	12472.04
1883	12474.44
1884	12470.6
1885	12464.19
1886	12460.66
1887	12459.78
1888	12456.02
1889	12460.82
1890	12461.14
1891	12462.42
1892	12462.1
1893	12462.74
1894	12460.02
1895	12449.85
1896	12448.56
1897	12451.69
1898	12446.64
1899	12444.72
1900	12438.95
1901	12443.76
1902	12449.05
1903	12450.89
1904	12449.61
1905	12452.01
1906	12452.49
1907	12452.09
1908	12457.46
1909	12463.31
1910	12462.66
1911	12461.94
1912	12460.02
1913	12461.14
1914	12462.26
1915	12462.26
1916	12465.71
1917	12464.83
1918	12465.39
1919	12466.11
1920	12463.71
1921	12461.7
1922	12462.42
1923	12454.25
1924	12453.85
1925	12457.7
1926	12454.65
1927	12456.5
1928	12457.86
1929	12458.02
1930	12460.5
1931	12462.74
1932	12464.11
1933	12463.07
1934	12462.99
1935	12463.31
1936	12463.47
1937	12463.79
1938	12464.83
1939	12466.51
1940	12471.88
1941	12474.76
1942	12475.8
1943	12476.92
1944	12474.44
1945	12473.24
1946	12473.16
1947	12473.48
1948	12467.47
1949	12469.39
1950	12466.19
1951	12468.27
1952	12467.23
1953	12467.79
1954	12469.63
1955	12469.63
1956	12471.24
1957	12468.75
1958	12463.39
1959	12463.07
1960	12464.03
1961	12462.91
1962	12464.43
1963	12467.47
1964	12463.87
1965	12458.58
1966	12457.14
1967	12448.81
1968	12445.92
1969	12455.45
1970	12446.88
1971	12443.84
1972	12447.52
1973	12446.56
1974	12443.52
1975	12438.39
1976	12438.31
1977	12441.68
1978	12442.8
1979	12439.91
1980	12439.19
1981	12434.87
1982	12436.87
1983	12431.58
1984	12435.91
1985	12436.95
1986	12439.11
1987	12442.64
1988	12439.51
1989	12437.75
1990	12435.91
1991	12438.95
1992	12432.94
1993	12436.15
1994	12434.47
1995	12434.06
1996	12437.03
1997	12441.11
1998	12440.87
1999	12442.48
2000	12441.68
2001	12441.27
2002	12427.98
2003	12409.47
2004	12404.98
2005	12409.23
2006	12405.06
2007	12400.98
2008	12405.22
2009	12405.38
2010	12407.47
2011	12409.07
2012	12411.95
2013	12416.76
2014	12418.76
2015	12413.64
2016	12414.12
2017	12411.55
2018	12412.67
2019	12413.16
2020	12411.79
2021	12410.75
2022	12410.43
2023	12420.77
2024	12426.85
2025	12419.56
2026	12418.6
2027	12421.17
2028	12422.13
2029	12423.01
2030	12418.36
2031	12416.52
2032	12418.6
2033	12418.6
2034	12425.09
2035	12418.52
2036	12418.44
2037	12420.93
2038	12421.97
2039	12425.65
2040	12425.49
2041	12427.98
2042	12433.02
2043	12436.71
2044	12433.26
2045	12439.19
2046	12440.55
2047	12438.47
2048	12438.71
2049	12437.59
2050	12439.35
2051	12437.19
2052	12434.79
2053	12430.46
2054	12428.14
2055	12425.01
2056	12425.33
2057	12420.13
2058	12416.76
2059	12417.24
2060	12418.44
2061	12418.76
2062	12419.32
2063	12416.2
2064	12412.35
2065	12420.53
2066	12422.29
2067	12421.97
2068	12419.32
2069	12422.45
2070	12423.01
2071	12417.08
2072	12415.88
2073	12415.8
2074	12415.88
2075	12418.84
2076	12423.89
2077	12428.06
2078	12427.82
2079	12421.97
2080	12420.93
2081	12422.53
2082	12420.21
2083	12413.72
2084	12408.91
2085	12408.83
2086	12411.47
2087	12414.12
2088	12414.28
2089	12419.32
2090	12418.92
2091	12419.64
2092	12427.58
2093	12425.41
2094	12433.1
2095	12421.97
2096	12423.33
2097	12424.53
2098	12421.17
2099	12421.81
2100	12421.09
2101	12425.65
2102	12424.37
2103	12421.89
2104	12419.96
2105	12419.72
2106	12424.21
2107	12423.33
2108	12424.61
2109	12422.05
2110	12424.45
2111	12423.73
2112	12420.04
2113	12423.01
2114	12422.61
2115	12421.81
2116	12415.16
2117	12417
2118	12418.04
2119	12413.8
2120	12415.32
2121	12414.92
2122	12414.92
2123	12416.12
2124	12417.96
2125	12418.92
2126	12419.88
2127	12420.61
2128	12432.46
2129	12436.87
2130	12434.63
2131	12432.62
2132	12431.5
2133	12428.38
2134	12431.02
2135	12429.9
2136	12434.71
2137	12441.52
2138	12442.88
2139	12452.25
2140	12457.14
2141	12454.81
2142	12454.81
2143	12455.78
2144	12459.46
2145	12456.18
2146	12453.45
2147	12450.09
2148	12452.09
2149	12452.65
2150	12455.45
2151	12451.37
2152	12452.17
2153	12454.97
2154	12455.05
2155	12457.06
2156	12454.73
2157	12455.21
2158	12456.9
2159	12454.49
2160	12452.49
2161	12451.45
2162	12454.25
2163	12456.9
2164	12464.59
2165	12463.23
2166	12463.23
2167	12465.23
2168	12470.36
2169	12466.35
2170	12469.55
2171	12477.81
2172	12482.61
2173	12483.57
2174	12480.05
2175	12476.6
2176	12476.76
2177	12478.13
2178	12476.6
2179	12480.21
2180	12480.53
2181	12480.21
2182	12479.65
2183	12474.28
2184	12477.57
2185	12474.28
2186	12474.12
2187	12469.71
2188	12468.99
2189	12469.55
2190	12471.96
2191	12470.92
2192	12470.92
2193	12470.92
2194	12470.92
2195	12472.12
2196	12471.24
2197	12471.32
2198	12472.28
2199	12481.81
2200	12463.07
2201	12459.06
2202	12460.26
2203	12468.19
2204	12468.19
2205	12466.43
2206	12468.19
2207	12467.79
2208	12464.75
2209	12473.24
2210	12473.08
2211	12471.24
2212	12476.76
2213	12476.2
2214	12480.69
2215	12483.73
2216	12486.38
2217	12481.49
2218	12482.61
2219	12479.41
2220	12479.73
2221	12480.37
2222	12478.29
2223	12481.49
2224	12481.41
2225	12482.61
2226	12482.45
2227	12480.69
2228	12480.45
2229	12479.01
2230	12477.57
2231	12487.58
2232	12483.81
2233	12478.61
2234	12477.73
2235	12480.37
2236	12482.13
2237	12484.05
2238	12483.49
2239	12485.9
2240	12486.54
2241	12485.26
2242	12484.38
2243	12485.42
2244	12485.82
2245	12488.7
2246	12490.46
2247	12491.18
2248	12495.83
2249	12496.07
2250	12497.43
2251	12496.15
2252	12495.99
2253	12496.63
2254	12495.99
2255	12495.51
2256	12492.23
2257	12489.98
2258	12490.14
2259	12491.26
2260	12490.78
2261	12490.86
2262	12491.26
2263	12491.18
2264	12490.22
2265	12489.5
2266	12490.46
2267	12488.46
2268	12489.9
2269	12490.14
2270	12490.38
2271	12491.91
2272	12491.75
2273	12492.87
2274	12494.15
2275	12494.55
2276	12496.31
2277	12495.99
2278	12492.79
2279	12492.47
2280	12492.63
2281	12492.95
2282	12491.51
2283	12492.07
2284	12488.94
2285	12490.3
2286	12489.82
2287	12488.62
2288	12492.07
2289	12492.47
2290	12490.46
2291	12492.63
2292	12490.86
2293	12483.73
2294	12486.94
2295	12486.46
2296	12483.57
2297	12482.69
2298	12483.73
2299	12485.9
2300	12484.38
2301	12484.05
2302	12484.86
2303	12485.02
2304	12485.74
2305	12484.21
2306	12486.7
2307	12486.22
2308	12486.94
2309	12486.94
2310	12486.62
2311	12485.82
2312	12476.2
2313	12477.81
2314	12477.89
2315	12477.73
2316	12478.29
2317	12478.05
2318	12477.16
2319	12475.56
2320	12473.72
2321	12476.68
2322	12475.4
2323	12472.92
2324	12466.99
2325	12466.51
2326	12468.51
2327	12469.95
2328	12469.87
2329	12468.19
2330	12472.12
2331	12472.2
2332	12473.72
2333	12474.84
2334	12475.32
2335	12475.8
2336	12474.84
2337	12478.45
2338	12478.21
2339	12474.6
2340	12477
2341	12477.81
2342	12477.57
2343	12479.33
2344	12478.69
2345	12480.53
2346	12486.3
2347	12484.46
2348	12483.17
2349	12481.65
2350	12480.37
2351	12485.26
2352	12476.44
2353	12474.92
2354	12477.16
2355	12475.16
2356	12476.68
2357	12476.92
2358	12475.48
2359	12476.6
2360	12474.2
2361	12475.32
2362	12474.92
2363	12476.52
2364	12477.89
2365	12472.92
2366	12473.48
2367	12472.84
2368	12471.16
2369	12472.92
2370	12473
2371	12477.16
2372	12475.56
2373	12477.65
2374	12477.65
2375	12473.88
2376	12473.08
2377	12475.16
2378	12475.64
2379	12476.76
2380	12479.57
2381	12477.89
2382	12478.61
2383	12476.28
2384	12476.76
2385	12478.45
2386	12473.72
2387	12475.16
2388	12472.52
2389	12471.32
2390	12470.84
2391	12469.47
2392	12465.71
2393	12463.95
2394	12464.11
2395	12465.55
2396	12465.15
2397	12465.15
2398	12463.87
2399	12459.86
2400	12460.82
2401	12468.83
2402	12468.35
2403	12467.95
2404	12468.83
2405	12473.96
2406	12480.53
2407	12482.05
2408	12480.29
2409	12477.49
2410	12481.81
2411	12481.81
2412	12478.77
2413	12473.56
2414	12469.87
2415	12463.55
2416	12472.68
2417	12475.16
2418	12472.2
2419	12472.36
2420	12468.75
2421	12469.63
2422	12467.31
2423	12466.11
2424	12458.58
2425	12457.62
2426	12455.53
2427	12458.18
2428	12459.94
2429	12463.63
2430	12467.63
2431	12463.87
2432	12464.35
2433	12462.18
2434	12462.02
2435	12461.38
2436	12465.47
2437	12465.79
2438	12464.99
2439	12461.46
2440	12460.42
2441	12459.94
2442	12460.74
2443	12458.98
2444	12451.21
2445	12455.29
2446	12455.78
2447	12457.94
2448	12457.46
2449	12461.22
2450	12458.34
2451	12461.38
2452	12457.54
2453	12460.82
2454	12461.38
2455	12464.27
2456	12468.03
2457	12466.83
2458	12464.03
2459	12461.14
2460	12462.34
2461	12461.06
2462	12460.5
2463	12461.94
2464	12464.43
2465	12464.27
2466	12464.83
2467	12465.15
2468	12461.46
2469	12463.47
2470	12459.3
2471	12456.9
2472	12456.34
2473	12456.18
2474	12449.77
2475	12452.09
2476	12452.41
2477	12450.01
2478	12447.2
2479	12445.76
2480	12448.16
2481	12448.81
2482	12438.39
2483	12426.85
2484	12430.38
2485	12431.74
2486	12435.67
2487	12434.87
2488	12431.1
2489	12430.94
2490	12419.32
2491	12419.4
2492	12411.47
2493	12412.19
2494	12413.8
2495	12412.67
2496	12414.84
2497	12412.43
2498	12414.68
2499	12419
2500	12416.92
2501	12417.88
2502	12414.04
2503	12409.79
2504	12398.17
2505	12402.74
2506	12401.94
2507	12409.79
2508	12410.35
2509	12407.87
2510	12408.83
2511	12409.95
2512	12406.99
2513	12409.63
2514	12411.87
2515	12416.52
2516	12421.89
2517	12429.42
2518	12425.81
2519	12419.64
2520	12419.96
2521	12423.57
2522	12426.85
2523	12421.97
2524	12418.68
2525	12421.17
2526	12420.45
2527	12425.25
2528	12413.72
2529	12413.64
2530	12414.92
2531	12403.7
2532	12407.39
2533	12410.75
2534	12410.11
2535	12412.11
2536	12414.2
2537	12413.16
2538	12412.27
2539	12413.72
2540	12414.04
2541	12414.6
2542	12415.4
2543	12429.5
2544	12429.42
2545	12424.93
2546	12430.62
2547	12426.69
2548	12429.66
2549	12428.38
2550	12426.45
2551	12425.81
2552	12429.02
2553	12426.45
2554	12422.13
2555	12422.29
2556	12418.44
2557	12415.4
2558	12418.12
2559	12419.72
2560	12423.01
2561	12423.65
2562	12423.81
2563	12425.17
2564	12426.37
2565	12432.78
2566	12430.86
2567	12433.34
2568	12426.61
2569	12427.34
2570	12425.41
2571	12423.09
2572	12423.09
2573	12421.97
2574	12422.13
2575	12421.17
2576	12424.93
2577	12426.37
2578	12423.57
2579	12423.17
2580	12422.05
2581	12420.85
2582	12420.13
2583	12421.65
2584	12424.37
2585	12423.73
2586	12423.65
2587	12425.41
2588	12426.05
2589	12424.77
2590	12422.45
2591	12421.25
2592	12416.84
2593	12412.35
2594	12408.43
2595	12403.06
2596	12392.97
2597	12389.2
2598	12377.83
2599	12371.1
2600	12371.9
2601	12383.59
2602	12379.59
2603	12379.67
2604	12377.83
2605	12380.63
2606	12374.3
2607	12367.89
2608	12370.22
2609	12360.76
2610	12355.63
2611	12359.8
2612	12364.45
2613	12361
2614	12364.13
2615	12366.77
2616	12364.69
2617	12365.57
2618	12367.89
2619	12373.26
2620	12371.98
2621	12379.35
2622	12374.06
2623	12372.62
2624	12384.39
2625	12385.28
2626	12383.11
2627	12384.56
2628	12382.87
2629	12383.35
2630	12382.87
2631	12380.87
2632	12383.67
2633	12379.27
2634	12380.55
2635	12382.31
2636	12382.55
2637	12383.43
2638	12384.15
2639	12375.34
2640	12376.38
2641	12377.67
2642	12380.39
2643	12379.67
2644	12380.63
2645	12372.78
2646	12369.81
2647	12364.53
2648	12364.45
2649	12363.49
2650	12363.17
2651	12362.28
2652	12361
2653	12359.32
2654	12354.99
2655	12356.92
2656	12357.32
2657	12356.6
2658	12356.92
2659	12363.81
2660	12361.8
2661	12361.4
2662	12362.6
2663	12360.04
2664	12357.08
2665	12357.72
2666	12357.96
2667	12358.28
2668	12358.04
2669	12358.44
2670	12356.28
2671	12345.78
2672	12346.42
2673	12353.71
2674	12354.43
2675	12354.27
2676	12354.03
2677	12345.3
2678	12345.3
2679	12345.22
2680	12342.26
2681	12342.58
2682	12344.02
2683	12346.5
2684	12350.91
2685	12349.87
2686	12351.39
2687	12348.1
2688	12347.86
2689	12348.34
2690	12352.11
2691	12358.2
2692	12364.29
2693	12360.2
2694	12365.17
2695	12368.61
2696	12369.17
2697	12368.05
2698	12367.41
2699	12360.92
2700	12361.96
2701	12362.04
2702	12358.52
2703	12358.36
2704	12354.43
2705	12348.91
2706	12351.15
2707	12351.23
2708	12355.23
2709	12356.44
2710	12353.23
2711	12353.39
2712	12354.19
2713	12356.04
2714	12356.44
2715	12354.35
2716	12354.43
2717	12349.95
2718	12345.06
2719	12347.14
2720	12346.1
2721	12346.34
2722	12346.74
2723	12351.07
2724	12349.47
2725	12350.11
2726	12346.74
2727	12346.5
2728	12349.31
2729	12355.71
2730	12360.12
2731	12358.44
2732	12355.47
2733	12356.04
2734	12357.48
2735	12356.04
2736	12354.03
2737	12359.16
2738	12354.11
2739	12353.79
2740	12355.07
2741	12354.91
2742	12355.15
2743	12354.11
2744	12354.51
2745	12355.07
2746	12361.8
2747	12355.63
2748	12355.39
2749	12355.31
2750	12351.31
2751	12351.23
2752	12354.59
2753	12357
2754	12356.52
2755	12355.55
2756	12352.43
2757	12354.99
2758	12354.43
2759	12358.52
2760	12358.28
2761	12360.36
2762	12363.09
2763	12363.73
2764	12363.17
2765	12361.16
2766	12360.6
2767	12361.56
2768	12362.68
2769	12363.01
2770	12365.89
2771	12365.49
2772	12365.09
2773	12367.97
2774	12370.22
2775	12369.33
2776	12369.09
2777	12365.65
2778	12366.05
2779	12368.37
2780	12368.21
2781	12365.97
2782	12367.17
2783	12369.01
2784	12369.57
2785	12367.81
2786	12364.69
2787	12366.69
2788	12367.25
2789	12367.41
2790	12365.09
2791	12359.72
2792	12352.59
2793	12353.15
2794	12350.03
2795	12350.59
2796	12345.86
2797	12343.3
2798	12343.22
2799	12339.21
2800	12340.81
2801	12351.87
2802	12349.87
2803	12345.06
2804	12346.34
2805	12344.82
2806	12342.74
2807	12351.63
2808	12360.76
2809	12367.73
2810	12363.97
2811	12370.94
2812	12370.38
2813	12373.58
2814	12379.51
2815	12375.58
2816	12369.33
2817	12373.5
2818	12370.54
2819	12372.86
2820	12372.22
2821	12371.98
2822	12368.29
2823	12369.01
2824	12369.73
2825	12369.73
2826	12368.13
2827	12367.01
2828	12367.41
2829	12360.68
2830	12362.92
2831	12366.53
2832	12368.69
2833	12369.17
2834	12368.85
2835	12365.17
2836	12365.65
2837	12365.57
2838	12364.93
2839	12360.12
2840	12363.49
2841	12360.92
2842	12359.32
2843	12362.6
2844	12365.17
2845	12366.13
2846	12365.01
2847	12364.05
2848	12360.36
2849	12359.24
2850	12359.4
2851	12361.56
2852	12363.89
2853	12364.05
2854	12367.01
2855	12371.18
2856	12371.9
2857	12371.42
2858	12372.38
2859	12371.58
2860	12370.05
2861	12371.42
2862	12371.82
2863	12372.86
2864	12375.9
2865	12376.22
2866	12375.82
2867	12376.06
2868	12379.11
2869	12379.11
2870	12378.79
2871	12378.79
2872	12380.31
2873	12379.43
2874	12380.39
2875	12379.43
2876	12378.39
2877	12379.99
2878	12381.35
2879	12381.27
2880	12380.95
2881	12381.03
2882	12381.27
2883	12381.51
2884	12374.14
2885	12377.1
2886	12377.43
2887	12376.7
2888	12377.51
2889	12378.39
2890	12377.67
2891	12374.46
2892	12377.43
2893	12375.82
2894	12375.98
2895	12376.22
2896	12377.67
2897	12375.9
2898	12376.14
2899	12376.06
2900	12376.78
2901	12375.98
2902	12375.66
2903	12373.26
2904	12373.66
2905	12373.66
2906	12374.06
2907	12373.58
2908	12375.34
2909	12375.58
2910	12375.34
2911	12375.42
2912	12374.62
2913	12374.86
2914	12375.66
2915	12377.43
2916	12377.1
2917	12377.02
2918	12377.43
2919	12375.42
2920	12374.62
2921	12375.74
2922	12376.06
2923	12377.35
2924	12381.83
2925	12381.43
2926	12379.19
2927	12378.71
2928	12379.59
2929	12379.43
2930	12378.79
2931	12379.43
2932	12380.39
2933	12380.23
2934	12379.35
2935	12379.91
2936	12380.95
2937	12381.83
2938	12381.91
2939	12391.12
2940	12388.8
2941	12390.64
2942	12392.73
2943	12393.29
2944	12392.49
2945	12393.05
2946	12393.13
2947	12392.73
2948	12393.53
2949	12393.69
2950	12392.65
2951	12395.53
2952	12397.29
2953	12396.81
2954	12398.17
2955	12397.45
2956	12396.41
2957	12395.85
2958	12394.97
2959	12395.93
2960	12395.29
2961	12395.21
2962	12394.65
2963	12395.21
2964	12394.81
2965	12394.97
2966	12394.81
2967	12395.13
2968	12395.85
2969	12395.13
2970	12395.37
2971	12395.85
2972	12396.25
2973	12396.33
2974	12392.17
2975	12389.52
2976	12389.52
2977	12391.44
2978	12392.49
2979	12393.69
2980	12392.73
2981	12393.85
2982	12393.53
2983	12394.09
2984	12394.49
2985	12394.65
2986	12395.61
2987	12395.21
2988	12395.85
2989	12397.45
2990	12397.21
2991	12397.37
2992	12399.06
2993	12399.62
2994	12403.3
2995	12407.07
2996	12413.4
2997	12413.72
2998	12413.88
2999	12415.48
3000	12415.24
3001	12415.08
3002	12413.96
3003	12413.64
3004	12416.2
3005	12416.12
3006	12413
3007	12416.12
3008	12407.95
3009	12407.63
3010	12408.51
3011	12408.27
3012	12436.79
3013	12452.49
3014	12463.31
3015	12462.74
3016	12466.59
3017	12471
3018	12478.77
3019	12477.89
3020	12477.49
3021	12481.17
3022	12484.38
3023	12482.85
3024	12483.41
3025	12479.49
3026	12469.07
3027	12483.97
3028	12482.45
3029	12482.13
3030	12480.29
3031	12484.86
3032	12482.21
3033	12482.61
3034	12478.37
3035	12475.64
3036	12476.76
3037	12473.24
3038	12472.92
3039	12473
3040	12473.88
3041	12475.4
3042	12484.62
3043	12479.65
3044	12476.6
3045	12477.81
3046	12475.8
3047	12476.6
3048	12479.73
3049	12484.46
3050	12480.53
3051	12481.33
3052	12481.57
3053	12483.57
3054	12484.38
3055	12484.86
3056	12488.3
3057	12487.82
3058	12491.34
3059	12491.51
3060	12491.83
3061	12492.39
3062	12492.63
3063	12490.3
3064	12484.78
3065	12485.82
3066	12490.06
3067	12489.9
3068	12489.34
3069	12486.54
3070	12487.82
3071	12488.3
3072	12486.78
3073	12483.17
3074	12482.37
3075	12484.13
3076	12484.54
3077	12485.9
3078	12486.22
3079	12486.86
3080	12487.42
3081	12484.46
3082	12482.77
3083	12481.89
3084	12482.37
3085	12483.01
3086	12484.29
3087	12483.73
3088	12484.38
3089	12483.09
3090	12484.29
3091	12481.89
3092	12480.69
3093	12479.09
3094	12478.85
3095	12480.29
3096	12481.25
3097	12483.17
3098	12482.37
3099	12482.77
3100	12481.33
3101	12482.29
3102	12482.53
3103	12480.37
3104	12480.61
3105	12478.69
3106	12479.57
3107	12480.53
3108	12482.77
3109	12484.86
3110	12485.18
3111	12484.94
3112	12483.89
3113	12484.21
3114	12482.05
3115	12480.85
3116	12482.13
3117	12478.77
3118	12479.65
3119	12478.69
3120	12478.69
3121	12477.97
3122	12477.89
3123	12479.33
3124	12479.25
3125	12479.09
3126	12480.53
3127	12483.97
3128	12483.89
3129	12483.57
3130	12484.38
3131	12485.34
3132	12483.57
3133	12485.5
3134	12486.38
3135	12485.5
3136	12486.94
3137	12485.58
3138	12485.74
3139	12486.22
3140	12484.38
3141	12485.26
3142	12484.62
3143	12483.81
3144	12483.81
3145	12486.62
3146	12487.26
3147	12486.3
3148	12489.74
3149	12494.79
3150	12494.55
3151	12494.39
3152	12495.59
3153	12495.83
3154	12496.47
3155	12496.39
3156	12498.31
3157	12499.6
3158	12499.68
3159	12496.87
3160	12496.47
3161	12497.51
3162	12496.07
3163	12497.35
3164	12497.99
3165	12496.39
3166	12496.47
3167	12497.03
3168	12497.03
3169	12498.07
3170	12497.03
3171	12499.6
3172	12500.88
3173	12501.28
3174	12500.72
3175	12500.16
3176	12500.24
3177	12500.08
3178	12498.72
3179	12502.24
3180	12504.4
3181	12505.93
3182	12508.09
3183	12509.69
3184	12510.49
3185	12509.77
3186	12508.65
3187	12507.53
3188	12506.09
3189	12510.01
3190	12509.29
3191	12509.69
3192	12509.13
3193	12508.01
3194	12506.73
3195	12506.73
3196	12508.01
3197	12506.97
3198	12503.04
3199	12502.08
3200	12503.92
3201	12508.01
3202	12506.41
3203	12506.33
3204	12506.01
3205	12507.93
3206	12508.73
3207	12514.58
3208	12511.77
3209	12510.57
3210	12506.17
3211	12506.25
3212	12507.37
3213	12515.22
3214	12511.69
3215	12514.58
3216	12514.1
3217	12503.28
3218	12506.09
3219	12502.32
3220	12497.19
3221	12493.91
3222	12491.59
3223	12495.19
3224	12500.64
3225	12511.53
3226	12499.6
3227	12499.04
3228	12510.57
3229	12511.29
3230	12509.77
3231	12503.12
3232	12501.36
3233	12492.79
3234	12491.99
3235	12494.87
3236	12498.47
3237	12496.63
3238	12491.51
3239	12489.26
3240	12490.22
3241	12491.75
3242	12489.18
3243	12489.5
3244	12491.99
3245	12492.95
3246	12494.95
3247	12496.71
3248	12496.47
3249	12497.35
3250	12495.75
3251	12495.67
3252	12499.04
3253	12498.39
3254	12497.19
3255	12494.71
3256	12492.31
3257	12492.15
3258	12493.35
3259	12489.5
3260	12488.7
3261	12489.18
3262	12486.54
3263	12487.26
3264	12487.74
3265	12488.86
3266	12486.94
3267	12489.82
3268	12491.91
3269	12493.51
3270	12493.67
3271	12493.19
3272	12493.03
3273	12493.59
3274	12494.07
3275	12495.75
3276	12493.03
3277	12494.79
3278	12489.82
3279	12490.86
3280	12489.58
3281	12489.66
3282	12488.38
3283	12486.14
3284	12483.41
3285	12486.06
3286	12485.1
3287	12484.78
3288	12484.7
3289	12479.09
3290	12480.53
3291	12479.57
3292	12480.13
3293	12484.29
3294	12484.86
3295	12485.42
3296	12482.29
3297	12481.73
3298	12483.73
3299	12483.65
3300	12491.99
3301	12489.9
3302	12489.18
3303	12490.94
3304	12493.19
3305	12493.83
3306	12493.91
3307	12493.67
3308	12493.99
3309	12494.63
3310	12494.55
3311	12495.27
3312	12496.87
3313	12496.79
3314	12494.79
3315	12494.63
3316	12494.15
3317	12494.63
3318	12494.07
3319	12493.91
3320	12493.51
3321	12494.07
3322	12493.51
3323	12491.83
3324	12491.18
3325	12489.5
3326	12487.74
3327	12487.26
3328	12487.18
3329	12487.82
3330	12488.14
3331	12490.3
3332	12493.43
3333	12501.28
3334	12502.4
3335	12500.88
3336	12500.56
3337	12499.84
3338	12498.07
3339	12498.72
3340	12497.11
3341	12496.31
3342	12495.83
3343	12496.23
3344	12498.23
3345	12498.72
3346	12498.8
3347	12500.32
3348	12500.8
3349	12500.48
3350	12501.12
3351	12501.76
3352	12505.04
3353	12508.65
3354	12518.18
3355	12517.86
3356	12516.26
3357	12520.03
3358	12525.15
3359	12523.39
3360	12521.87
3361	12520.51
3362	12521.31
3363	12522.43
3364	12520.91
3365	12519.14
3366	12518.5
3367	12521.23
3368	12518.98
3369	12518.74
3370	12518.98
3371	12520.11
3372	12518.58
3373	12519.62
3374	12520.75
3375	12523.15
3376	12525.39
3377	12527.16
3378	12525.07
3379	12523.95
3380	12526.83
3381	12526.99
3382	12524.59
3383	12524.59
3384	12523.87
3385	12519.46
3386	12513.14
3387	12512.17
3388	12512.57
3389	12512.25
3390	12510.25
3391	12508.97
3392	12508.73
3393	12507.85
3394	12508.17
3395	12511.53
3396	12511.77
3397	12514.02
3398	12514.5
3399	12511.85
3400	12512.98
3401	12513.22
3402	12512.41
3403	12508.97
3404	12502.48
3405	12500
3406	12502.24
3407	12502.08
3408	12501.52
3409	12483.25
3410	12490.86
3411	12496.63
3412	12498.8
3413	12501.2
3414	12500.96
3415	12499.36
3416	12503.52
3417	12503.68
3418	12508.57
3419	12511.69
3420	12512.41
3421	12521.79
3422	12513.62
3423	12517.22
3424	12519.7
3425	12515.62
3426	12512.09
3427	12521.63
3428	12518.9
3429	12512.9
3430	12518.5
3431	12518.26
3432	12524.43
3433	12524.27
3434	12520.91
3435	12516.42
3436	12516.9
3437	12516.02
3438	12514.58
3439	12512.9
3440	12514.98
3441	12515.22
3442	12514.34
3443	12517.62
3444	12516.58
3445	12515.54
3446	12513.46
3447	12512.98
3448	12508.57
3449	12510.09
3450	12509.05
3451	12507.05
3452	12508.73
3453	12511.53
3454	12512.98
3455	12511.37
3456	12511.45
3457	12511.93
3458	12507.45
3459	12508.89
3460	12508.65
3461	12508.89
3462	12508.97
3463	12510.41
3464	12510.09
3465	12501.92
3466	12505.12
3467	12504.48
3468	12508.33
3469	12508.41
3470	12508.01
3471	12503.84
3472	12504.16
3473	12502.8
3474	12503.36
3475	12505.2
3476	12504.72
3477	12507.85
3478	12506.65
3479	12502
3480	12502.88
3481	12503.76
3482	12506.49
3483	12507.77
3484	12506.73
3485	12507.93
3486	12507.45
3487	12506.33
3488	12505.85
3489	12506.65
3490	12507.05
3491	12507.93
3492	12507.77
3493	12508.41
3494	12508.81
3495	12507.93
3496	12508.49
3497	12507.05
3498	12506.33
3499	12507.69
3500	12509.21
3501	12508.57
3502	12508.49
3503	12507.85
3504	12506.17
3505	12505.68
3506	12502.88
3507	12499.68
3508	12498.72
3509	12499.6
3510	12499.92
3511	12499.52
3512	12500.4
3513	12500.16
3514	12497.19
3515	12497.67
3516	12497.43
3517	12496.47
3518	12495.51
3519	12494.39
3520	12495.83
3521	12497.51
3522	12498.47
3523	12498.72
3524	12502
3525	12503.2
3526	12503.2
3527	12503.12
3528	12502.32
3529	12501.6
3530	12501.28
3531	12500.32
3532	12500.48
3533	12499.36
3534	12500.72
3535	12500.88
3536	12499.28
3537	12499.12
3538	12497.75
3539	12497.19
3540	12495.75
3541	12496.23
3542	12496.07
3543	12501.2
3544	12503.12
3545	12504.32
3546	12506.33
3547	12505.77
3548	12506.73
3549	12508.25
3550	12507.77
3551	12507.53
3552	12506.81
3553	12505.85
3554	12503.44
3555	12504.56
3556	12506.41
3557	12506.81
3558	12507.05
3559	12508.49
3560	12507.61
3561	12507.29
3562	12508.41
3563	12507.37
3564	12507.29
3565	12505.77
3566	12504.24
3567	12497.91
3568	12497.67
3569	12491.83
3570	12492.07
3571	12496.95
3572	12497.27
3573	12495.91
3574	12496.87
3575	12495.27
3576	12496.07
3577	12493.43
3578	12492.31
3579	12491.83
3580	12492.47
3581	12494.55
3582	12493.43
3583	12492.47
3584	12493.99
3585	12497.67
3586	12498.47
3587	12498.47
3588	12498.47
3589	12498.47
3590	12502.16
3591	12499.76
3592	12499.36
3593	12495.75
3594	12494.95
3595	12486.14
3596	12484.62
3597	12485.66
3598	12484.13
3599	12473.08
3600	12466.51
	12470.6
