i	DJIA_DAY(i)=(high(i)-low(i))*vol(i) [$ in billions]
1704	261.744964
1705	222.6588
1706	181.583864
1707	232.1991193
1708	197.9149085
1709	193.924516
1710	177.9456
1711	203.2567109
1712	249.348166
1713	185.236368
1714	167.177034
1715	221.724776
1716	205.7551524
1717	207.3171427
1718	189.12397
1719	172.1821073
1720	181.881572
1721	229.737504
1722	151.0082388
1723	167.856636
1724	218.1055865
1725	517.0369304
1726	265.687868
1727	128.7944753
1728	194.7709384
1729	205.917712
1730	253.24994
1731	163.79566
1732	155.3506497
1733	194.3408
1734	180.0198414
1735	197.019656
1736	164.8214136
1737	161.6808803
1738	250.208652
1739	217.6070739
1740	265.341317
1741	161.3149674
1742	162.9568537
1743	177.36719
1744	165.3669073
1745	190.9154831
1746	223.243032
1747	193.5204363
1748	203.256872
1749	249.9002629
1750	315.8614822
1751	217.735296
1752	193.6911241
1753	272.166376
1754	224.006988
1755	208.447392
1756	157.4585807
1757	146.5119025
1758	149.7512469
1759	163.865172
1760	155.751288
1761	157.841664
1762	174.841164
1763	197.1769056
1764	278.945898
1765	186.66678
1766	156.3020051
1767	183.4297508
1768	304.7401937
1769	162.340686
1770	174.6883121
1771	154.751088
1772	201.106586
1773	210.672824
1774	209.9900347
1775	204.2675169
1776	170.8040063
1777	180.2242571
1778	230.3246056
1779	209.876
1780	220.7584552
1781	115.2756
1782	249.9711952
1783	230.898426
1784	341.550536
1785	261.412328
1786	231.822588
1787	292.943444
1788	247.17
1789	304.740672
1790	284.875094
1791	255.3529938
1792	316.7592465
1793	281.728392
1794	212.024414
1795	286.9296108
1796	154.5038115
1797	228.4310594
1798	264.7776753
1799	307.932741
1800	342.389268
1801	275.8036668
1802	293.6369866
1803	316.414296
1804	371.5368633
1805	269.065192
1806	227.31135
1807	243.8687869
1808	325.779778
1809	373.4819635
1810	339.5002853
1811	224.61768
1812	278.5588551
1813	250.289568
1814	289.1302746
1815	250.757254
1816	234.407672
1817	255.7859726
1818	259.5866224
1819	206.3448556
1820	298.983426
1821	216.7645853
1822	283.545668
1823	256.0224
1824	293.64588
1825	245.473232
1826	268.7497548
1827	258.5948941
1828	199.784772
1829	55.3669668
1830	212.4370002
1831	339.5998764
1832	276.84228
1833	258.9332452
1834	379.81536
1835	286.279968
1836	388.5317911
1837	302.33544
1838	409.4093943
1839	312.488288
1840	347.126208
1841	317.79576
1842	398.9613443
1843	407.5274402
1844	531.2947528
1845	353.843336
1846	349.1916816
1847	254.4985
1848	221.720266
1849	252.816062
1850	204.248856
1851	165.3324297
1852	139.4410052
1853	86.11004682
1854	428.711862
1855	455.47269
1856	515.6016602
1857	529.3395185
1858	597.150228
1859	360.083416
1860	354.70734
1861	356.791314
1862	350.047488
1863	436.6186849
1864	462.253429
1865	424.557487
1866	506.7622947
1867	484.1861304
1868	727.6578537
1869	482.0053896
1870	458.2494089
1871	515.1197846
1872	510.6318718
1873	446.454712
1874	381.35394
1875	366.044184
1876	468.1044719
1877	369.2233903
1878	334.9687733
1879	327.647211
1880	387.1827732
1881	383.677356
1882	474.1400672
1883	322.1440089
1884	484.5101508
1885	369.814212
1886	434.616
1887	451.4201439
1888	426.2608
1889	363.1675273
1890	539.4114284
1891	456.139944
1892	480.566225
1893	488.33162
1894	534.8162026
1895	449.570864
1896	498.9196329
1897	494.18754
1898	731.8091312
1899	512.0690072
1900	482.8900275
1901	476.974992
1902	448.2829839
1903	439.87552
1904	804.73956
1905	854.7683135
1906	583.0151814
1907	376.809776
1908	529.4325459
1909	411.5637745
1910	525.2291626
1911	431.233648
1912	354.16508
1913	372.2363134
1914	448.3766695
1915	550.9331395
1916	544.1677616
1917	533.7973653
1918	1285.898092
1919	480.5267508
1920	385.82208
1921	343.274916
1922	383.2429896
1923	422.908704
1924	674.9195824
1925	499.78728
1926	958.405697
1927	714.242555
1928	573.4267051
1929	406.36812
1930	321.699952
1931	418.0097684
1932	536.674671
1933	430.137876
1934	416.036194
1935	366.871806
1936	366.3436681
1937	355.8659413
1938	405.782552
1939	313.364784
1940	302.626362
1941	270.792632
1942	295.689714
1943	483.253152
1944	344.430784
1945	288.209306
1946	335.90053
1947	347.0758316
1948	244.8946254
1949	217.5997946
1950	301.9109937
1951	356.15965
1952	301.0811001
1953	505.329656
1954	429.803151
1955	234.498152
1956	260.064252
1957	302.9032699
1958	343.1589306
1959	479.594616
1960	270.666536
1961	307.9749046
1962	329.388478
1963	309.9400516
1964	261.62796
1965	217.305343
1966	333.4611814
1967	295.5051348
1968	340.427126
1969	489.100324
1970	379.3164048
1971	323.117385
1972	298.044016
1973	347.4725629
1974	230.750624
1975	280.13279
1976	372.2663136
1977	343.42337
1978	337.3803203
1979	679.1692011
1980	115.916869
1981	317.848309
1982	322.8682481
1983	300.7434327
1984	228.3276967
1985	326.2123394
1986	291.679596
1987	328.185816
1988	263.214006
1989	286.36848
1990	256.65834
1991	290.335044
1992	328.972046
1993	324.8840267
1994	308.4307222
1995	300.232874
1996	423.8176319
1997	342.201888
1998	357.5628
1999	336.353534
2000	281.9291676
2001	300.2001407
2002	356.749272
2003	304.28524
2004	269.886004
2005	339.064506
2006	334.12854
2007	273.264768
2008	242.6793393
2009	238.283038
2010	234.2957764
2011	262.57552
2012	259.812408
2013	203.082936
2014	181.685544
2015	224.629592
2016	228.74202
2017	245.5967784
2018	156.193392
2019	210.609224
2020	203.379228
2021	202.545816
2022	396.372924
2023	212.4456121
2024	241.6473058
2025	330.9503686
2026	315.3698652
2027	309.66303
2028	291.4451336
2029	333.320736
2030	353.3188696
2031	303.10488
2032	438.270252
2033	346.4614885
2034	323.4276829
2035	448.86432
2036	391.3558387
2037	511.3891488
2038	368.625952
2039	460.1574514
2040	448.4887252
2041	492.7568501
2042	444.1959379
2043	417.284352
2044	455.7993347
2045	438.7906139
2046	435.0981832
2047	496.1186232
2048	231.576456
2049	383.52384
2050	581.0711384
2051	817.3161117
2052	541.0862041
2053	397.243594
2054	555.1737853
2055	865.1208998
2056	539.2255473
2057	566.2587868
2058	437.604272
2059	518.2069934
2060	518.227996
2061	567.2442938
2062	434.2267118
2063	520.553131
2064	584.450272
2065	442.509424
2066	396.5158781
2067	344.6554539
2068	326.1594218
2069	247.180531
2070	338.9415631
2071	458.7763664
2072	374.0948626
2073	483.6791763
2074	363.576436
2075	341.013288
2076	307.0488143
2077	387.720288
2078	359.160966
2079	423.8426659
2080	326.149152
2081	98.10000488
2082	328.2588449
2083	384.423416
2084	146.219644
2085	575.8942241
2086	486.302976
2087	523.0205703
2088	486.4681193
2089	673.8608856
2090	386.23848
2091	491.8811906
2092	493.332696
2093	418.9290873
2094	416.4565082
2095	377.7803366
2096	59.727686
2097	435.9674727
2098	561.6780924
2099	577.866184
2100	715.9606358
2101	443.5476841
2102	269.4274443
2103	430.0867326
2104	369.5894944
2105	367.9131614
2106	526.7860719
2107	159.0000201
2108	119.7140002
2109	712.1807
2110	458.6155282
2111	493.1624478
2112	521.9579221
2113	574.443072
2114	515.26156
2115	468.7279196
2116	505.264944
2117	532.3668764
2118	483.17106
2119	439.73592
2120	387.0733981
2121	408.81377
2122	454.79216
2123	404.08596
2124	333.3798771
2125	391.6333562
2126	475.4398533
2127	340.22708
2128	321.145888
2129	305.35872
2130	315.252192
2131	400.5401511
2132	337.009536
2133	318.7244345
2134	309.5478995
2135	364.987392
2136	352.2448758
2137	379.5788265
2138	369.340216
2139	418.2316639
2140	435.2533485
2141	567.6270763
2142	455.4209192
2143	400.676364
2144	360.2665067
2145	460.234921
2146	476.9246072
2147	525.05344
2148	247.102156
2149	274.0090621
2150	336.795515
2151	350.3844399
2152	384.1154183
2153	614.168138
2154	512.011395
2155	645.1516615
2156	381.7796497
2157	616.2971756
2158	380.8132896
2159	562.2603606
2160	559.6030713
2161	892.7302431
2162	521.6238208
2163	368.4555
2164	563.3844254
2165	443.5155293
2166	452.5059633
2167	401.428336
2168	487.3035881
2169	546.5530784
2170	555.3671025
2171	605.62728
2172	444.418776
2173	318.234204
2174	508.1244
2175	448.7921571
2176	347.69202
2177	266.1642453
2178	339.970344
2179	1133.532589
2180	445.281732
2181	415.0371709
2182	280.145916
2183	356.6291306
2184	364.462116
2185	385.722648
2186	286.1825036
2187	376.40652
2188	350.5507655
2189	399.358207
2190	287.9683611
2191	380.3256758
2192	224.69473
2193	248.1435249
2194	254.857944
2195	235.1051901
2196	229.477026
2197	171.08217
2198	242.891316
2199	672.5062997
2200	419.043072
2201	284.803288
2202	336.7263308
2203	313.58752
2204	312.387744
2205	298.2787017
2206	180.451264
2207	256.00752
2208	312.9957727
2209	275.6415376
2210	274.20225
2211	190.0444277
2212	292.467584
2213	252.9445876
2214	249.769008
2215	155.072748
2216	190.78682
2217	301.1043015
2218	264.527956
2219	336.1547253
2220	485.0386938
2221	277.533172
2222	330.2553191
2223	392.4470587
2224	519.4221453
2225	285.003672
2226	307.9523166
2227	344.6837408
2228	299.1012898
2229	407.0696272
2230	650.2312469
2231	349.8181419
2232	104.5207038
2233	199.9751032
2234	324.9986618
2235	233.5675449
2236	382.6912974
2237	424.1574352
2238	407.66136
2239	270.7895893
2240	285.393906
2241	396.5015148
2242	397.8911737
2243	372.9556089
2244	248.3244652
2245	266.3840394
2246	357.9078556
2247	393.0980678
2248	317.1556614
2249	203.1716766
2250	192.9201178
2251	310.033152
2252	316.3376136
2253	254.0642887
2254	199.1460188
2255	172.3726052
2256	197.95732
2257	297.0293689
2258	221.9552291
2259	296.6009931
2260	159.035112
2261	174.004194
2262	257.18256
2263	277.221918
2264	268.1176258
2265	217.2596857
2266	316.094352
2267	268.469252
2268	211.470866
2269	310.137048
2270	137.47019
2271	227.3093954
2272	252.6532206
2273	369.9507295
2274	207.4825428
2275	447.9425402
2276	442.7769348
2277	396.6244807
2278	477.1974827
2279	394.9417618
2280	1256.527188
2281	632.0740157
2282	1139.498757
2283	815.813264
2284	1291.408099
2285	857.7028306
2286	553.0008241
2287	470.0703139
2288	527.137133
2289	538.827862
2290	319.52808
2291	339.7590991
2292	647.5798729
2293	446.2517119
2294	408.655688
2295	244.74021
2296	295.9980394
2297	434.168168
2298	543.0280404
2299	372.7387261
2300	242.2800756
2301	290.1447373
2302	492.7750043
2303	314.853591
2304	324.52783
2305	373.3617082
2306	330.32614
2307	318.1625668
2308	475.343316
2309	320.0729468
2310	343.4882841
2311	328.7352282
2312	356.2755416
2313	438.9050053
2314	284.9850461
2315	263.6689163
2316	422.5974
2317	335.4377764
2318	391.6515833
2319	233.6356663
2320	292.016284
2321	356.0341777
2322	374.1436974
2323	322.9426279
2324	286.0297517
2325	281.1368
2326	263.7919747
2327	191.3056921
2328	73.390361
2329	217.3283157
2330	316.08808
2331	322.2260138
2332	335.0792412
2333	260.040344
2334	252.6931963
2335	312.5504174
2336	563.3425258
2337	330.6857821
2338	276.7259258
2339	311.6825332
2340	368.4604
2341	348.1744413
2342	357.6964826
2343	297.03564
2344	313.184192
2345	257.36832
2346	394.9685425
2347	340.5047177
2348	359.85642
2349	56.06672044
2350	149.6603041
2351	132.8558479
2352	140.921814
2353	165.8377
2354	276.5433751
2355	314.5006908
2356	317.3214766
2357	271.8516636
2358	260.69748
2359	381.48396
2360	283.493774
2361	273.4652422
2362	266.143296
2363	323.9937015
2364	388.8893916
2365	311.5161648
2366	267.8199646
2367	332.1627
2368	392.20988
2369	397.082016
2370	339.0593651
2371	252.527304
2372	681.20328
2373	764.398404
2374	407.9806932
2375	310.860264
2376	420.368616
2377	513.5908322
2378	405.0392544
2379	342.45208
2380	400.4027433
2381	306.9279451
2382	193.7390633
2383	263.9232609
2384	237.117644
2385	301.511336
2386	261.016471
2387	454.5053329
2388	393.576392
2389	431.4555996
2390	367.9673228
2391	333.91146
2392	404.0068494
2393	318.1872954
2394	452.3597601
2395	547.626118
2396	449.3899487
2397	375.0753472
2398	391.2919545
2399	350.93848
2400	252.7260794
2401	287.463672
2402	299.24754
2403	235.196216
2404	316.0943078
2405	255.149822
2406	241.1482623
2407	233.9424663
2408	335.911536
2409	265.3077802
2410	256.1916507
2411	295.31586
2412	224.0537799
2413	224.803364
2414	218.5136303
2415	223.9024821
2416	318.4270706
2417	235.4874457
2418	259.642489
2419	274.745044
2420	254.9989008
2421	379.7117834
2422	465.9832
2423	292.7547067
2424	250.01726
2425	355.0957535
2426	333.2648683
2427	441.0248746
2428	221.962338
2429	287.1064765
2430	332.1569623
2431	309.848848
2432	363.5083593
2433	346.8618382
2434	322.1146548
2435	469.9162625
2436	497.5253841
2437	289.19528
2438	307.6120523
2439	338.6771747
2440	319.1537805
2441	534.4116
2442	251.872836
2443	262.7282682
2444	278.6598444
2445	321.4451177
2446	326.6459853
2447	258.1182191
2448	243.576072
2449	191.08089
2450	305.967948
2451	223.1352373
2452	268.0088358
2453	178.27529
2454	226.0958777
2455	211.9137895
2456	290.9259775
2457	266.0232643
2458	437.7473756
2459	377.4734915
2460	291.3394018
2461	428.4973486
2462	337.8063969
2463	287.445819
2464	371.309624
2465	541.4993467
2466	305.316772
2467	479.1056802
2468	339.1746656
2469	223.75398
2470	328.5603431
2471	330.7624894
2472	404.31886
2473	576.3096178
2474	557.3594652
2475	126.2642295
2476	668.0291084
2477	643.4621305
2478	458.2840053
2479	488.1447271
2480	469.6915737
2481	241.069192
2482	293.944392
2483	393.1638737
2484	755.4124997
2485	790.6448144
2486	559.1340677
2487	1285.855056
2488	647.8761688
2489	934.89899
2490	578.3962667
2491	1103.866718
2492	1134.663275
2493	1018.295863
2494	2091.495434
2495	1205.197087
2496	557.1681711
2497	855.7618668
2498	589.4801077
2499	676.596204
2500	548.013363
2501	594.5679236
2502	541.0770471
2503	639.4801215
2504	520.5222
2505	644.5348595
2506	370.9370448
2507	233.2021278
2508	461.9292806
2509	741.6689591
2510	441.5812984
2511	322.4363908
2512	411.4777063
2513	262.4327536
2514	358.5850395
2515	369.0074628
2516	262.6353728
2517	262.1568118
2518	382.2014696
2519	253.8457598
2520	324.4355722
2521	222.1252206
2522	498.1277359
2523	381.5123961
2524	345.6166241
2525	272.8377226
2526	334.6801931
2527	252.952344
2528	188.546286
2529	286.126992
2530	303.6927553
2531	221.079078
2532	490.6842997
2533	405.3750527
2534	405.04872
2535	380.862432
2536	340.7311889
2537	478.6740816
2538	492.1965545
2539	471.7185
2540	500.7702684
2541	529.0445428
2542	722.831679
2543	500.8535694
2544	511.0071552
2545	713.699422
2546	499.6874299
2547	748.3114987
2548	536.5549438
2549	850.2637659
2550	702.4000861
2551	268.4831112
2552	824.1606
2553	433.9095825
2554	636.8099009
2555	380.5938726
2556	561.8122448
2557	372.303744
2558	461.8803513
2559	601.0494551
2560	354.106872
2561	441.9757215
2562	451.5368366
2563	324.7537663
2564	402.1184922
2565	431.450488
2566	456.2764069
2567	315.9386045
2568	454.847072
2569	364.2312621
2570	338.4086675
2571	251.1929556
2572	373.3593607
2573	418.2689697
2574	297.9622566
2575	281.7001136
2576	291.3425755
2577	281.9640555
2578	413.3125113
2579	703.397847
2580	344.767724
2581	315.4296
2582	324.896928
2583	399.8508455
2584	95.46372085
2585	513.825
2586	345.53206
2587	370.3884715
2588	280.8949504
2589	295.4438626
2590	271.7546
2591	263.8430489
2592	278.9566639
2593	246.6664437
2594	250.829184
2595	289.263568
2596	221.7814173
2597	268.8052059
2598	315.7634633
2599	338.8256608
2600	172.397737
2601	52.94855615
2602	141.1553313
2603	149.966016
2604	201.764772
2605	200.3057641
2606	357.254688
2607	187.93896
2608	355.8878229
2609	281.489084
2610	293.109072
2611	339.22483
2612	285.2562283
2613	244.3106166
2614	203.9442805
2615	273.8461559
2616	311.539133
2617	233.909215
2618	306.29488
2619	347.371648
2620	387.4296676
2621	434.471572
2622	342.1031826
2623	289.5000373
2624	409.0924516
2625	380.0216941
2626	373.6538477
2627	196.89232
2628	273.887888
2629	308.353032
2630	251.5379054
2631	266.034048
2632	229.1289218
2633	277.3454136
2634	217.5244795
2635	320.3037441
2636	325.3053748
2637	257.064416
2638	177.914996
2639	230.6165268
2640	296.3904496
2641	232.662976
2642	342.1560496
2643	243.694864
2644	226.8073473
2645	221.2111588
2646	228.010623
2647	213.7476709
2648	215.8574242
2649	220.99392
2650	334.4477072
2651	243.0056624
2652	265.52364
2653	300.753
2654	529.8873713
2655	308.9196714
2656	680.1679872
2657	304.7063003
2658	277.043414
2659	305.9670578
2660	492.9668944
2661	450.0156977
2662	267.0533648
2663	207.839548
2664	230.096121
2665	189.0316299
2666	357.2151376
2667	271.34604
2668	431.2968246
2669	242.2834107
2670	213.027156
2671	415.57104
2672	197.8987157
2673	296.7100877
2674	210.0546577
2675	232.874984
2676	225.7363028
2677	279.9641337
2678	384.008688
2679	308.6662422
2680	170.6353159
2681	442.528248
2682	315.217504
2683	271.4585457
2684	259.4925204
2685	286.8578056
2686	250.106864
2687	277.6840551
2688	266.2796561
2689	347.3238852
2690	246.5073775
2691	282.57648
2692	238.89981
2693	214.38984
2694	205.134404
2695	303.170544
2696	207.3545773
2697	236.8761532
2698	230.4388429
2699	228.8811699
2700	303.7545529
2701	299.7052236
2702	274.008076
2703	224.488525
2704	185.5424801
2705	442.22712
2706	254.8029705
2707	401.2709588
2708	313.407504
2709	343.8049934
2710	216.8194116
2711	314.3353592
2712	340.8718294
2713	440.634048
2714	260.9425628
2715	210.5047594
2716	291.764
2717	281.5149118
2718	243.63856
2719	293.311994
2720	254.0940785
2721	264.9944163
2722	324.1363772
2723	266.8407
2724	295.6841622
2725	220.9757161
2726	307.759872
2727	228.9071154
2728	250.5806826
2729	262.538752
2730	327.7272736
2731	218.3234054
2732	116.7108828
2733	308.6570249
2734	249.7761159
2735	311.15758
2736	258.5494744
2737	203.2242714
2738	275.2765049
2739	312.5582388
2740	299.8248
2741	318.0750423
2742	242.93734
2743	244.2554625
2744	306.9872242
2745	252.3992999
2746	344.5546041
2747	327.3504075
2748	230.9239771
2749	289.3164799
2750	196.5084465
2751	344.46576
2752	231.1872394
2753	261.3399723
2754	250.6592421
2755	279.189762
2756	232.7077446
2757	144.1157495
2758	154.975742
2759	187.6787303
2760	165.315488
2761	193.80444
2762	68.13613419
2763	177.743588
2764	228.0602212
2765	157.960968
2766	241.5427915
2767	278.4161122
2768	135.0177106
2769	199.0942224
2770	113.330406
2771	197.15184
2772	116.937227
2773	303.4964884
2774	279.875468
2775	245.7963394
2776	234.856908
2777	190.1135713
2778	222.364116
2779	272.8014975
2780	221.9063543
2781	208.7302314
2782	166.9269824
2783	225.999392
2784	175.533012
2785	267.056184
2786	207.8204012
2787	222.562352
2788	187.3536764
2789	329.65416
2790	278.4141
2791	220.7277452
2792	234.8466845
2793	308.4297538
2794	309.5478753
2795	179.3901645
2796	328.7527583
2797	135.09786
2798	204.6176451
2799	161.5999959
2800	285.3184568
2801	133.8695571
2802	144.8896205
2803	173.6397924
2804	258.6934824
2805	225.9813749
2806	207.3968
2807	177.7896217
2808	190.18608
2809	313.511576
2810	230.2972696
2811	238.9228714
2812	196.4143332
2813	288.417276
2814	260.8916853
2815	266.8959638
2816	201.0624417
2817	198.0611312
2818	192.056448
2819	191.8783752
2820	218.6229478
2821	252.6636944
2822	197.222524
2823	148.3001209
2824	246.3551882
2825	214.6139499
2826	284.8623593
2827	236.0772595
2828	258.4139891
2829	195.7869154
2830	237.7181117
2831	173.0457213
2832	206.793444
2833	190.4656924
2834	163.5133872
2835	48.2152912
2836	227.8375106
2837	191.075248
2838	216.4568332
2839	238.6462462
2840	171.0357533
2841	210.2724335
2842	236.2092952
2843	218.85264
2844	231.7432961
2845	177.4840456
2846	283.766072
2847	289.39539
2848	211.3387983
2849	254.4271012
2850	258.223908
2851	194.051046
2852	178.403376
2853	53.1477754
2854	30.86058829
2855	146.199104
2856	120.084234
2857	114.6176286
2858	216.28266
2859	258.9352845
2860	193.8366458
2861	265.19719
2862	320.24376
2863	314.8192779
2864	231.3324458
2865	316.0839603
2866	222.5856066
2867	312.7444618
2868	280.8491032
2869	388.9557427
2870	373.648184
2871	291.9430635
2872	314.784756
2873	317.9440577
2874	283.5569934
2875	535.67202
2876	464.4079237
2877	270.5434606
2878	350.048888
2879	232.360672
2880	282.885792
2881	260.7605593
2882	297.160136
2883	262.1468914
2884	218.79782
2885	370.192498
2886	202.9373414
2887	235.015852
2888	185.9998307
2889	194.558976
2890	263.347428
2891	242.151336
2892	280.15218
2893	311.915252
2894	205.9147358
2895	220.3999191
2896	262.669008
2897	226.6609448
2898	257.59152
2899	192.6617604
2900	155.3642841
2901	257.6742898
2902	215.7568
2903	263.2196588
2904	434.798468
2905	479.0329611
2906	256.3032091
2907	298.6719719
2908	251.9975494
2909	256.7293235
2910	229.012392
2911	279.3835923
2912	291.5347084
2913	227.902088
2914	251.1244965
2915	289.3214967
2916	211.8342741
2917	248.8016157
2918	196.209224
2919	220.8078405
2920	233.8708998
2921	282.519572
2922	224.6227879
2923	180.4570429
2924	230.154876
2925	247.5307512
2926	132.299024
2927	325.855872
2928	300.3157018
2929	316.6264145
2930	233.331684
2931	179.0199132
2932	351.8123625
2933	344.4045087
2934	499.1275167
2935	252.6661722
2936	185.2139968
2937	243.4872
2938	330.166908
2939	454.5255156
2940	288.0668396
2941	260.995612
2942	283.9365375
2943	195.8911415
2944	279.0544711
2945	357.161064
2946	449.711328
2947	251.3437955
2948	454.566352
2949	247.3658356
2950	246.1262219
2951	261.2935652
2952	179.2724915
2953	317.2926671
2954	177.7384794
2955	185.8826245
2956	237.7544812
2957	376.9343942
2958	193.8933551
2959	233.8146802
2960	132.6562452
2961	185.8238
2962	174.6496965
2963	180.004344
2964	146.1154488
2965	202.9765107
2966	165.4874134
2967	180.692736
2968	132.3780433
2969	141.5515803
2970	194.0114896
2971	131.935728
2972	141.9108515
2973	215.5461932
2974	152.0861523
2975	202.9354677
2976	253.2404588
2977	183.9175608
2978	335.0057851
2979	254.01458
2980	198.8250093
2981	206.597275
2982	325.583969
2983	154.8186409
2984	185.8603344
2985	191.4246972
2986	228.0150192
2987	150.4702961
2988	171.6149521
2989	130.9232575
2990	269.94368
2991	224.6313071
2992	281.4742302
2993	243.2179789
2994	225.053218
2995	423.3011881
2996	349.253432
2997	234.8382556
2998	254.3272075
2999	307.98496
3000	317.0305775
3001	249.9265288
3002	192.6139435
3003	204.84904
3004	219.3741412
3005	215.156088
3006	297.0872536
3007	298.0095175
3008	139.8225
3009	203.356656
3010	249.612592
3011	224.1134551
3012	177.1345788
3013	217.2848795
3014	173.8914568
3015	238.788669
3016	174.3162969
3017	184.9165939
3018	115.2907616
3019	131.5479211
3020	217.4095803
3021	103.107228
3022	77.421732
3023	98.17056773
3024	161.5561171
3025	157.7354266
3026	205.763232
3027	108.562248
3028	161.915952
3029	152.9210139
3030	93.02898983
3031	192.320388
3032	168.7920363
3033	137.1443664
3034	162.36312
3035	135.1940469
3036	188.7221075
3037	168.059208
3038	174.7012416
3039	232.8167334
3040	173.8691753
3041	147.4718305
3042	157.356294
3043	253.2454896
3044	221.5599919
3045	293.89124
3046	246.301084
3047	245.47068
3048	185.441616
3049	219.503503
3050	261.6211558
3051	211.331592
3052	118.041066
3053	179.5996006
3054	343.3028002
3055	314.6717768
3056	290.7714307
3057	254.6784791
3058	364.8923817
3059	320.4515639
3060	334.4494172
3061	276.549328
3062	230.5711047
3063	329.8496465
3064	425.3023118
3065	284.0720428
3066	220.122336
3067	238.9082905
3068	339.3650531
3069	336.6557311
3070	492.8274238
3071	307.184616
3072	188.9544135
3073	202.836348
3074	210.1055855
3075	208.0027504
3076	223.169436
3077	216.4980962
3078	170.8911
3079	311.3748842
3080	203.6612315
3081	257.0794292
3082	215.1860819
3083	200.1048345
3084	131.16936
3085	48.0259244
3086	275.4380786
3087	233.3667748
3088	349.117504
3089	328.0192631
3090	242.431163
3091	168.636344
3092	290.9654971
3093	236.573772
3094	308.9042171
3095	211.6608523
3096	226.7745459
3097	222.532596
3098	250.6222915
3099	294.4148733
3100	474.588763
3101	209.052004
3102	212.2581174
3103	210.77574
3104	109.9323743
3105	126.1757
3106	114.472302
3107	93.83110175
3108	81.619128
3109	70.71870012
3110	298.9060974
3111	371.8040142
3112	304.5335514
3113	239.8997039
3114	224.6555839
3115	226.332144
3116	190.432408
3117	261.1050097
3118	283.483316
3119	175.5516756
3120	333.459744
3121	223.6060448
3122	283.19004
3123	279.9373605
3124	260.9720948
3125	266.19912
3126	225.9177944
3127	249.197424
3128	310.3494419
3129	244.0413533
3130	244.4757977
3131	214.3175846
3132	200.1056399
3133	324.7040016
3134	167.3444087
3135	192.7690582
3136	241.0713216
3137	253.9568202
3138	289.8691479
3139	169.2329064
3140	215.6389578
3141	213.9336524
3142	226.9842472
3143	267.876728
3144	365.6870825
3145	227.8354475
3146	253.8590545
3147	263.9166128
3148	301.0301875
3149	136.8156086
3150	251.7506751
3151	258.921648
3152	265.8522992
3153	210.014353
3154	202.8146708
3155	307.8152809
3156	240.747357
3157	245.1065746
3158	215.4132622
3159	254.106549
3160	322.1406065
3161	232.1640445
3162	443.6720074
3163	290.1460968
3164	432.6839994
3165	391.3373507
3166	240.0766457
3167	271.1181222
3168	475.1085079
3169	355.6488876
3170	305.475173
3171	545.5122625
3172	392.660573
3173	294.74454
3174	221.0083119
3175	295.9075328
3176	231.4066624
3177	209.3030316
3178	438.3145672
3179	434.9958296
3180	491.8030032
3181	677.6009079
3182	484.0651159
3183	426.6758574
3184	562.2439084
3185	553.5695717
3186	432.0694107
3187	282.9326311
3188	372.4681905
3189	434.5209792
3190	419.7596253
3191	496.2846022
3192	318.3904217
3193	342.3458247
3194	397.291202
3195	340.1660485
3196	262.39664
3197	236.9743263
3198	301.6086377
3199	334.7902736
3200	402.0708847
3201	451.0465296
3202	289.8001452
3203	342.5188232
3204	441.8870486
3205	256.2921106
3206	219.6988222
3207	254.7981325
3208	195.7692525
3209	208.556364
3210	217.2177189
3211	125.1437451
3212	252.4492532
3213	330.6509612
3214	202.7998545
3215	235.7137216
3216	169.4251112
3217	275.7985865
3218	233.3752661
3219	266.5039414
3220	283.9590279
3221	288.7094058
3222	242.9882858
3223	288.9122812
3224	231.3824829
3225	359.6129282
3226	201.3715541
3227	214.519673
3228	242.4193264
3229	438.259728
3230	451.1545999
3231	257.5765577
3232	262.8838488
3233	247.5930432
3234	431.8126128
3235	224.5214279
3236	191.9044948
3237	322.1110312
3238	381.8972765
3239	393.1825452
3240	267.1596146
3241	267.6993034
3242	209.5612463
3243	280.8781432
3244	237.910204
3245	234.7836353
3246	297.3940832
3247	395.5629175
3248	356.428724
3249	264.4653861
3250	248.3105452
3251	255.9306934
3252	309.0124878
3253	284.6188792
3254	261.872168
3255	230.987692
3256	263.5216176
3257	270.2973013
3258	279.4907009
3259	252.8087632
3260	249.3321524
3261	238.6890408
3262	419.3880992
3263	334.2007338
3264	238.4302525
3265	242.6214912
3266	292.9039664
3267	285.2121941
3268	135.0160527
3269	238.0116475
3270	260.6125919
3271	215.9712533
3272	341.249592
3273	180.5048297
3274	192.6208451
3275	298.9851855
3276	283.024292
3277	300.1832048
3278	391.0728636
3279	221.8480416
3280	336.7053215
3281	274.7352947
3282	274.9068697
3283	306.9737936
3284	243.496608
3285	291.4471146
3286	277.7476433
3287	290.6917365
3288	493.6768045
3289	331.1250735
3290	436.6683749
3291	450.3600338
3292	451.3131098
3293	327.1859119
3294	330.5318642
3295	311.222992
3296	358.1233852
3297	423.0812628
3298	91.1791944
3299	316.3644239
3300	488.2329051
3301	453.1740161
3302	628.6813843
3303	352.9505408
3304	426.2416621
3305	381.6866208
3306	304.0856212
3307	496.1396899
3308	354.8052898
3309	424.3097931
3310	394.0996394
3311	731.6725314
3312	662.0072271
3313	475.4544141
3314	422.8987426
3315	404.0810106
3316	471.5376486
3317	284.3543708
3318	524.3483639
3319	427.4580936
