i	RTT-Clipped(i)
1578	55.4581839
1579	-33.4581839
1580	110.4589054
1581	-88.45890537
1582	100.5258817
1583	-78.52588167
1584	44.29077264
1585	-22.29077264
1586	17.52700066
1587	4.47299934
1588	96.419502
1589	-74.419502
1590	66.01954596
1591	-68.01954596
1592	84.66243497
1593	-102.662435
1594	72.78897023
1595	-90.78897023
1596	78.1019021
1597	-96.1019021
1598	15.12977475
1599	-33.12977475
1600	0.879851807
1601	-18.87985181
1602	33.34855176
1603	-51.34855176
1604	-2.628792419
1605	-15.37120758
1606	50.53876879
1607	-68.53876879
1608	67.86261642
1609	-85.86261642
1610	10.42467063
1611	-28.42467063
1612	33.92187097
1613	-51.92187097
1614	20.14497375
1615	-38.14497375
1616	72.03696625
1617	-90.03696625
1618	4.493812901
1619	-22.4938129
1620	77.83499718
1621	-95.83499718
1622	81.96634889
1623	-99.96634889
1624	55.39176779
1625	-73.39176779
1626	5.810361197
1627	-23.8103612
1628	31.80762438
1629	-49.80762438
1630	4.576684319
1631	-22.57668432
1632	61.38608481
1633	-79.38608481
1634	61.15594713
1635	-79.15594713
1636	21.35430994
1637	-39.35430994
1638	88.53785783
1639	-106.5378578
1640	68.31841643
1641	-86.31841643
1642	80.68295157
1643	-98.68295157
1644	24.35553111
1645	-42.35553111
1646	49.16927712
1647	-67.16927712
1648	67.60933506
1649	-85.60933506
1650	0.831087511
1651	-18.83108751
1652	83.11966415
1653	-101.1196641
1654	71.24302475
1655	-89.24302475
1656	75.52988499
1657	-93.52988499
1658	56.68345105
1659	-74.68345105
1660	33.48531028
1661	-51.48531028
1662	90.23776664
1663	-108.2377666
1664	66.70193839
1665	-84.70193839
1666	63.49898229
1667	-81.49898229
1668	41.83128714
1669	-59.83128714
1670	85.09375162
1671	-103.0937516
1672	18.69547932
1673	-36.69547932
1674	67.65140931
1675	-85.65140931
1676	28.77540364
1677	-46.77540364
1678	-5.696520596
1679	-12.3034794
1680	24.69807111
1681	-42.69807111
1682	82.66113895
1683	-100.6611389
1684	18.10314986
1685	-36.10314986
1686	12.64655302
1687	-30.64655302
1688	40.95443473
1689	-58.95443473
1690	18.37214169
1691	-36.37214169
1692	87.38198511
1693	-105.3819851
1694	14.61658452
1695	-32.61658452
1696	33.86409284
1697	-51.86409284
1698	23.69138095
1699	-41.69138095
1700	-5.927365736
1701	-12.07263426
1702	90.64479517
1703	-108.6447952
1704	33.40713381
1705	-51.40713381
1706	2.467886444
1707	-20.46788644
1708	65.43840438
1709	-83.43840438
1710	7.644432979
1711	-25.64443298
1712	38.52616888
1713	-56.52616888
1714	82.70142147
1715	-100.7014215
1716	47.85362978
1717	-65.85362978
1718	34.71370752
1719	-52.71370752
1720	22.45448067
1721	-40.45448067
1722	13.19041347
1723	-31.19041347
1724	25.12985842
1725	-43.12985842
1726	79.98893683
1727	-97.98893683
1728	21.3058971
1729	-39.3058971
1730	-7.14540708
1731	-10.85459292
1732	68.03947485
1733	-86.03947485
1734	5.489546135
1735	-23.48954613
1736	78.22793846
1737	-96.22793846
1738	61.46217962
1739	-79.46217962
1740	26.49092854
1741	-44.49092854
1742	44.60236524
1743	-62.60236524
1744	43.74478063
1745	-61.74478063
1746	12.88983191
1747	-30.88983191
1748	70.93259752
1749	-88.93259752
1750	52.21378456
1751	-70.21378456
1752	81.41398704
1753	-99.41398704
1754	50.6005851
1755	-68.6005851
1756	27.59725165
1757	-45.59725165
1758	70.63675475
1759	-88.63675475
1760	2.573737354
1761	-20.57373735
1762	6.664616204
1763	-7.664616204
1764	23.05973983
1765	-7.05973983
1766	39.28949081
1767	-13.28949081
1768	34.34387613
1769	-8.343876133
1770	38.26333716
1771	-12.26333716
1772	58.80824684
1773	-32.80824684
1774	43.54103576
1775	-17.54103576
1776	97.10918334
1777	-71.10918334
1778	34.78084863
1779	-8.780848628
1780	51.35613487
1781	-25.35613487
1782	46.5869397
1783	-20.5869397
1784	105.107962
1785	-79.10796198
1786	43.19697631
1787	-17.19697631
1788	104.2468461
1789	-78.24684608
1790	17.09574955
1791	8.904250446
1792	73.51550436
1793	-47.51550436
1794	100.6751802
1795	-74.67518016
1796	58.00473272
1797	-32.00473272
1798	37.13612052
1799	-11.13612052
1800	44.60272615
1801	-18.60272615
1802	107.4535684
1803	-81.45356844
1804	56.31633679
1805	-30.31633679
1806	88.86129501
1807	-62.86129501
1808	51.6182589
1809	-25.6182589
1810	81.33556326
1811	-55.33556326
1812	98.3351573
1813	-72.3351573
1814	108.1158068
1815	-82.11580678
1816	59.379832
1817	-33.379832
1818	59.16150502
1819	-33.16150502
1820	21.47664214
1821	4.523357859
1822	73.1545043
1823	-47.1545043
1824	17.09158519
1825	8.908414809
1826	107.8241196
1827	-81.82411962
1828	28.63733801
1829	-2.63733801
1830	85.97539096
1831	-59.97539096
1832	89.00900305
1833	-63.00900305
1834	36.17723762
1835	-10.17723762
1836	72.59696105
1837	-46.59696105
1838	69.75848092
1839	-43.75848092
1840	23.18106234
1841	2.818937658
1842	112.6750355
1843	-86.67503554
1844	48.50225823
1845	-22.50225823
1846	21.98501791
1847	4.014982094
1848	52.39002649
1849	-26.39002649
1850	100.5711899
1851	-74.57118991
1852	81.14489743
1853	-55.14489743
1854	82.4048519
1855	-56.4048519
1856	38.21286972
1857	-12.21286972
1858	20.44205685
1859	5.557943149
1860	79.10281398
1861	-53.10281398
1862	35.52538748
1863	-9.525387483
1864	29.62915673
1865	-3.629156727
1866	13.56026627
1867	12.43973373
1868	110.3152483
1869	-84.31524825
1870	75.2752863
1871	-49.2752863
1872	99.28310582
1873	-73.28310582
1874	48.43853435
1875	-22.43853435
1876	32.40449857
1877	-6.404498565
1878	94.81156561
1879	-68.81156561
1880	66.91897752
1881	-40.91897752
1882	21.93277363
1883	4.067226372
1884	96.90863692
1885	-70.90863692
1886	45.52702916
1887	-19.52702916
1888	57.56397805
1889	-31.56397805
1890	80.21144756
1891	-54.21144756
1892	91.07053034
1893	-65.07053034
1894	110.5645605
1895	-84.56456047
1896	51.96956579
1897	-25.96956579
1898	19.62308944
1899	6.376910559
1900	48.30905162
1901	-22.30905162
1902	29.90680065
1903	-3.90680065
1904	26.31110699
1905	-0.311106988
1906	62.08346329
1907	-36.08346329
1908	22.00834384
1909	3.991656158
1910	73.23172459
1911	-47.23172459
1912	77.9533495
1913	-51.9533495
1914	72.48206282
1915	-46.48206282
1916	47.3734485
1917	-21.3734485
1918	56.16272689
1919	-30.16272689
1920	98.41172052
1921	-72.41172052
1922	21.82658068
1923	4.17341932
1924	43.87940607
1925	-17.87940607
1926	90.29384553
1927	-64.29384553
1928	82.119164
1929	-56.119164
1930	112.5212547
1931	-86.52125475
1932	80.73019505
1933	-54.73019505
1934	20.78835421
1935	5.211645792
1936	66.91766281
1937	-40.91766281
1938	39.59157031
1939	-13.59157031
1940	62.10698439
1941	-78.10698439
1942	11.83514039
1943	-13.83514039
1944	83.71442401
1945	-85.71442401
1946	92.54271022
1947	-94.54271022
1948	74.85633847
1949	-76.85633847
1950	29.92154347
1951	-31.92154347
1952	55.43027273
1953	-57.43027273
1954	94.29062864
1955	-96.29062864
1956	93.69925007
1957	-95.69925007
1958	95.46599647
1959	-97.46599647
1960	-0.381679864
1961	-1.618320136
1962	57.82607142
1963	-59.82607142
1964	45.30761689
1965	-47.30761689
1966	61.96802238
1967	-63.96802238
1968	51.01456699
1969	-53.01456699
1970	70.57435848
1971	-72.57435848
1972	36.98446836
1973	-38.98446836
1974	34.57575032
1975	-36.57575032
1976	50.86810341
1977	-52.86810341
1978	62.91408951
1979	-64.91408951
1980	27.33703555
1981	-29.33703555
1982	19.44285832
1983	-21.44285832
1984	42.55061572
1985	-44.55061572
1986	43.11939635
1987	-45.11939635
1988	47.05054359
1989	-49.05054359
1990	71.94622953
1991	-73.94622953
1992	72.61339275
1993	-74.61339275
1994	5.096682165
1995	-7.096682165
1996	46.54103781
1997	-48.54103781
1998	67.27666271
1999	-69.27666271
2000	89.76782276
2001	-91.76782276
2002	20.16719961
2003	-22.16719961
2004	0.175149342
2005	-2.175149342
2006	24.33460745
2007	-26.33460745
2008	63.27937585
2009	-65.27937585
2010	94.81141202
2011	-96.81141202
2012	40.51948904
2013	-42.51948904
2014	61.1701337
2015	-63.1701337
2016	40.18185583
2017	-42.18185583
2018	31.79996997
2019	-33.79996997
2020	79.07172642
2021	-81.07172642
2022	2.040740684
2023	-4.040740684
2024	87.07189909
2025	-89.07189909
2026	61.67354782
2027	-63.67354782
2028	53.05944014
2029	-55.05944014
2030	39.03787965
2031	-41.03787965
2032	81.24297737
2033	-83.24297737
2034	46.19126767
2035	-48.19126767
2036	56.02793016
2037	-58.02793016
2038	60.07053407
2039	-62.07053407
2040	1.227466741
2041	-3.227466741
2042	69.00717497
2043	-71.00717497
2044	91.9499651
2045	-93.9499651
2046	41.70517683
2047	-43.70517683
2048	48.41488023
2049	-50.41488023
2050	67.57867572
2051	-69.57867572
2052	96.5677331
2053	-98.5677331
2054	65.11085495
2055	-67.11085495
2056	50.24323855
2057	-52.24323855
2058	53.63023495
2059	-55.63023495
2060	19.76834912
2061	-21.76834912
2062	53.70502152
2063	-55.70502152
2064	34.86682478
2065	-36.86682478
2066	37.86388044
2067	-39.86388044
2068	16.23710609
2069	-18.23710609
2070	7.321647077
2071	-9.321647077
2072	64.48529305
2073	-66.48529305
2074	87.74698618
2075	-89.74698618
2076	52.41091583
2077	-54.41091583
2078	7.196088716
2079	-9.196088716
2080	2.137373664
2081	-4.137373664
2082	95.10282983
2083	-97.10282983
2084	6.568495848
2085	-8.568495848
2086	91.1830812
2087	-93.1830812
2088	14.57897137
2089	-16.57897137
2090	0.47958915
2091	-2.47958915
2092	6.14648903
2093	-8.14648903
2094	60.67483657
2095	-62.67483657
2096	47.30981649
2097	-49.30981649
2098	69.98074807
2099	-71.98074807
2100	1.594478146
2101	-3.594478146
2102	84.15471285
2103	-86.15471285
2104	40.95142269
2105	-42.95142269
2106	31.7367721
2107	-33.7367721
2108	82.49544326
2109	-84.49544326
2110	27.3262897
2111	-29.3262897
2112	64.90564919
2113	-66.90564919
2114	77.91073306
2115	-79.91073306
2116	18.15031452
2117	-16.15031452
2118	88.83202301
2119	-82.83202301
2120	73.90167411
2121	-67.90167411
2122	35.19972645
2123	-29.19972645
2124	64.12834423
2125	-58.12834423
2126	82.69075793
2127	-76.69075793
2128	3.7653536
2129	2.2346464
2130	23.09749968
2131	-17.09749968
2132	75.30129731
2133	-69.30129731
2134	84.18599512
2135	-78.18599512
2136	16.84817097
2137	-10.84817097
2138	33.38579014
2139	-27.38579014
2140	36.78735584
2141	-30.78735584
2142	43.57443572
2143	-37.57443572
2144	83.15917696
2145	-77.15917696
2146	61.68901048
2147	-55.68901048
2148	89.49147768
2149	-83.49147768
2150	43.71387214
2151	-37.71387214
2152	20.6929869
2153	-14.6929869
2154	98.00047332
2155	-92.00047332
2156	62.36818707
2157	-56.36818707
2158	60.50574013
2159	-54.50574013
2160	47.78974619
2161	-41.78974619
2162	57.70063656
2163	-51.70063656
2164	28.48357147
2165	-22.48357147
2166	33.76317805
2167	-27.76317805
2168	27.47972313
2169	-21.47972313
2170	5.168918532
2171	0.831081468
2172	57.93268715
2173	-51.93268715
2174	58.10687324
2175	-52.10687324
2176	31.49347851
2177	-25.49347851
2178	43.64182924
2179	-37.64182924
2180	6.922542124
2181	-0.922542124
2182	10.68675321
2183	-4.686753211
2184	71.68324442
2185	-65.68324442
2186	67.6856992
2187	-61.6856992
2188	55.2302988
2189	-49.2302988
2190	85.87177247
2191	-79.87177247
2192	102.3948854
2193	-96.39488542
2194	14.93648159
2195	-8.936481594
2196	82.95180348
2197	-76.95180348
2198	64.87534744
2199	-58.87534744
2200	89.77527959
2201	-83.77527959
2202	88.81743857
2203	-82.81743857
2204	50.38042157
2205	-44.38042157
2206	8.235043549
2207	-2.235043549
2208	24.51449233
2209	-18.51449233
2210	90.78447105
2211	-84.78447105
2212	59.32375138
2213	-53.32375138
2214	21.67211448
2215	-15.67211448
2216	83.71948521
2217	-77.71948521
2218	56.36427232
2219	-50.36427232
2220	32.02175781
2221	-26.02175781
2222	23.41636122
2223	-17.41636122
2224	34.34728065
2225	-28.34728065
2226	92.00202176
2227	-86.00202176
2228	66.84426985
2229	-60.84426985
2230	52.18616225
2231	-46.18616225
2232	86.43833241
2233	-80.43833241
2234	50.19525102
2235	-44.19525102
2236	12.19526699
2237	-6.195266993
2238	100.7790044
2239	-94.77900438
2240	61.06655076
2241	-55.06655076
2242	23.49257778
2243	-17.49257778
2244	63.30880454
2245	-57.30880454
2246	90.93865551
2247	-84.93865551
2248	68.41054411
2249	-62.41054411
2250	93.60329839
2251	-87.60329839
2252	28.64025321
2253	-22.64025321
2254	3.02455841
2255	2.97544159
2256	93.85592418
2257	-87.85592418
2258	49.5240843
2259	-43.5240843
2260	14.35282242
2261	-8.352822417
2262	25.12742657
2263	-19.12742657
2264	24.97357681
2265	-18.97357681
2266	43.01275743
2267	-37.01275743
2268	58.20558712
2269	-52.20558712
2270	99.51968045
2271	-93.51968045
2272	7.359763409
2273	-1.359763409
2274	95.94641861
2275	-89.94641861
2276	97.77421985
2277	-91.77421985
2278	6.045358081
2279	-0.045358081
2280	69.22037307
2281	-63.22037307
2282	35.61293545
2283	-29.61293545
2284	4.136867572
2285	1.863132428
2286	83.13485999
2287	-77.13485999
2288	99.59054781
2289	-93.59054781
2290	28.31428792
2291	-22.31428792
2292	10.81970264
2293	-34.81970264
2294	9.705060781
2295	-21.70506078
2296	93.09569152
2297	-105.0956915
2298	6.330817598
2299	-18.3308176
2300	3.510142203
2301	-15.5101422
2302	1.875473072
2303	-13.87547307
2304	20.05030541
2305	-32.05030541
2306	49.00143453
2307	-61.00143453
2308	69.42367261
2309	-81.42367261
2310	62.02878522
2311	-74.02878522
2312	69.89093396
2313	-81.89093396
2314	-0.349313445
2315	-11.65068655
2316	60.83705069
2317	-72.83705069
2318	23.47314592
2319	-35.47314592
2320	80.40595753
2321	-92.40595753
2322	13.2687289
2323	-25.2687289
2324	49.2986992
2325	-61.2986992
2326	0.989795519
2327	-12.98979552
2328	89.56624479
2329	-101.5662448
2330	49.95492276
2331	-61.95492276
2332	24.89037767
2333	-36.89037767
2334	9.398676209
2335	-21.39867621
2336	21.11432289
2337	-33.11432289
2338	19.33259825
2339	-31.33259825
2340	37.07214879
2341	-49.07214879
2342	-5.83487995
2343	-6.16512005
2344	39.29775014
2345	-51.29775014
2346	45.28611662
2347	-57.28611662
2348	26.31183236
2349	-38.31183236
2350	84.95355112
2351	-96.95355112
2352	57.17005561
2353	-69.17005561
2354	44.14675647
2355	-56.14675647
2356	25.41289755
2357	-37.41289755
2358	3.33623312
2359	-15.33623312
2360	61.43456887
2361	-73.43456887
2362	16.10671175
2363	-28.10671175
2364	33.90020317
2365	-45.90020317
2366	18.45321723
2367	-30.45321723
2368	91.78852454
2369	-103.7885245
2370	38.78403809
2371	-50.78403809
2372	28.859035
2373	-40.859035
2374	2.339498992
2375	-14.33949899
2376	1.385004056
2377	-13.38500406
2378	20.95328807
2379	-32.95328807
2380	89.05318542
2381	-101.0531854
2382	21.11235247
2383	-33.11235247
2384	23.54245515
2385	-35.54245515
2386	31.71990268
2387	-43.71990268
2388	72.92453601
2389	-84.92453601
2390	15.35954984
2391	-27.35954984
2392	46.25210756
2393	-58.25210756
2394	18.33861387
2395	-30.33861387
2396	-0.311371944
2397	-11.68862806
2398	52.87018083
2399	-64.87018083
2400	76.72744656
2401	-88.72744656
2402	22.53652613
2403	-34.53652613
2404	59.82498311
2405	-71.82498311
2406	6.324753427
2407	-18.32475343
2408	56.53408631
2409	-68.53408631
2410	58.46533774
2411	-70.46533774
2412	32.62717634
2413	-44.62717634
2414	-1.990001174
2415	-10.00999883
2416	26.46274684
2417	-38.46274684
2418	23.71345298
2419	-35.71345298
2420	-1.287869139
2421	-10.71213086
2422	70.76474622
2423	-82.76474622
2424	36.43183748
2425	-48.43183748
2426	78.05273669
2427	-90.05273669
2428	80.11007087
2429	-92.11007087
2430	23.93795451
2431	-35.93795451
2432	61.79034758
2433	-73.79034758
2434	43.19507105
2435	-55.19507105
2436	27.15984712
2437	-39.15984712
2438	43.66985775
2439	-55.66985775
2440	42.19330591
2441	-54.19330591
2442	71.58648577
2443	-83.58648577
2444	14.36319972
2445	-26.36319972
2446	24.44227923
2447	-36.44227923
2448	24.42378398
2449	-36.42378398
2450	33.66744922
2451	-45.66744922
2452	3.468971413
2453	-15.46897141
2454	-5.070458195
2455	-6.929541805
2456	10.17438632
2457	-22.17438632
2458	56.62843294
2459	-68.62843294
2460	31.40732709
2461	-43.40732709
2462	16.49100897
2463	-28.49100897
2464	6.048991802
2465	-18.0489918
2466	66.1789898
2467	-64.1789898
2468	70.96905058
2469	-65.96905058
2470	76.01912458
2471	-82.01912458
2472	44.00344566
2473	-50.00344566
2474	25.7853041
2475	-31.7853041
2476	79.49621858
2477	-85.49621858
2478	84.27559962
2479	-90.27559962
2480	44.0771954
2481	-50.0771954
2482	73.05900739
2483	-79.05900739
2484	13.21602875
2485	-19.21602875
2486	93.66707874
2487	-99.66707874
2488	80.25991041
2489	-86.25991041
2490	79.90261411
2491	-85.90261411
2492	7.737502861
2493	-13.73750286
2494	37.02315436
2495	-43.02315436
2496	6.266170321
2497	-12.26617032
2498	27.7390379
2499	-33.7390379
2500	6.248083147
2501	-12.24808315
2502	24.42332965
2503	-30.42332965
2504	78.94417674
2505	-84.94417674
2506	1.221510601
2507	-7.221510601
2508	9.491466879
2509	-15.49146688
2510	7.845344182
2511	-13.84534418
2512	13.7607
2513	-19.7607
2514	23.05250871
2515	-29.05250871
2516	38.73966894
2517	-44.73966894
2518	76.58790838
2519	-82.58790838
2520	85.12680137
2521	-91.12680137
2522	58.82505538
2523	-64.82505538
2524	30.07721054
2525	-36.07721054
2526	33.53223273
2527	-39.53223273
2528	47.17694369
2529	-53.17694369
2530	90.69168638
2531	-96.69168638
2532	-0.204460351
2533	-5.795539649
2534	-1.571618494
2535	-4.428381506
2536	67.65821863
2537	-73.65821863
2538	73.42355276
2539	-79.42355276
2540	66.6556357
2541	-72.6556357
2542	50.46973382
2543	-56.46973382
2544	94.92689248
2545	-100.9268925
2546	16.21599616
2547	-22.21599616
2548	12.36443703
2549	-18.36443703
2550	47.57644326
2551	-53.57644326
2552	28.14898707
2553	-34.14898707
2554	27.01891673
2555	-33.01891673
2556	57.06885754
2557	-63.06885754
2558	63.39419345
2559	-69.39419345
2560	14.41956557
2561	-20.41956557
2562	53.14093848
2563	-59.14093848
2564	52.04093385
2565	-58.04093385
2566	77.19295184
2567	-83.19295184
2568	51.09929259
2569	-57.09929259
2570	90.46973775
2571	-96.46973775
2572	1.94568796
2573	-7.94568796
2574	82.05987158
2575	-88.05987158
2576	44.99140379
2577	-50.99140379
2578	9.608699697
2579	-15.6086997
2580	21.19882803
2581	-27.19882803
2582	6.845930869
2583	-12.84593087
2584	39.20530691
2585	-45.20530691
2586	78.57284132
2587	-84.57284132
2588	21.8813181
2589	-27.8813181
2590	77.71913268
2591	-83.71913268
2592	57.33916475
2593	-63.33916475
2594	10.66576378
2595	-16.66576378
2596	30.0230743
2597	-36.0230743
2598	80.76153147
2599	-86.76153147
2600	58.10464287
2601	-64.10464287
2602	37.64355537
2603	-43.64355537
2604	96.03362887
2605	-102.0336289
2606	40.00549708
2607	-46.00549708
2608	16.4784307
2609	-22.4784307
2610	72.54935451
2611	-78.54935451
2612	26.35252865
2613	-32.35252865
2614	23.87821067
2615	-29.87821067
2616	18.46157237
2617	-24.46157237
2618	29.82418707
2619	-35.82418707
2620	64.47983975
2621	-70.47983975
2622	53.41935714
2623	-59.41935714
2624	62.57502388
2625	-68.57502388
2626	20.22417142
2627	-26.22417142
2628	42.02770594
2629	-48.02770594
2630	20.18529585
2631	-26.18529585
2632	50.0405974
2633	-56.0405974
2634	25.99954697
2635	-31.99954697
2636	44.31990395
2637	-50.31990395
2638	29.30021703
2639	-35.30021703
2640	80.92328024
2641	-86.92328024
2642	84.63477362
2643	-90.63477362
2644	83.26877974
2645	-89.26877974
2646	82.92235335
2647	-80.92235335
2648	42.72297206
2649	-42.72297206
2650	68.19266431
2651	-68.19266431
2652	97.26018615
2653	-97.26018615
2654	60.22054453
2655	-60.22054453
2656	87.28491045
2657	-87.28491045
2658	86.96531291
2659	-86.96531291
2660	90.32220448
2661	-90.32220448
2662	46.81147222
2663	-46.81147222
2664	37.37857915
2665	-37.37857915
2666	93.29476345
2667	-93.29476345
2668	95.37177164
2669	-95.37177164
2670	23.02578873
2671	-23.02578873
2672	52.55234489
2673	-52.55234489
2674	11.78855766
2675	-11.78855766
2676	56.19758695
2677	-56.19758695
2678	51.54415336
2679	-51.54415336
2680	77.30502967
2681	-77.30502967
2682	82.35953229
2683	-82.35953229
2684	41.1183528
2685	-41.1183528
2686	71.17800412
2687	-71.17800412
2688	63.31054365
2689	-63.31054365
2690	28.15800006
2691	-28.15800006
2692	47.58259591
2693	-47.58259591
2694	14.20151394
2695	-14.20151394
2696	0.547348961
2697	-0.547348961
2698	27.21618209
2699	-27.21618209
2700	1.864449769
2701	-1.864449769
2702	70.27299035
2703	-70.27299035
2704	5.13853914
2705	-5.13853914
2706	90.18691478
2707	-90.18691478
2708	49.4368843
2709	-49.4368843
2710	15.57418834
2711	-15.57418834
2712	56.63333715
2713	-56.63333715
2714	14.742394
2715	-14.742394
2716	49.19268734
2717	-49.19268734
2718	25.11801959
2719	-25.11801959
2720	83.18483362
2721	-83.18483362
2722	23.9699581
2723	-23.9699581
2724	81.54256062
2725	-81.54256062
2726	53.44254986
2727	-53.44254986
2728	49.71200531
2729	-49.71200531
2730	22.47836817
2731	-22.47836817
2732	31.71627594
2733	-31.71627594
2734	48.40503942
2735	-48.40503942
2736	87.17411298
2737	-87.17411298
2738	53.33902729
2739	-53.33902729
2740	49.24697749
2741	-49.24697749
2742	91.32926437
2743	-91.32926437
2744	11.0763649
2745	-11.0763649
2746	60.6949994
2747	-60.6949994
2748	40.66350899
2749	-40.66350899
2750	31.45783344
2751	-31.45783344
2752	23.53838926
2753	-23.53838926
2754	27.5160244
2755	-27.5160244
2756	62.50230074
2757	-62.50230074
2758	14.69110985
2759	-14.69110985
2760	43.66673368
2761	-43.66673368
2762	50.76020017
2763	-50.76020017
2764	79.02967637
2765	-79.02967637
2766	44.20398627
2767	-44.20398627
2768	85.18644725
2769	-85.18644725
2770	70.17120777
2771	-70.17120777
2772	10.31595857
2773	-10.31595857
2774	2.956642054
2775	-2.956642054
2776	26.65038838
2777	-26.65038838
2778	83.61410106
2779	-83.61410106
2780	57.4762882
2781	-57.4762882
2782	60.04900618
2783	-60.04900618
2784	21.54695091
2785	-21.54695091
2786	98.99048622
2787	-98.99048622
2788	60.5904043
2789	-60.5904043
2790	76.65220772
2791	-76.65220772
2792	16.53348373
2793	-16.53348373
2794	30.33145174
2795	-30.33145174
2796	92.10826227
2797	-92.10826227
2798	61.48709746
2799	-61.48709746
2800	35.73550121
2801	-35.73550121
2802	8.394691094
2803	-8.394691094
2804	64.1732401
2805	-64.1732401
2806	76.95808075
2807	-76.95808075
2808	96.31614924
2809	-96.31614924
2810	37.21743393
2811	-37.21743393
2812	32.94773377
2813	-32.94773377
2814	2.603765653
2815	-2.603765653
2816	47.27701069
2817	-47.27701069
2818	72.99647758
2819	-72.99647758
2820	89.13232471
2821	-89.13232471
2822	61.48086049
2823	-45.48086049
2824	21.31579825
2825	-6.315798249
2826	76.97457715
2827	-62.97457715
2828	19.95443761
2829	-5.954437614
2830	61.04665645
2831	-47.04665645
2832	61.43162757
2833	-47.43162757
2834	98.99769399
2835	-84.99769399
2836	69.59035063
2837	-55.59035063
2838	62.92507941
2839	-48.92507941
2840	27.93565117
2841	-13.93565117
2842	56.40655194
2843	-42.40655194
2844	30.89224604
2845	-16.89224604
2846	26.94181072
2847	-12.94181072
2848	20.22164587
2849	-6.221645865
2850	101.8213072
2851	-87.82130716
2852	15.46022753
2853	-1.460227533
2854	100.6276715
2855	-86.62767148
2856	68.02328312
2857	-54.02328312
2858	23.30230086
2859	-9.302300856
2860	13.66157311
2861	0.338426891
2862	96.50507857
2863	-82.50507857
2864	39.64400682
2865	-25.64400682
2866	25.60359157
2867	-11.60359157
2868	21.72173531
2869	-7.721735306
2870	87.32977997
2871	-73.32977997
2872	45.02140594
2873	-31.02140594
2874	24.25076844
2875	-10.25076844
2876	59.8715381
2877	-45.8715381
2878	23.37977848
2879	-9.379778479
2880	19.84317348
2881	-5.843173477
2882	83.84675138
2883	-69.84675138
2884	74.67160479
2885	-60.67160479
2886	54.08831557
2887	-40.08831557
2888	98.42394077
2889	-84.42394077
2890	59.26551794
2891	-45.26551794
2892	26.10321804
2893	-12.10321804
2894	12.02567232
2895	1.974327679
2896	85.28291337
2897	-71.28291337
2898	60.01016015
2899	-46.01016015
2900	16.29351918
2901	-2.293519183
2902	23.77218064
2903	-9.772180637
2904	50.40610302
2905	-36.40610302
2906	74.15739069
2907	-60.15739069
2908	11.28198143
2909	2.71801857
2910	24.63628187
2911	-10.63628187
2912	62.58486025
2913	-48.58486025
2914	103.1326924
2915	-89.1326924
2916	49.59686004
2917	-35.59686004
2918	64.64026231
2919	-50.64026231
2920	52.08140851
2921	-38.08140851
2922	93.18479798
2923	-79.18479798
2924	15.63369391
2925	-1.63369391
2926	45.05500675
2927	-31.05500675
2928	92.56394152
2929	-78.56394152
2930	78.56151932
2931	-64.56151932
2932	78.85229037
2933	-64.85229037
2934	106.0119994
2935	-92.01199936
2936	68.51122862
2937	-54.51122862
2938	103.9463623
2939	-89.94636226
2940	23.24457365
2941	-9.244573649
2942	89.58405649
2943	-75.58405649
2944	75.84787046
2945	-61.84787046
2946	41.42599238
2947	-27.42599238
2948	61.28927158
2949	-47.28927158
2950	86.45790538
2951	-72.45790538
2952	21.34089352
2953	-7.340893524
2954	25.94464948
2955	-11.94464948
2956	13.77647086
2957	0.223529139
2958	57.76099343
2959	-43.76099343
2960	57.70871701
2961	-43.70871701
2962	99.70210097
2963	-85.70210097
2964	57.93342051
2965	-43.93342051
2966	20.58069572
2967	-6.580695724
2968	73.70797865
2969	-59.70797865
2970	27.58568632
2971	-13.58568632
2972	19.91987007
2973	-5.919870071
2974	100.7062801
2975	-86.7062801
2976	56.2229854
2977	-42.2229854
2978	97.06418086
2979	-83.06418086
2980	27.94837132
2981	-13.94837132
2982	23.48186442
2983	-9.481864416
2984	13.64132269
2985	0.358677314
2986	80.56740259
2987	-66.56740259
2988	16.3655755
2989	-2.365575504
2990	78.22463382
2991	-64.22463382
2992	51.52431504
2993	-37.52431504
2994	11.55475471
2995	2.445245287
2996	36.63295023
2997	-22.63295023
2998	97.53942742
2999	-83.53942742
3000	38.28085258
3001	-35.28085258
3002	-3.469955938
3003	-4.530044062
3004	64.22930604
3005	-70.22930604
3006	76.86313146
3007	-82.86313146
3008	96.44100403
3009	-102.441004
3010	87.09372387
3011	-93.09372387
3012	37.46651082
3013	-43.46651082
3014	15.72096504
3015	-21.72096504
3016	22.43859066
3017	-28.43859066
3018	33.77344178
3019	-39.77344178
3020	48.30576985
3021	-54.30576985
3022	71.8391967
3023	-77.8391967
3024	44.71445665
3025	-50.71445665
3026	90.1849787
3027	-96.1849787
3028	75.2635515
3029	-81.2635515
3030	72.3446429
3031	-78.3446429
3032	38.29838383
3033	-44.29838383
3034	89.00963725
3035	-95.00963725
3036	87.1281621
3037	-93.1281621
3038	87.1267212
3039	-93.1267212
3040	40.78546315
3041	-46.78546315
3042	54.71224765
3043	-60.71224765
3044	70.08248804
3045	-76.08248804
3046	19.32039104
3047	-25.32039104
3048	30.17250812
3049	-36.17250812
3050	11.19763692
3051	-17.19763692
