i	g(x)
2679	0
2680	0
2681	0
2682	0
2683	0
2684	0
2685	0
2686	0
2687	0
2688	0
2689	0
2690	0
2691	0
2692	0
2693	0
2694	0
2695	0
2696	0
2697	0
2698	0
2699	0
2700	0
2701	0
2702	0
2703	0
2704	0
2705	0
2706	0
2707	0
2708	0
2709	0
2710	0
2711	0
2712	0
2713	0
2714	0
2715	0
2716	0
2717	0
2718	0
2719	0
2720	0
2721	0
2722	0
2723	0
2724	0
2725	0
2726	0
2727	0
2728	0
2729	0
2730	0
2731	0
2732	0
2733	0
2734	0
2735	0
2736	0
2737	0
2738	0
2739	0
2740	0
2741	0
2742	0
2743	0
2744	0
2745	0
2746	0
2747	0
2748	0
2749	0
2750	0
2751	0
2752	0
2753	0
2754	0
2755	0
2756	0
2757	0
2758	0
2759	0
2760	0
2761	0
2762	0
2763	0
2764	0
2765	0
2766	0
2767	0
2768	0
2769	0
2770	0
2771	0
2772	0
2773	0
2774	0
2775	0
2776	0
2777	0
2778	0
2779	0
2780	0
2781	0
2782	0
2783	0
2784	0
2785	0
2786	0
2787	0
2788	0
2789	0
2790	0
2791	0
2792	0
2793	0
2794	0
2795	0
2796	0
2797	0
2798	0
2799	0
2800	0
2801	0
2802	0
2803	0
2804	0
2805	0
2806	0
2807	0
2808	0
2809	0
2810	0
2811	0
2812	0
2813	0
2814	0
2815	0
2816	0
2817	0
2818	0
2819	0
2820	0
2821	0
2822	0
2823	0
2824	0
2825	0
2826	0
2827	0
2828	0
2829	0
2830	0
2831	0
2832	0
2833	0
2834	0
2835	0
2836	0
2837	7
2838	7
2839	7
2840	7
2841	7
2842	7
2843	7
2844	7
2845	7
2846	7
2847	7
2848	7
2849	7
2850	7
2851	7
2852	7
2853	7
2854	7
2855	7
2856	7
2857	7
2858	7
2859	7
2860	7
2861	7
2862	7
2863	7
2864	7
2865	7
2866	7
2867	7
2868	7
2869	7
2870	7
2871	7
2872	7
2873	7
2874	7
2875	7
2876	7
2877	7
2878	7
2879	7
2880	7
2881	7
2882	7
2883	7
2884	7
2885	7
2886	7
2887	7
2888	7
2889	7
2890	7
2891	7
2892	7
2893	7
2894	7
2895	7
2896	7
2897	7
2898	7
2899	7
2900	7
2901	7
2902	7
2903	7
2904	7
2905	7
2906	7
2907	7
2908	7
2909	7
2910	7
2911	7
2912	7
2913	7
2914	7
2915	7
2916	7
2917	7
2918	7
2919	7
2920	7
2921	7
2922	7
2923	7
2924	7
2925	7
2926	7
2927	7
2928	7
2929	7
2930	7
2931	7
2932	7
2933	7
2934	7
2935	7
2936	7
2937	7
2938	7
2939	7
2940	7
2941	7
2942	7
2943	7
2944	7
2945	7
2946	7
2947	7
2948	7
2949	7
2950	7
2951	7
2952	7
2953	7
2954	7
2955	7
2956	7
2957	7
2958	7
2959	7
2960	7
2961	7
2962	7
2963	7
2964	7
2965	7
2966	7
2967	7
2968	7
2969	7
2970	7
2971	7
2972	7
2973	7
2974	7
2975	7
2976	7
2977	7
2978	7
2979	7
2980	7
2981	7
2982	7
2983	7
2984	7
2985	7
2986	7
2987	7
2988	7
2989	7
2990	7
2991	7
2992	7
2993	7
2994	7
2995	7
2996	7
2997	7
2998	7
2999	7
3000	7
3001	7
3002	7
3003	7
3004	7
3005	7
3006	7
3007	7
3008	7
3009	7
3010	7
3011	7
3012	7
3013	7
3014	7
3015	7
3016	7
3017	7
3018	7
3019	7
3020	7
3021	-3
3022	-3
3023	-3
3024	-3
3025	-3
3026	-3
3027	-3
3028	-3
3029	-3
3030	-3
3031	-3
3032	-3
3033	-3
3034	-3
3035	-3
3036	-3
3037	-3
3038	-3
3039	-3
3040	-3
3041	-3
3042	-3
3043	-3
3044	-3
3045	-3
3046	-3
3047	-3
3048	-3
3049	-3
3050	-3
3051	-3
3052	-3
3053	-3
3054	-3
3055	-3
3056	-3
3057	-3
3058	-3
3059	-3
3060	-3
3061	-3
3062	-3
3063	-3
3064	-3
3065	-3
3066	-3
3067	-3
3068	-3
3069	-3
3070	-3
3071	-3
3072	-3
3073	-3
3074	-3
3075	-3
3076	-3
3077	-3
3078	-3
3079	-3
3080	-3
3081	-3
3082	-3
3083	-3
3084	-3
3085	-3
3086	-3
3087	-3
3088	-3
3089	-3
3090	-3
3091	-3
3092	-3
3093	-3
3094	-3
3095	-3
3096	-3
3097	-3
3098	-3
3099	-3
3100	-3
3101	-3
3102	-3
3103	-3
3104	-3
3105	-3
3106	-3
3107	-3
3108	-3
3109	-3
3110	-3
3111	-3
3112	-3
3113	-3
3114	-3
3115	-3
3116	-3
3117	-3
3118	-3
3119	-3
3120	-3
3121	-3
3122	-3
3123	-3
3124	-3
3125	-3
3126	-3
3127	-3
3128	-3
3129	-3
3130	-3
3131	-3
3132	-3
3133	-3
3134	-3
3135	-3
3136	-3
3137	-3
3138	-3
3139	-3
3140	-3
3141	-3
3142	-3
3143	-3
3144	-3
3145	-3
3146	-3
3147	-3
3148	-3
3149	-3
3150	-3
3151	-3
3152	-3
3153	-3
3154	-3
3155	-3
3156	-3
3157	-3
3158	-3
3159	-3
3160	-3
3161	-3
3162	-3
3163	-3
3164	-3
3165	-3
3166	-3
3167	-3
3168	-3
3169	-3
3170	-3
3171	-3
3172	-3
3173	-3
3174	-3
3175	-3
3176	-3
3177	-3
3178	-3
3179	-3
3180	-3
3181	-3
3182	-3
3183	-3
3184	-3
3185	-3
3186	-3
3187	-3
3188	-3
3189	-3
3190	-3
3191	-3
3192	-3
3193	-3
3194	-3
3195	1
3196	3
3197	3
3198	3
3199	3
3200	3
3201	3
3202	3
3203	3
3204	3
3205	3
3206	3
3207	3
3208	3
3209	3
3210	3
3211	3
3212	3
3213	3
3214	3
3215	3
3216	3
3217	3
3218	3
3219	3
3220	3
3221	3
3222	3
3223	3
3224	3
3225	3
3226	3
3227	3
3228	3
3229	3
3230	3
3231	3
3232	3
3233	3
3234	3
3235	3
3236	3
3237	3
3238	3
3239	3
3240	3
3241	3
3242	3
3243	3
3244	3
3245	3
3246	3
3247	3
3248	3
3249	3
3250	3
3251	3
3252	3
3253	3
3254	3
3255	3
3256	3
3257	3
3258	3
3259	3
3260	3
3261	3
3262	3
3263	3
3264	3
3265	3
3266	3
3267	3
3268	3
3269	3
3270	3
3271	3
3272	3
3273	3
3274	3
3275	3
3276	3
3277	3
3278	3
3279	3
3280	3
3281	3
3282	3
3283	3
3284	3
3285	3
3286	3
3287	3
3288	3
3289	3
3290	3
3291	3
3292	3
3293	3
3294	3
3295	3
3296	3
3297	3
3298	3
3299	3
3300	3
3301	3
3302	3
3303	3
3304	3
3305	3
3306	3
3307	3
3308	3
3309	3
3310	3
3311	3
3312	3
3313	3
3314	3
3315	3
3316	3
3317	3
3318	3
3319	3
3320	3
3321	3
3322	3
3323	3
3324	3
3325	3
3326	3
3327	3
3328	3
3329	3
3330	3
3331	3
3332	3
3333	3
3334	3
3335	3
3336	3
3337	3
3338	3
3339	3
3340	3
3341	3
3342	3
3343	3
3344	3
3345	3
3346	3
3347	3
3348	3
3349	3
3350	3
3351	3
3352	3
3353	3
3354	3
3355	3
3356	3
3357	3
3358	3
3359	3
3360	3
3361	3
3362	3
3363	3
3364	3
3365	3
3366	3
3367	3
3368	3
3369	3
3370	3
3371	3
3372	3
3373	3
3374	3
3375	3
3376	-6
3377	-1
3378	-1
3379	-1
3380	-1
3381	-1
3382	-1
3383	-1
3384	-1
3385	-1
3386	-1
3387	-1
3388	-1
3389	-1
3390	-1
3391	-1
3392	-1
3393	-1
3394	-1
3395	-1
3396	-1
3397	-1
3398	-1
3399	-1
3400	-1
3401	-1
3402	-1
3403	-1
3404	-1
3405	-1
3406	-1
3407	-1
3408	-1
3409	-1
3410	-1
3411	-1
3412	-1
3413	-1
3414	-1
3415	-1
3416	-1
3417	-1
3418	-1
3419	-1
3420	-1
3421	-1
3422	-1
3423	-1
3424	-1
3425	-1
3426	-1
3427	-1
3428	-1
3429	-1
3430	-1
3431	-1
3432	-1
3433	-1
3434	-1
3435	-1
3436	-1
3437	-1
3438	-1
3439	-1
3440	-1
3441	-1
3442	-1
3443	-1
3444	-1
3445	-1
3446	-1
3447	-1
3448	-1
3449	-1
3450	-1
3451	-1
3452	-1
3453	-1
3454	-1
3455	-1
3456	-1
3457	-1
3458	-1
3459	-1
3460	-1
3461	-1
3462	-1
3463	-1
3464	-1
3465	-1
3466	-1
3467	-1
3468	-1
3469	-1
3470	-1
3471	-1
3472	-1
3473	-1
3474	-1
3475	-1
3476	-1
3477	-1
3478	-1
3479	-1
3480	-1
3481	-1
3482	-1
3483	-1
3484	-1
3485	-1
3486	-1
3487	-1
3488	-1
3489	-1
3490	-1
3491	-1
3492	-1
3493	-1
3494	-1
3495	-1
3496	-1
3497	-1
3498	-1
3499	-1
3500	-1
3501	-1
3502	-1
3503	-1
3504	-1
3505	-1
3506	-1
3507	-1
3508	-1
3509	-1
3510	-1
3511	-1
3512	-1
3513	-1
3514	-1
3515	-1
3516	-1
3517	-1
3518	-1
3519	-1
3520	-1
3521	-1
3522	-1
3523	-1
3524	-1
3525	-1
3526	-1
3527	-1
3528	-1
3529	-1
3530	-1
3531	-1
3532	-1
3533	-1
3534	-1
3535	-1
3536	-1
3537	-1
3538	-1
3539	-1
3540	-1
3541	-1
3542	-1
3543	-1
3544	-1
3545	-1
3546	-1
3547	-1
3548	-1
3549	-1
3550	-1
3551	-1
3552	-1
3553	11
3554	11
3555	11
3556	11
3557	-7
3558	-7
3559	-7
3560	-7
3561	-7
3562	-7
3563	-7
3564	-7
3565	-7
3566	-7
3567	-7
3568	-7
3569	-7
3570	-7
3571	-7
3572	-7
3573	-7
3574	-7
3575	-7
3576	-7
3577	-7
3578	-7
3579	-7
3580	-7
3581	-7
3582	-7
3583	-7
3584	-7
3585	-7
3586	-7
3587	-7
3588	-7
3589	-7
3590	-7
3591	-7
3592	-7
3593	-7
3594	-7
3595	-7
3596	-7
3597	-7
3598	-7
3599	-7
3600	-7
3601	-7
3602	-7
3603	-7
3604	-7
3605	-7
3606	-7
3607	-7
3608	-7
3609	-7
3610	-7
3611	-7
3612	-7
3613	-7
3614	-7
3615	-7
3616	-7
3617	-7
3618	-7
3619	-7
3620	-7
3621	-7
3622	-7
3623	-7
3624	-7
3625	-7
3626	-7
3627	-7
3628	-7
3629	-7
3630	-7
3631	-7
3632	-7
3633	-7
3634	-7
3635	-7
3636	-7
3637	-7
3638	-7
3639	-7
3640	-7
3641	-7
3642	-7
3643	-7
3644	-7
3645	-7
3646	-7
3647	-7
3648	-7
3649	-7
3650	-7
3651	-7
3652	-7
3653	-7
3654	-7
3655	-7
3656	-7
3657	-7
3658	-7
3659	-7
3660	-7
3661	-7
3662	-7
3663	-7
3664	-7
3665	-7
3666	-7
3667	-7
3668	-7
3669	-7
3670	-7
3671	-7
3672	-7
3673	-7
3674	-7
3675	-7
3676	-7
3677	-7
3678	-7
3679	-7
3680	-7
3681	-7
3682	-7
3683	-7
3684	-7
3685	-7
3686	-7
3687	-7
3688	-7
3689	-7
3690	-7
3691	-7
3692	-7
3693	-7
3694	-7
3695	-7
3696	-7
3697	-7
3698	-7
3699	-7
3700	-7
3701	-7
3702	-7
3703	-7
3704	-7
3705	-7
3706	-7
3707	-7
3708	-7
3709	-7
3710	-7
3711	-7
3712	-7
3713	-7
3714	-7
3715	-7
3716	-7
3717	-7
3718	-7
3719	-7
3720	-7
3721	-7
3722	-7
3723	-7
3724	-7
3725	-7
3726	-7
3727	-7
3728	-7
3729	-7
3730	-7
3731	-7
3732	-7
3733	7
3734	7
3735	7
3736	-6
3737	-6
3738	-6
3739	-6
3740	-6
3741	-6
3742	-6
3743	-6
3744	-6
3745	-6
3746	-6
3747	-6
3748	-6
3749	-6
3750	-6
3751	-6
3752	-6
3753	-6
3754	-6
3755	-6
3756	-6
3757	-6
3758	-6
3759	-6
3760	-6
3761	-6
3762	-6
3763	-6
3764	-6
3765	-6
3766	-6
3767	-6
3768	-6
3769	-6
3770	-6
3771	-6
3772	-6
3773	-6
3774	-6
3775	-6
3776	-6
3777	-6
3778	-6
3779	-6
3780	-6
3781	-6
3782	-6
3783	-6
3784	-6
3785	-6
3786	-6
3787	-6
3788	-6
3789	-6
3790	-6
3791	-6
3792	-6
3793	-6
3794	-6
3795	-6
3796	-6
3797	-6
3798	-6
3799	-6
3800	-6
3801	-6
3802	-6
3803	-6
3804	-6
3805	-6
3806	-6
3807	-6
3808	-6
3809	-6
3810	-6
3811	-6
3812	-6
3813	-6
3814	-6
3815	-6
3816	-6
3817	-6
3818	-6
3819	-6
3820	-6
3821	-6
3822	-6
3823	-6
3824	-6
3825	-6
3826	-6
3827	-6
3828	-6
3829	-6
3830	-6
3831	-6
3832	-6
3833	-6
3834	-6
3835	-6
3836	-6
3837	-6
3838	-6
3839	-6
3840	-6
3841	-6
3842	-6
3843	-6
3844	-6
3845	-6
3846	-6
3847	-6
3848	-6
3849	-6
3850	-6
3851	-6
3852	-6
3853	-6
3854	-6
3855	-6
3856	-6
3857	-6
3858	-6
3859	-6
3860	-6
3861	-6
3862	-6
3863	-6
3864	-6
3865	-6
3866	-6
3867	-6
3868	-6
3869	-6
3870	-6
3871	-6
3872	-6
3873	-6
3874	-6
3875	-6
3876	-6
3877	-6
3878	-6
3879	-6
3880	-6
3881	-6
3882	-6
3883	-6
3884	-6
3885	-6
3886	-6
3887	-6
3888	-6
3889	-6
3890	-6
3891	-6
3892	-6
3893	-6
3894	-6
3895	-6
3896	-6
3897	-6
3898	-6
3899	-6
3900	-6
3901	-6
3902	-6
3903	-6
3904	-6
3905	-6
3906	-6
3907	-6
3908	-6
3909	-6
3910	-6
3911	-6
3912	-6
3913	-6
3914	-6
3915	13
3916	13
3917	-9
3918	-9
3919	-9
3920	-9
3921	-9
3922	-9
3923	-9
3924	-9
3925	-9
3926	-9
3927	-9
3928	-9
3929	-9
3930	-9
3931	-9
3932	-9
3933	-9
3934	-9
3935	-9
3936	-9
3937	-9
3938	-9
3939	-9
3940	-9
3941	-9
3942	-9
3943	-9
3944	-9
3945	-9
3946	-9
3947	-9
3948	-9
3949	-9
3950	-9
3951	-9
3952	-9
3953	-9
3954	-9
3955	-9
3956	-9
3957	-9
3958	-9
3959	-9
3960	-9
3961	-9
3962	-9
3963	-9
3964	-9
3965	-9
3966	-9
3967	-9
3968	-9
3969	-9
3970	-9
3971	-9
3972	-9
3973	-9
3974	-9
3975	-9
3976	-9
3977	-9
3978	-9
3979	-9
3980	-9
3981	-9
3982	-9
3983	-9
3984	-9
3985	-9
3986	-9
3987	-9
3988	-9
3989	-9
3990	-9
3991	-9
3992	-9
3993	-9
3994	-9
3995	-9
3996	-9
3997	-9
3998	-9
3999	-9
4000	-9
4001	-9
4002	-9
4003	-9
4004	-9
4005	-9
4006	-9
4007	-9
4008	-9
4009	-9
4010	-9
4011	-9
4012	-9
4013	-9
4014	-9
4015	-9
4016	-9
4017	-9
4018	-9
4019	-9
4020	-9
4021	-9
4022	-9
4023	-9
4024	-9
4025	-9
4026	-9
4027	-9
4028	-9
4029	-9
4030	-9
4031	-9
4032	-9
4033	-9
4034	-9
4035	-9
4036	-9
4037	-9
4038	-9
4039	-9
4040	-9
4041	-9
4042	-9
4043	-9
4044	-9
4045	-9
4046	-9
4047	-9
4048	-9
4049	-9
4050	-9
4051	-9
4052	-9
4053	-9
4054	-9
4055	-9
4056	-9
4057	-9
4058	-9
4059	-9
4060	-9
4061	-9
4062	-9
4063	-9
4064	-9
4065	-9
4066	-9
4067	-9
4068	-9
4069	-9
4070	-9
4071	-9
4072	-9
4073	-9
4074	-9
4075	-9
4076	-9
4077	-9
4078	-9
4079	-9
4080	-9
4081	-9
4082	-9
4083	-9
4084	-9
4085	-9
4086	-9
4087	-9
4088	-9
4089	-9
4090	-9
4091	7
4092	7
4093	13
4094	13
4095	13
4096	13
4097	13
4098	13
4099	13
4100	13
4101	13
4102	13
4103	13
4104	13
4105	13
4106	13
4107	13
4108	13
4109	13
4110	13
4111	13
4112	13
4113	13
4114	13
4115	13
4116	13
4117	13
4118	13
4119	13
4120	13
4121	13
4122	13
4123	13
4124	13
4125	13
4126	13
4127	13
4128	13
4129	13
4130	13
4131	13
4132	13
4133	13
4134	13
4135	13
4136	13
4137	13
4138	13
4139	13
4140	13
4141	13
4142	13
4143	13
4144	13
4145	13
4146	13
4147	13
4148	13
4149	13
4150	13
4151	13
4152	13
4153	13
4154	13
4155	13
4156	13
4157	13
4158	13
4159	13
4160	13
4161	13
4162	13
4163	13
4164	13
4165	13
4166	13
4167	13
4168	13
4169	13
4170	13
4171	13
4172	13
4173	13
4174	13
4175	13
4176	13
4177	13
4178	13
4179	13
4180	13
4181	13
4182	13
4183	13
4184	13
4185	13
4186	13
4187	13
4188	13
4189	13
4190	13
4191	13
4192	13
4193	13
4194	13
4195	13
4196	13
4197	13
4198	13
4199	13
4200	13
4201	13
4202	13
4203	13
4204	13
4205	13
4206	13
4207	13
4208	13
4209	13
4210	13
4211	13
4212	13
4213	13
4214	13
4215	13
4216	13
4217	13
4218	13
4219	13
4220	13
4221	13
4222	13
4223	13
4224	13
4225	13
4226	13
4227	13
4228	13
4229	13
4230	13
4231	13
4232	13
4233	13
4234	13
4235	13
4236	13
4237	13
4238	13
4239	13
4240	13
4241	13
4242	13
4243	13
4244	13
4245	13
4246	13
4247	13
4248	13
4249	13
4250	13
4251	13
4252	13
4253	13
4254	13
4255	13
4256	13
4257	13
4258	13
4259	13
4260	13
4261	13
4262	13
4263	13
4264	13
4265	13
4266	13
4267	-1
4268	-1
4269	-1
4270	1
4271	1
4272	1
4273	1
4274	1
4275	1
4276	1
4277	1
4278	1
4279	1
4280	1
4281	1
4282	1
4283	1
4284	1
4285	1
4286	1
4287	1
4288	1
4289	1
4290	1
4291	1
4292	1
4293	1
4294	1
4295	1
4296	1
4297	1
4298	1
4299	1
4300	1
4301	1
4302	1
4303	1
4304	1
4305	1
4306	1
4307	1
4308	1
4309	1
4310	1
4311	1
4312	1
4313	1
4314	1
4315	1
4316	1
4317	1
4318	1
4319	1
4320	1
4321	1
4322	1
4323	1
4324	1
4325	1
4326	1
4327	1
4328	1
4329	1
4330	1
4331	1
4332	1
4333	1
4334	1
4335	1
4336	1
4337	1
4338	1
4339	1
4340	1
4341	1
4342	1
4343	1
4344	1
4345	1
4346	1
4347	1
4348	1
4349	1
4350	1
4351	1
4352	1
4353	1
4354	1
4355	1
4356	1
4357	1
4358	1
4359	1
4360	1
4361	1
4362	1
4363	1
4364	1
4365	1
4366	1
4367	1
4368	1
4369	1
4370	1
4371	1
4372	1
4373	1
4374	1
4375	1
4376	1
4377	1
4378	1
4379	1
4380	1
4381	1
4382	1
4383	1
4384	1
4385	1
4386	1
4387	1
4388	1
4389	1
4390	1
4391	1
4392	1
4393	1
4394	1
4395	1
4396	1
4397	1
4398	1
4399	1
4400	1
4401	1
4402	1
4403	1
4404	1
4405	1
4406	1
4407	1
4408	1
4409	1
4410	1
4411	1
4412	1
4413	1
4414	1
4415	1
4416	1
4417	1
4418	1
4419	1
4420	1
4421	1
4422	1
4423	1
4424	1
4425	1
4426	1
4427	1
4428	1
4429	1
4430	1
4431	1
4432	1
4433	1
4434	1
4435	1
4436	1
4437	1
4438	1
4439	1
4440	1
4441	1
4442	1
4443	1
4444	-6
4445	-6
4446	5
4447	5
4448	5
4449	5
4450	5
4451	5
4452	5
4453	5
4454	5
4455	5
4456	5
4457	5
4458	5
4459	5
4460	5
4461	5
4462	5
4463	5
4464	5
4465	5
4466	5
4467	5
4468	5
4469	5
4470	5
4471	5
4472	5
4473	5
4474	5
4475	5
4476	5
4477	5
4478	5
4479	5
4480	5
4481	5
4482	5
4483	5
4484	5
4485	5
4486	5
4487	5
4488	5
4489	5
4490	5
4491	5
4492	5
4493	5
4494	5
4495	5
4496	5
4497	5
4498	5
4499	5
4500	5
4501	5
4502	5
4503	5
4504	5
4505	5
4506	5
4507	5
4508	5
4509	5
4510	5
4511	5
4512	5
4513	5
4514	5
4515	5
4516	5
4517	5
4518	5
4519	5
4520	5
4521	5
4522	5
4523	5
4524	5
4525	5
4526	5
4527	5
4528	5
4529	5
4530	5
4531	5
4532	5
4533	5
4534	5
4535	5
4536	5
4537	5
4538	5
4539	5
4540	5
4541	5
4542	5
4543	5
4544	5
4545	5
4546	5
4547	5
4548	5
4549	5
4550	5
4551	5
4552	5
4553	5
4554	5
4555	5
4556	5
4557	5
4558	5
4559	5
4560	5
4561	5
4562	5
4563	5
4564	5
4565	5
4566	5
4567	5
4568	5
4569	5
4570	5
4571	5
4572	5
4573	5
4574	5
4575	5
4576	5
4577	5
4578	5
4579	5
4580	5
4581	5
4582	5
4583	5
4584	5
4585	5
4586	5
4587	5
4588	5
4589	5
4590	5
4591	5
4592	5
4593	5
4594	5
4595	5
4596	5
4597	5
4598	5
4599	5
4600	5
4601	5
4602	5
4603	5
4604	5
4605	5
4606	5
4607	5
4608	5
4609	5
4610	5
4611	5
4612	5
4613	5
4614	5
4615	5
4616	5
4617	5
4618	-13
4619	-13
4620	-13
4621	-13
4622	-13
4623	-13
4624	-13
4625	-13
4626	-13
4627	-13
4628	-13
4629	-13
4630	-13
4631	-13
4632	-13
4633	-13
4634	-13
4635	-13
4636	-13
4637	-13
4638	-13
4639	-13
4640	-13
4641	-13
4642	-13
4643	-13
4644	-13
4645	-13
4646	-13
4647	-13
4648	-13
4649	-13
4650	-13
4651	-13
4652	-13
4653	-13
4654	-13
4655	-13
4656	-13
4657	-13
4658	-13
4659	-13
4660	-13
4661	-13
4662	-13
4663	-13
4664	-13
4665	-13
4666	-13
4667	-13
4668	-13
4669	-13
4670	-13
4671	-13
4672	-13
4673	-13
4674	-13
4675	-13
4676	-13
4677	-13
4678	-13
4679	-13
4680	-13
4681	-13
4682	-13
4683	-13
4684	-13
4685	-13
4686	-13
4687	-13
4688	-13
4689	-13
4690	-13
4691	-13
4692	-13
4693	-13
4694	-13
4695	-13
4696	-13
4697	-13
4698	-13
4699	-13
4700	-13
4701	-13
4702	-13
4703	-13
4704	-13
4705	-13
4706	-13
4707	-13
4708	-13
4709	-13
4710	-13
4711	-13
4712	-13
4713	-13
4714	-13
4715	-13
4716	-13
4717	-13
4718	-13
4719	-13
4720	-13
4721	-13
4722	-13
4723	-13
4724	-13
4725	-13
4726	-13
4727	-13
4728	-13
4729	-13
4730	-13
4731	-13
4732	-13
4733	-13
4734	-13
4735	-13
4736	-13
4737	-13
4738	-13
4739	-13
4740	-13
4741	-13
4742	-13
4743	-13
4744	-13
4745	-13
4746	-13
4747	-13
4748	-13
4749	-13
4750	-13
4751	-13
4752	-13
4753	-13
4754	-13
4755	-13
4756	-13
4757	-13
4758	-13
4759	-13
4760	-13
4761	-13
4762	-13
4763	-13
4764	-13
4765	-13
4766	-13
4767	-13
4768	-13
4769	-13
4770	-13
4771	-13
4772	-13
4773	-13
4774	-13
4775	-13
4776	-13
4777	-13
4778	-13
4779	-13
4780	-13
4781	-13
4782	-13
4783	-13
4784	-13
4785	-13
4786	-13
4787	-13
4788	-13
4789	-13
4790	-13
4791	5
4792	5
4793	5
4794	-11
4795	-11
4796	-11
4797	-11
4798	-11
4799	-11
4800	-11
4801	-11
4802	-11
4803	-11
4804	-11
4805	-11
4806	-11
4807	-11
4808	-11
4809	-11
4810	-11
4811	-11
4812	-11
4813	-11
4814	-11
4815	-11
4816	-11
4817	-11
4818	-11
4819	-11
4820	-11
4821	-11
4822	-11
4823	-11
4824	-11
4825	-11
4826	-11
4827	-11
4828	-11
4829	-11
4830	-11
4831	-11
4832	-11
4833	-11
4834	-11
4835	-11
4836	-11
4837	-11
4838	-11
4839	-11
4840	-11
4841	-11
4842	-11
4843	-11
4844	-11
4845	-11
4846	-11
4847	-11
4848	-11
4849	-11
4850	-11
4851	-11
4852	-11
4853	-11
4854	-11
4855	-11
4856	-11
4857	-11
4858	-11
4859	-11
4860	-11
4861	-11
4862	-11
4863	-11
4864	-11
4865	-11
4866	-11
4867	-11
4868	-11
4869	-11
4870	-11
4871	-11
4872	-11
4873	-11
4874	-11
4875	-11
4876	-11
4877	-11
4878	-11
4879	-11
4880	-11
4881	-11
4882	-11
4883	-11
4884	-11
4885	-11
4886	-11
4887	-11
4888	-11
4889	-11
4890	-11
4891	-11
4892	-11
4893	-11
4894	-11
4895	-11
4896	-11
4897	-11
4898	-11
4899	-11
4900	-11
4901	-11
4902	-11
4903	-11
4904	-11
4905	-11
4906	-11
4907	-11
4908	-11
4909	-11
4910	-11
4911	-11
4912	-11
4913	-11
4914	-11
4915	-11
4916	-11
4917	-11
4918	-11
4919	-11
4920	-11
4921	-11
4922	-11
4923	-11
4924	-11
4925	-11
4926	-11
4927	-11
4928	-11
4929	-11
4930	-11
4931	-11
4932	-11
4933	-11
4934	-11
4935	-11
4936	-11
4937	-11
4938	-11
4939	-11
4940	-11
4941	-11
4942	-11
4943	-11
4944	-11
4945	-11
4946	-11
4947	-11
4948	-11
4949	-11
4950	-11
4951	-11
4952	-11
4953	-11
4954	-11
4955	-11
4956	-11
4957	-11
4958	-11
4959	-11
4960	-11
4961	-11
4962	-11
4963	-11
4964	-11
4965	-11
4966	-1
4967	-1
4968	-1
4969	-1
4970	-1
4971	-1
4972	-1
4973	-1
4974	-1
4975	-1
4976	-1
4977	-1
4978	-1
4979	-1
4980	-1
4981	-1
4982	-1
4983	-1
4984	-1
4985	-1
4986	-1
4987	-1
4988	-1
4989	-1
4990	-1
4991	-1
4992	-1
4993	-1
4994	-1
4995	-1
4996	-1
4997	-1
4998	-1
4999	-1
5000	-1
5001	-1
5002	-1
5003	-1
5004	-1
5005	-1
5006	-1
5007	-1
5008	-1
5009	-1
5010	-1
5011	-1
5012	-1
5013	-1
5014	-1
5015	-1
5016	-1
5017	-1
5018	-1
5019	-1
5020	-1
5021	-1
5022	-1
5023	-1
5024	-1
5025	-1
5026	-1
5027	-1
5028	-1
5029	-1
5030	-1
5031	-1
5032	-1
5033	-1
5034	-1
5035	-1
5036	-1
5037	-1
5038	-1
5039	-1
5040	-1
5041	-1
5042	-1
5043	-1
5044	-1
5045	-1
5046	-1
5047	-1
5048	-1
5049	-1
5050	-1
5051	-1
5052	-1
5053	-1
5054	-1
5055	-1
5056	-1
5057	-1
5058	-1
5059	-1
5060	-1
5061	-1
5062	-1
5063	-1
5064	-1
5065	-1
5066	-1
5067	-1
5068	-1
5069	-1
5070	-1
5071	-1
5072	-1
5073	-1
5074	-1
5075	-1
5076	-1
5077	-1
5078	-1
5079	-1
5080	-1
5081	-1
5082	-1
5083	-1
5084	-1
5085	-1
5086	-1
5087	-1
5088	-1
5089	-1
5090	-1
5091	-1
5092	-1
5093	-1
5094	-1
5095	-1
5096	-1
5097	-1
5098	-1
5099	-1
5100	-1
5101	-1
5102	-1
5103	-1
5104	-1
5105	-1
5106	-1
5107	-1
5108	-1
5109	-1
5110	-1
5111	-1
5112	-1
5113	-1
5114	-1
5115	-1
5116	-1
5117	-1
5118	-1
5119	-1
5120	-1
5121	-1
5122	-1
5123	-1
5124	-1
5125	-1
5126	-1
5127	-1
5128	-1
5129	-1
5130	-1
5131	-1
5132	-1
5133	-1
5134	-1
5135	-1
5136	-1
5137	-1
5138	-1
5139	-1
5140	-1
5141	9
5142	9
5143	9
5144	-3
5145	-3
5146	-3
5147	-3
5148	-3
5149	-3
5150	-3
5151	-3
5152	-3
5153	-3
5154	-3
5155	-3
5156	-3
5157	-3
5158	-3
5159	-3
5160	-3
5161	-3
5162	-3
5163	-3
5164	-3
5165	-3
5166	-3
5167	-3
5168	-3
5169	-3
5170	-3
5171	-3
5172	-3
5173	-3
5174	-3
5175	-3
5176	-3
5177	-3
5178	-3
5179	-3
5180	-3
5181	-3
5182	-3
5183	-3
5184	-3
5185	-3
5186	-3
