i	Date	DJIA_DAY(i)=(high(i)-low(i))*vol(i) [$ in billions]
1915	03/30/00	550.9331395
1916	03/31/00	544.1677616
1917	04/03/00	533.7973653
1918	04/04/00	1285.898092
1919	04/05/00	480.5267508
1920	04/06/00	385.82208
1921	04/07/00	343.274916
1922	04/10/00	383.2429896
1923	04/11/00	422.908704
1924	04/12/00	674.9195824
1925	04/13/00	499.78728
1926	04/14/00	958.405697
1927	04/17/00	714.242555
1928	04/18/00	573.4267051
1929	04/19/00	406.36812
1930	04/20/00	321.699952
1931	04/24/00	418.0097684
1932	04/25/00	536.674671
1933	04/26/00	430.137876
1934	04/27/00	416.036194
1935	04/28/00	366.871806
1936	05/01/00	366.3436681
1937	05/02/00	355.8659413
1938	05/03/00	405.782552
1939	05/04/00	313.364784
1940	05/05/00	302.626362
1941	05/08/00	270.792632
1942	05/09/00	295.689714
1943	05/10/00	483.253152
1944	05/11/00	344.430784
1945	05/12/00	288.209306
1946	05/15/00	335.90053
1947	05/16/00	347.0758316
1948	05/17/00	244.8946254
1949	05/18/00	217.5997946
1950	05/19/00	301.9109937
1951	05/22/00	356.15965
1952	05/23/00	301.0811001
1953	05/24/00	505.329656
1954	05/25/00	429.803151
1955	05/26/00	234.498152
1956	05/30/00	260.064252
1957	05/31/00	302.9032699
1958	06/01/00	343.1589306
1959	06/02/00	479.594616
1960	06/05/00	270.666536
1961	06/06/00	307.9749046
1962	06/07/00	329.388478
1963	06/08/00	309.9400516
1964	06/09/00	261.62796
1965	06/12/00	217.305343
1966	06/13/00	333.4611814
1967	06/14/00	295.5051348
1968	06/15/00	340.427126
1969	06/16/00	489.100324
1970	06/19/00	379.3164048
1971	06/20/00	323.117385
1972	06/21/00	298.044016
1973	06/22/00	347.4725629
1974	06/23/00	230.750624
1975	06/26/00	280.13279
1976	06/27/00	372.2663136
1977	06/28/00	343.42337
1978	06/29/00	337.3803203
1979	06/30/00	679.1692011
1980	07/03/00	115.916869
1981	07/05/00	317.848309
1982	07/06/00	322.8682481
1983	07/07/00	300.7434327
1984	07/10/00	228.3276967
1985	07/11/00	326.2123394
1986	07/12/00	291.679596
1987	07/13/00	328.185816
1988	07/14/00	263.214006
1989	07/17/00	286.36848
1990	07/18/00	256.65834
1991	07/19/00	290.335044
1992	07/20/00	328.972046
1993	07/21/00	324.8840267
1994	07/24/00	308.4307222
1995	07/25/00	300.232874
1996	07/26/00	423.8176319
1997	07/27/00	342.201888
1998	07/28/00	357.5628
1999	07/31/00	336.353534
2000	08/01/00	281.9291676
2001	08/02/00	300.2001407
2002	08/03/00	356.749272
2003	08/04/00	304.28524
2004	08/07/00	269.886004
2005	08/08/00	339.064506
2006	08/09/00	334.12854
2007	08/10/00	273.264768
2008	08/11/00	242.6793393
2009	08/14/00	238.283038
2010	08/15/00	234.2957764
2011	08/16/00	262.57552
2012	08/17/00	259.812408
2013	08/18/00	203.082936
2014	08/21/00	181.685544
2015	08/22/00	224.629592
2016	08/23/00	228.74202
2017	08/24/00	245.5967784
2018	08/25/00	156.193392
2019	08/28/00	210.609224
2020	08/29/00	203.379228
2021	08/30/00	202.545816
2022	08/31/00	396.372924
2023	09/01/00	212.4456121
2024	09/05/00	241.6473058
2025	09/06/00	330.9503686
2026	09/07/00	315.3698652
2027	09/08/00	309.66303
2028	09/11/00	291.4451336
2029	09/12/00	333.320736
2030	09/13/00	353.3188696
2031	09/14/00	303.10488
2032	09/15/00	438.270252
2033	09/18/00	346.4614885
2034	09/19/00	323.4276829
2035	09/20/00	448.86432
2036	09/21/00	391.3558387
2037	09/22/00	511.3891488
2038	09/25/00	368.625952
2039	09/26/00	460.1574514
2040	09/27/00	448.4887252
2041	09/28/00	492.7568501
2042	09/29/00	444.1959379
2043	10/02/00	417.284352
2044	10/03/00	455.7993347
2045	10/04/00	438.7906139
2046	10/05/00	435.0981832
2047	10/06/00	496.1186232
2048	10/09/00	231.576456
2049	10/10/00	383.52384
2050	10/11/00	581.0711384
2051	10/12/00	817.3161117
2052	10/13/00	541.0862041
2053	10/16/00	397.243594
2054	10/17/00	555.1737853
2055	10/18/00	865.1208998
2056	10/19/00	539.2255473
2057	10/20/00	566.2587868
2058	10/23/00	437.604272
2059	10/24/00	518.2069934
2060	10/25/00	518.227996
2061	10/26/00	567.2442938
2062	10/27/00	434.2267118
2063	10/30/00	520.553131
2064	10/31/00	584.450272
2065	11/01/00	442.509424
2066	11/02/00	396.5158781
2067	11/03/00	344.6554539
2068	11/06/00	326.1594218
2069	11/07/00	247.180531
2070	11/08/00	338.9415631
2071	11/09/00	458.7763664
2072	11/10/00	374.0948626
2073	11/13/00	483.6791763
2074	11/14/00	363.576436
2075	11/15/00	341.013288
2076	11/16/00	307.0488143
2077	11/17/00	387.720288
2078	11/20/00	359.160966
2079	11/21/00	423.8426659
2080	11/22/00	326.149152
2081	11/24/00	98.10000488
2082	11/27/00	328.2588449
2083	11/28/00	384.423416
2084	11/29/00	146.219644
2085	11/30/00	575.8942241
2086	12/01/00	486.302976
2087	12/04/00	523.0205703
2088	12/05/00	486.4681193
2089	12/06/00	673.8608856
2090	12/07/00	386.23848
2091	12/08/00	491.8811906
2092	12/11/00	493.332696
2093	12/12/00	418.9290873
2094	12/13/00	416.4565082
2095	12/14/00	377.7803366
2096	12/15/00	59.727686
2097	12/18/00	435.9674727
2098	12/19/00	561.6780924
2099	12/20/00	577.866184
2100	12/21/00	715.9606358
2101	12/22/00	443.5476841
2102	12/26/00	269.4274443
2103	12/27/00	430.0867326
2104	12/28/00	369.5894944
2105	12/29/00	367.9131614
2106	01/02/01	526.7860719
2107	01/03/01	159.0000201
2108	01/04/01	119.7140002
2109	01/05/01	712.1807
2110	01/08/01	458.6155282
2111	01/09/01	493.1624478
2112	01/10/01	521.9579221
2113	01/11/01	574.443072
2114	01/12/01	515.26156
2115	01/16/01	468.7279196
2116	01/17/01	505.264944
2117	01/18/01	532.3668764
2118	01/19/01	483.17106
2119	01/22/01	439.73592
2120	01/23/01	387.0733981
2121	01/24/01	408.81377
2122	01/25/01	454.79216
2123	01/26/01	404.08596
2124	01/29/01	333.3798771
2125	01/30/01	391.6333562
2126	01/31/01	475.4398533
2127	02/01/01	340.22708
2128	02/02/01	321.145888
2129	02/05/01	305.35872
2130	02/06/01	315.252192
2131	02/07/01	400.5401511
2132	02/08/01	337.009536
2133	02/09/01	318.7244345
2134	02/12/01	309.5478995
2135	02/13/01	364.987392
2136	02/14/01	352.2448758
2137	02/15/01	379.5788265
2138	02/16/01	369.340216
2139	02/20/01	418.2316639
2140	02/21/01	435.2533485
2141	02/22/01	567.6270763
2142	02/23/01	455.4209192
2143	02/26/01	400.676364
2144	02/27/01	360.2665067
2145	02/28/01	460.234921
2146	03/01/01	476.9246072
2147	03/02/01	525.05344
2148	03/05/01	247.102156
2149	03/06/01	274.0090621
2150	03/07/01	336.795515
2151	03/08/01	350.3844399
2152	03/09/01	384.1154183
2153	03/12/01	614.168138
2154	03/13/01	512.011395
2155	03/14/01	645.1516615
2156	03/15/01	381.7796497
2157	03/16/01	616.2971756
2158	03/19/01	380.8132896
2159	03/20/01	562.2603606
2160	03/21/01	559.6030713
2161	03/22/01	892.7302431
2162	03/23/01	521.6238208
2163	03/26/01	368.4555
2164	03/27/01	563.3844254
2165	03/28/01	443.5155293
2166	03/29/01	452.5059633
2167	03/30/01	401.428336
2168	04/02/01	487.3035881
2169	04/03/01	546.5530784
2170	04/04/01	555.3671025
2171	04/05/01	605.62728
2172	04/06/01	444.418776
2173	04/09/01	318.234204
2174	04/10/01	508.1244
2175	04/11/01	448.7921571
2176	04/12/01	347.69202
2177	04/16/01	266.1642453
2178	04/17/01	339.970344
2179	04/18/01	1133.532589
2180	04/19/01	445.281732
2181	04/20/01	415.0371709
2182	04/23/01	280.145916
2183	04/24/01	356.6291306
2184	04/25/01	364.462116
2185	04/26/01	385.722648
2186	04/27/01	286.1825036
2187	04/30/01	376.40652
2188	05/01/01	350.5507655
2189	05/02/01	399.358207
2190	05/03/01	287.9683611
2191	05/04/01	380.3256758
2192	05/07/01	224.69473
2193	05/08/01	248.1435249
2194	05/09/01	254.857944
2195	05/10/01	235.1051901
2196	05/11/01	229.477026
2197	05/14/01	171.08217
2198	05/15/01	242.891316
2199	05/16/01	672.5062997
2200	05/17/01	419.043072
2201	05/18/01	284.803288
2202	05/21/01	336.7263308
2203	05/22/01	313.58752
2204	05/23/01	312.387744
2205	05/24/01	298.2787017
2206	05/25/01	180.451264
2207	05/29/01	256.00752
2208	05/30/01	312.9957727
2209	05/31/01	275.6415376
2210	06/01/01	274.20225
2211	06/04/01	190.0444277
2212	06/05/01	292.467584
2213	06/06/01	252.9445876
2214	06/07/01	249.769008
2215	06/08/01	155.072748
2216	06/11/01	190.78682
2217	06/12/01	301.1043015
2218	06/13/01	264.527956
2219	06/14/01	336.1547253
2220	06/15/01	485.0386938
2221	06/18/01	277.533172
2222	06/19/01	330.2553191
2223	06/20/01	392.4470587
2224	06/21/01	519.4221453
2225	06/22/01	285.003672
2226	06/25/01	307.9523166
2227	06/26/01	344.6837408
2228	06/27/01	299.1012898
2229	06/28/01	407.0696272
2230	06/29/01	650.2312469
2231	07/02/01	349.8181419
2232	07/03/01	104.5207038
2233	07/05/01	199.9751032
2234	07/06/01	324.9986618
2235	07/09/01	233.5675449
2236	07/10/01	382.6912974
2237	07/11/01	424.1574352
2238	07/12/01	407.66136
2239	07/13/01	270.7895893
2240	07/16/01	285.393906
2241	07/17/01	396.5015148
2242	07/18/01	397.8911737
2243	07/19/01	372.9556089
2244	07/20/01	248.3244652
2245	07/23/01	266.3840394
2246	07/24/01	357.9078556
2247	07/25/01	393.0980678
2248	07/26/01	317.1556614
2249	07/27/01	203.1716766
2250	07/30/01	192.9201178
2251	07/31/01	310.033152
2252	08/01/01	316.3376136
2253	08/02/01	254.0642887
2254	08/03/01	199.1460188
2255	08/06/01	172.3726052
2256	08/07/01	197.95732
2257	08/08/01	297.0293689
2258	08/09/01	221.9552291
2259	08/10/01	296.6009931
2260	08/13/01	159.035112
2261	08/14/01	174.004194
2262	08/15/01	257.18256
2263	08/16/01	277.221918
2264	08/17/01	268.1176258
2265	08/20/01	217.2596857
2266	08/21/01	316.094352
2267	08/22/01	268.469252
2268	08/23/01	211.470866
2269	08/24/01	310.137048
2270	08/27/01	137.47019
2271	08/28/01	227.3093954
2272	08/29/01	252.6532206
2273	08/30/01	369.9507295
2274	08/31/01	207.4825428
2275	09/04/01	447.9425402
2276	09/05/01	442.7769348
2277	09/06/01	396.6244807
2278	09/07/01	477.1974827
2279	09/10/01	394.9417618
2280	09/17/01	1256.527188
2281	09/18/01	632.0740157
2282	09/19/01	1139.498757
2283	09/20/01	815.813264
2284	09/21/01	1291.408099
2285	09/24/01	857.7028306
2286	09/25/01	553.0008241
2287	09/26/01	470.0703139
2288	09/27/01	527.137133
2289	09/28/01	538.827862
2290	10/01/01	319.52808
2291	10/02/01	339.7590991
2292	10/03/01	647.5798729
2293	10/04/01	446.2517119
2294	10/05/01	408.655688
2295	10/08/01	244.74021
2296	10/09/01	295.9980394
2297	10/10/01	434.168168
2298	10/11/01	543.0280404
2299	10/12/01	372.7387261
2300	10/15/01	242.2800756
2301	10/16/01	290.1447373
2302	10/17/01	492.7750043
2303	10/18/01	314.853591
2304	10/19/01	324.52783
2305	10/22/01	373.3617082
2306	10/23/01	330.32614
2307	10/24/01	318.1625668
2308	10/25/01	475.343316
2309	10/26/01	320.0729468
2310	10/29/01	343.4882841
2311	10/30/01	328.7352282
2312	10/31/01	356.2755416
2313	11/01/01	438.9050053
2314	11/02/01	284.9850461
2315	11/05/01	263.6689163
2316	11/06/01	422.5974
2317	11/07/01	335.4377764
2318	11/08/01	391.6515833
2319	11/09/01	233.6356663
2320	11/12/01	292.016284
2321	11/13/01	356.0341777
2322	11/14/01	374.1436974
2323	11/15/01	322.9426279
2324	11/16/01	286.0297517
2325	11/19/01	281.1368
2326	11/20/01	263.7919747
2327	11/21/01	191.3056921
2328	11/23/01	73.390361
2329	11/26/01	217.3283157
2330	11/27/01	316.08808
2331	11/28/01	322.2260138
2332	11/29/01	335.0792412
2333	11/30/01	260.040344
2334	12/03/01	252.6931963
2335	12/04/01	312.5504174
2336	12/05/01	563.3425258
2337	12/06/01	330.6857821
2338	12/07/01	276.7259258
2339	12/10/01	311.6825332
2340	12/11/01	368.4604
2341	12/12/01	348.1744413
2342	12/13/01	357.6964826
2343	12/14/01	297.03564
2344	12/17/01	313.184192
2345	12/18/01	257.36832
2346	12/19/01	394.9685425
2347	12/20/01	340.5047177
2348	12/21/01	359.85642
2349	12/24/01	56.06672044
2350	12/26/01	149.6603041
2351	12/27/01	132.8558479
2352	12/28/01	140.921814
2353	12/31/01	165.8377
2354	01/02/02	276.5433751
2355	01/03/02	314.5006908
2356	01/04/02	317.3214766
2357	01/07/02	271.8516636
2358	01/08/02	260.69748
2359	01/09/02	381.48396
2360	01/10/02	283.493774
2361	01/11/02	273.4652422
2362	01/14/02	266.143296
2363	01/15/02	323.9937015
2364	01/16/02	388.8893916
2365	01/17/02	311.5161648
2366	01/18/02	267.8199646
2367	01/22/02	332.1627
2368	01/23/02	392.20988
2369	01/24/02	397.082016
2370	01/25/02	339.0593651
2371	01/28/02	252.527304
2372	01/29/02	681.20328
2373	01/30/02	764.398404
2374	01/31/02	407.9806932
2375	02/01/02	310.860264
2376	02/04/02	420.368616
2377	02/05/02	513.5908322
2378	02/06/02	405.0392544
2379	02/07/02	342.45208
2380	02/08/02	400.4027433
2381	02/11/02	306.9279451
2382	02/12/02	193.7390633
2383	02/13/02	263.9232609
2384	02/14/02	237.117644
2385	02/15/02	301.511336
2386	02/19/02	261.016471
2387	02/20/02	454.5053329
2388	02/21/02	393.576392
2389	02/22/02	431.4555996
2390	02/25/02	367.9673228
2391	02/26/02	333.91146
2392	02/27/02	404.0068494
2393	02/28/02	318.1872954
2394	03/01/02	452.3597601
2395	03/04/02	547.626118
2396	03/05/02	449.3899487
2397	03/06/02	375.0753472
2398	03/07/02	391.2919545
2399	03/08/02	350.93848
2400	03/11/02	252.7260794
2401	03/12/02	287.463672
2402	03/13/02	299.24754
2403	03/14/02	235.196216
2404	03/15/02	316.0943078
2405	03/18/02	255.149822
2406	03/19/02	241.1482623
2407	03/20/02	233.9424663
2408	03/21/02	335.911536
2409	03/22/02	265.3077802
2410	03/25/02	256.1916507
2411	03/26/02	295.31586
2412	03/27/02	224.0537799
2413	03/28/02	224.803364
2414	04/01/02	218.5136303
2415	04/02/02	223.9024821
2416	04/03/02	318.4270706
2417	04/04/02	235.4874457
2418	04/05/02	259.642489
2419	04/08/02	274.745044
2420	04/09/02	254.9989008
2421	04/10/02	379.7117834
2422	04/11/02	465.9832
2423	04/12/02	292.7547067
2424	04/15/02	250.01726
2425	04/16/02	355.0957535
2426	04/17/02	333.2648683
2427	04/18/02	441.0248746
2428	04/19/02	221.962338
2429	04/22/02	287.1064765
2430	04/23/02	332.1569623
2431	04/24/02	309.848848
2432	04/25/02	363.5083593
2433	04/26/02	346.8618382
2434	04/29/02	322.1146548
2435	04/30/02	469.9162625
2436	05/01/02	497.5253841
2437	05/02/02	289.19528
2438	05/03/02	307.6120523
2439	05/06/02	338.6771747
2440	05/07/02	319.1537805
2441	05/08/02	534.4116
2442	05/09/02	251.872836
2443	05/10/02	262.7282682
2444	05/13/02	278.6598444
2445	05/14/02	321.4451177
2446	05/15/02	326.6459853
2447	05/16/02	258.1182191
2448	05/17/02	243.576072
2449	05/20/02	191.08089
2450	05/21/02	305.967948
2451	05/22/02	223.1352373
2452	05/23/02	268.0088358
2453	05/24/02	178.27529
2454	05/28/02	226.0958777
2455	05/29/02	211.9137895
2456	05/30/02	290.9259775
2457	05/31/02	266.0232643
2458	06/03/02	437.7473756
2459	06/04/02	377.4734915
2460	06/05/02	291.3394018
2461	06/06/02	428.4973486
2462	06/07/02	337.8063969
2463	06/10/02	287.445819
2464	06/11/02	371.309624
2465	06/12/02	541.4993467
2466	06/13/02	305.316772
2467	06/14/02	479.1056802
2468	06/17/02	339.1746656
2469	06/18/02	223.75398
2470	06/19/02	328.5603431
2471	06/20/02	330.7624894
2472	06/21/02	404.31886
2473	06/24/02	576.3096178
2474	06/25/02	557.3594652
2475	06/26/02	126.2642295
2476	06/27/02	668.0291084
2477	06/28/02	643.4621305
2478	07/01/02	458.2840053
2479	07/02/02	488.1447271
2480	07/03/02	469.6915737
2481	07/05/02	241.069192
2482	07/08/02	293.944392
2483	07/09/02	393.1638737
2484	07/10/02	755.4124997
2485	07/11/02	790.6448144
2486	07/12/02	559.1340677
2487	07/15/02	1285.855056
2488	07/16/02	647.8761688
2489	07/17/02	934.89899
2490	07/18/02	578.3962667
2491	07/19/02	1103.866718
2492	07/22/02	1134.663275
2493	07/23/02	1018.295863
2494	07/24/02	2091.495434
2495	07/25/02	1205.197087
2496	07/26/02	557.1681711
2497	07/29/02	855.7618668
2498	07/30/02	589.4801077
2499	07/31/02	676.596204
2500	08/01/02	548.013363
2501	08/02/02	594.5679236
2502	08/05/02	541.0770471
2503	08/06/02	639.4801215
2504	08/07/02	520.5222
2505	08/08/02	644.5348595
2506	08/09/02	370.9370448
2507	08/12/02	233.2021278
2508	08/13/02	461.9292806
2509	08/14/02	741.6689591
2510	08/15/02	441.5812984
2511	08/16/02	322.4363908
2512	08/19/02	411.4777063
2513	08/20/02	262.4327536
2514	08/21/02	358.5850395
2515	08/22/02	369.0074628
2516	08/23/02	262.6353728
2517	08/26/02	262.1568118
2518	08/27/02	382.2014696
2519	08/28/02	253.8457598
2520	08/29/02	324.4355722
2521	08/30/02	222.1252206
2522	09/03/02	498.1277359
2523	09/04/02	381.5123961
2524	09/05/02	345.6166241
2525	09/06/02	272.8377226
2526	09/09/02	334.6801931
2527	09/10/02	252.952344
2528	09/11/02	188.546286
2529	09/12/02	286.126992
2530	09/13/02	303.6927553
2531	09/16/02	221.079078
2532	09/17/02	490.6842997
2533	09/18/02	405.3750527
2534	09/19/02	405.04872
2535	09/20/02	380.862432
2536	09/23/02	340.7311889
2537	09/24/02	478.6740816
2538	09/25/02	492.1965545
2539	09/26/02	471.7185
2540	09/27/02	500.7702684
2541	09/30/02	529.0445428
2542	10/01/02	722.831679
2543	10/02/02	500.8535694
2544	10/03/02	511.0071552
2545	10/04/02	713.699422
2546	10/07/02	499.6874299
2547	10/08/02	748.3114987
2548	10/09/02	536.5549438
2549	10/10/02	850.2637659
2550	10/11/02	702.4000861
2551	10/14/02	268.4831112
2552	10/15/02	824.1606
2553	10/16/02	433.9095825
2554	10/17/02	636.8099009
2555	10/18/02	380.5938726
2556	10/21/02	561.8122448
2557	10/22/02	372.303744
2558	10/23/02	461.8803513
2559	10/24/02	601.0494551
2560	10/25/02	354.106872
2561	10/28/02	441.9757215
2562	10/29/02	451.5368366
2563	10/30/02	324.7537663
2564	10/31/02	402.1184922
2565	11/01/02	431.450488
2566	11/04/02	456.2764069
2567	11/05/02	315.9386045
2568	11/06/02	454.847072
2569	11/07/02	364.2312621
2570	11/08/02	338.4086675
2571	11/11/02	251.1929556
2572	11/12/02	373.3593607
2573	11/13/02	418.2689697
2574	11/14/02	297.9622566
2575	11/15/02	281.7001136
2576	11/18/02	291.3425755
2577	11/19/02	281.9640555
2578	11/20/02	413.3125113
2579	11/21/02	703.397847
2580	11/22/02	344.767724
2581	11/25/02	315.4296
2582	11/26/02	324.896928
2583	11/27/02	399.8508455
2584	11/29/02	95.46372085
2585	12/02/02	513.825
2586	12/03/02	345.53206
2587	12/04/02	370.3884715
2588	12/05/02	280.8949504
2589	12/06/02	295.4438626
2590	12/09/02	271.7546
2591	12/10/02	263.8430489
2592	12/11/02	278.9566639
2593	12/12/02	246.6664437
2594	12/13/02	250.829184
2595	12/16/02	289.263568
2596	12/17/02	221.7814173
2597	12/18/02	268.8052059
2598	12/19/02	315.7634633
2599	12/20/02	338.8256608
2600	12/23/02	172.397737
2601	12/24/02	52.94855615
2602	12/26/02	141.1553313
2603	12/27/02	149.966016
2604	12/30/02	201.764772
2605	12/31/02	200.3057641
2606	01/02/03	357.254688
2607	01/03/03	187.93896
2608	01/06/03	355.8878229
2609	01/07/03	281.489084
2610	01/08/03	293.109072
2611	01/09/03	339.22483
2612	01/10/03	285.2562283
2613	01/13/03	244.3106166
2614	01/14/03	203.9442805
2615	01/15/03	273.8461559
2616	01/16/03	311.539133
2617	01/17/03	233.909215
2618	01/21/03	306.29488
2619	01/22/03	347.371648
2620	01/23/03	387.4296676
2621	01/24/03	434.471572
2622	01/27/03	342.1031826
2623	01/28/03	289.5000373
2624	01/29/03	409.0924516
2625	01/30/03	380.0216941
2626	01/31/03	373.6538477
2627	02/03/03	196.89232
2628	02/04/03	273.887888
2629	02/05/03	308.353032
2630	02/06/03	251.5379054
2631	02/07/03	266.034048
2632	02/10/03	229.1289218
2633	02/11/03	277.3454136
2634	02/12/03	217.5244795
2635	02/13/03	320.3037441
2636	02/14/03	325.3053748
2637	02/18/03	257.064416
2638	02/19/03	177.914996
2639	02/20/03	230.6165268
2640	02/21/03	296.3904496
2641	02/24/03	232.662976
2642	02/25/03	342.1560496
2643	02/26/03	243.694864
2644	02/27/03	226.8073473
2645	02/28/03	221.2111588
2646	03/03/03	228.010623
2647	03/04/03	213.7476709
2648	03/05/03	215.8574242
2649	03/06/03	220.99392
2650	03/07/03	334.4477072
2651	03/10/03	243.0056624
2652	03/11/03	265.52364
2653	03/12/03	300.753
2654	03/13/03	529.8873713
2655	03/14/03	308.9196714
2656	03/17/03	680.1679872
2657	03/18/03	304.7063003
2658	03/19/03	277.043414
2659	03/20/03	305.9670578
2660	03/21/03	492.9668944
2661	03/24/03	450.0156977
2662	03/25/03	267.0533648
2663	03/26/03	207.839548
2664	03/27/03	230.096121
2665	03/28/03	189.0316299
2666	03/31/03	357.2151376
2667	04/01/03	271.34604
2668	04/02/03	431.2968246
2669	04/03/03	242.2834107
2670	04/04/03	213.027156
2671	04/07/03	415.57104
2672	04/08/03	197.8987157
2673	04/09/03	296.7100877
2674	04/10/03	210.0546577
2675	04/11/03	232.874984
2676	04/14/03	225.7363028
2677	04/15/03	279.9641337
2678	04/16/03	384.008688
2679	04/17/03	308.6662422
2680	04/21/03	170.6353159
2681	04/22/03	442.528248
2682	04/23/03	315.217504
2683	04/24/03	271.4585457
2684	04/25/03	259.4925204
2685	04/28/03	286.8578056
2686	04/29/03	250.106864
2687	04/30/03	277.6840551
2688	05/01/03	266.2796561
2689	05/02/03	347.3238852
2690	05/05/03	246.5073775
2691	05/06/03	282.57648
2692	05/07/03	238.89981
2693	05/08/03	214.38984
2694	05/09/03	205.134404
2695	05/12/03	303.170544
2696	05/13/03	207.3545773
2697	05/14/03	236.8761532
2698	05/15/03	230.4388429
2699	05/16/03	228.8811699
2700	05/19/03	303.7545529
2701	05/20/03	299.7052236
2702	05/21/03	274.008076
2703	05/22/03	224.488525
2704	05/23/03	185.5424801
2705	05/27/03	442.22712
2706	05/28/03	254.8029705
2707	05/29/03	401.2709588
2708	05/30/03	313.407504
2709	06/02/03	343.8049934
2710	06/03/03	216.8194116
2711	06/04/03	314.3353592
2712	06/05/03	340.8718294
2713	06/06/03	440.634048
2714	06/09/03	260.9425628
2715	06/10/03	210.5047594
2716	06/11/03	291.764
2717	06/12/03	281.5149118
2718	06/13/03	243.63856
2719	06/16/03	293.311994
2720	06/17/03	254.0940785
2721	06/18/03	264.9944163
2722	06/19/03	324.1363772
2723	06/20/03	266.8407
2724	06/23/03	295.6841622
2725	06/24/03	220.9757161
2726	06/25/03	307.759872
2727	06/26/03	228.9071154
2728	06/27/03	250.5806826
2729	06/30/03	262.538752
2730	07/01/03	327.7272736
2731	07/02/03	218.3234054
2732	07/03/03	116.7108828
2733	07/07/03	308.6570249
2734	07/08/03	249.7761159
2735	07/09/03	311.15758
2736	07/10/03	258.5494744
2737	07/11/03	203.2242714
2738	07/14/03	275.2765049
2739	07/15/03	312.5582388
2740	07/16/03	299.8248
2741	07/17/03	318.0750423
2742	07/18/03	242.93734
2743	07/21/03	244.2554625
2744	07/22/03	306.9872242
2745	07/23/03	252.3992999
2746	07/24/03	344.5546041
2747	07/25/03	327.3504075
2748	07/28/03	230.9239771
2749	07/29/03	289.3164799
2750	07/30/03	196.5084465
2751	07/31/03	344.46576
2752	08/01/03	231.1872394
2753	08/04/03	261.3399723
2754	08/05/03	250.6592421
2755	08/06/03	279.189762
2756	08/07/03	232.7077446
2757	08/08/03	144.1157495
2758	08/11/03	154.975742
2759	08/12/03	187.6787303
2760	08/13/03	165.315488
2761	08/14/03	193.80444
2762	08/15/03	68.13613419
2763	08/18/03	177.743588
2764	08/19/03	228.0602212
2765	08/20/03	157.960968
2766	08/21/03	241.5427915
2767	08/22/03	278.4161122
2768	08/25/03	135.0177106
2769	08/26/03	199.0942224
2770	08/27/03	113.330406
2771	08/28/03	197.15184
2772	08/29/03	116.937227
2773	09/02/03	303.4964884
2774	09/03/03	279.875468
2775	09/04/03	245.7963394
2776	09/05/03	234.856908
2777	09/08/03	190.1135713
2778	09/09/03	222.364116
2779	09/10/03	272.8014975
2780	09/11/03	221.9063543
2781	09/12/03	208.7302314
2782	09/15/03	166.9269824
2783	09/16/03	225.999392
2784	09/17/03	175.533012
2785	09/18/03	267.056184
2786	09/19/03	207.8204012
2787	09/22/03	222.562352
2788	09/23/03	187.3536764
2789	09/24/03	329.65416
2790	09/25/03	278.4141
2791	09/26/03	220.7277452
2792	09/29/03	234.8466845
2793	09/30/03	308.4297538
2794	10/01/03	309.5478753
2795	10/02/03	179.3901645
2796	10/03/03	328.7527583
2797	10/06/03	135.09786
2798	10/07/03	204.6176451
2799	10/08/03	161.5999959
2800	10/09/03	285.3184568
2801	10/10/03	133.8695571
2802	10/13/03	144.8896205
2803	10/14/03	173.6397924
2804	10/15/03	258.6934824
2805	10/16/03	225.9813749
2806	10/17/03	207.3968
2807	10/20/03	177.7896217
2808	10/21/03	190.18608
2809	10/22/03	313.511576
2810	10/23/03	230.2972696
2811	10/24/03	238.9228714
2812	10/27/03	196.4143332
2813	10/28/03	288.417276
2814	10/29/03	260.8916853
2815	10/30/03	266.8959638
2816	10/31/03	201.0624417
2817	11/03/03	198.0611312
2818	11/04/03	192.056448
2819	11/05/03	191.8783752
2820	11/06/03	218.6229478
2821	11/07/03	252.6636944
2822	11/10/03	197.222524
2823	11/11/03	148.3001209
2824	11/12/03	246.3551882
2825	11/13/03	214.6139499
2826	11/14/03	284.8623593
2827	11/17/03	236.0772595
2828	11/18/03	258.4139891
2829	11/19/03	195.7869154
2830	11/20/03	237.7181117
2831	11/21/03	173.0457213
2832	11/24/03	206.793444
2833	11/25/03	190.4656924
2834	11/26/03	163.5133872
2835	11/28/03	48.2152912
2836	12/01/03	227.8375106
2837	12/02/03	191.075248
2838	12/03/03	216.4568332
2839	12/04/03	238.6462462
2840	12/05/03	171.0357533
2841	12/08/03	210.2724335
2842	12/09/03	236.2092952
2843	12/10/03	218.85264
2844	12/11/03	231.7432961
2845	12/12/03	177.4840456
2846	12/15/03	283.766072
2847	12/16/03	289.39539
2848	12/17/03	211.3387983
2849	12/18/03	254.4271012
2850	12/19/03	258.223908
2851	12/22/03	194.051046
2852	12/23/03	178.403376
2853	12/24/03	53.1477754
2854	12/26/03	30.86058829
2855	12/29/03	146.199104
2856	12/30/03	120.084234
2857	12/31/03	114.6176286
2858	01/02/04	216.28266
2859	01/05/04	258.9352845
2860	01/06/04	193.8366458
2861	01/07/04	265.19719
2862	01/08/04	320.24376
2863	01/09/04	314.8192779
2864	01/12/04	231.3324458
2865	01/13/04	316.0839603
2866	01/14/04	222.5856066
2867	01/15/04	312.7444618
2868	01/16/04	280.8491032
