x	nHPSseries
1992	78.164
1993	-92.160
1994	30.237
1995	-44.254
1996	26.310
1997	-40.331
1998	65.127
1999	-79.119
2000	22.218
2001	-36.205
2002	54.481
2003	-68.486
2004	85.643
2005	-99.643
2006	53.177
2007	-67.161
2008	-5.171
2009	-8.804
2010	60.360
2011	-74.351
2012	-3.693
2013	-10.316
2014	-3.814
2015	-10.182
2016	84.630
2017	-98.638
2018	86.447
2019	-100.451
2020	57.843
2021	-71.843
2022	60.672
2023	-74.676
2024	90.402
2025	-104.402
2026	74.651
2027	-88.630
2028	76.788
2029	-90.788
2030	25.435
2031	-39.456
2032	-6.190
2033	-7.810
2034	32.802
2035	-46.790
2036	-1.380
2037	-12.620
2038	70.598
2039	-84.623
2040	68.088
2041	-82.088
2042	89.361
2043	-103.365
2044	-5.202
2045	-8.798
2046	81.456
2047	-95.464
2048	90.105
2049	-104.105
2050	48.890
2051	-62.894
2052	-5.293
2053	-8.707
2054	59.947
2055	-73.947
2056	13.714
2057	-26.867
2058	72.805
2059	-85.017
2060	72.344
2061	-83.699
2062	3.382
2063	-14.837
2064	54.536
2065	-66.158
2066	72.355
2067	-84.060
2068	72.268
2069	-84.157
2070	21.390
2071	-33.357
2072	91.531
2073	-103.686
2074	33.403
2075	-45.658
2076	60.593
2077	-73.015
2078	15.670
2079	-28.188
2080	15.282
2081	-27.971
2082	22.487
2083	-35.275
2084	6.275
2085	-19.230
2086	28.145
2087	-42.610
2088	12.893
2089	-28.893
2090	30.987
2091	-46.983
2092	50.330
2093	-66.330
2094	85.796
2095	-101.809
2096	24.704
2097	-40.704
2098	10.379
2099	-26.379
2100	52.025
2101	-68.025
2102	79.100
2103	-95.087
2104	8.371
2105	-24.371
2106	62.912
2107	-78.929
2108	42.396
2109	-58.396
2110	21.801
2111	-37.805
2112	-7.641
2113	-8.359
2114	1.327
2115	-17.327
2116	31.607
2117	-47.607
2118	55.570
2119	-71.595
2120	24.177
2121	-40.177
2122	47.800
2123	-63.805
2124	87.830
2125	-103.830
2126	36.252
2127	-52.235
2128	28.926
2129	-44.926
2130	30.366
2131	-46.345
2132	-7.995
2133	-8.005
2134	72.588
2135	-88.592
2136	-2.796
2137	-13.204
2138	35.955
2139	-51.938
2140	18.032
2141	-34.032
2142	27.637
2143	-43.645
2144	79.018
2145	-95.018
2146	50.610
2147	-66.623
2148	2.008
2149	-18.008
2150	-5.976
2151	-10.024
2152	25.857
2153	-41.857
2154	74.578
2155	-90.586
2156	7.243
2157	-23.243
2158	26.983
2159	-42.974
2160	31.865
2161	-47.010
2162	51.446
2163	-65.701
2164	73.048
2165	-86.439
2166	-0.626
2167	-12.865
2168	9.424
2169	-23.082
2170	62.209
2171	-75.979
2172	12.650
2173	-26.574
2174	74.039
2175	-88.034
2176	74.220
2177	-88.411
2178	61.929
2179	-76.236
2180	85.982
2181	-100.440
2182	17.314
2183	-31.876
2184	70.239
2185	-84.963
2186	26.013
2187	-40.829
2188	-4.915
2189	-10.076
2190	91.855
2191	-108.359
2192	47.319
2193	-65.319
2194	38.153
2195	-56.169
2196	4.614
2197	-22.614
2198	49.896
2199	-67.904
2200	-2.255
2201	-15.745
2202	82.209
2203	-100.225
2204	8.958
2205	-26.958
2206	69.592
2207	-87.588
2208	76.633
2209	-94.633
2210	76.596
2211	-94.604
2212	71.281
2213	-89.281
2214	86.173
2215	-104.185
2216	88.616
2217	-106.616
2218	-2.180
2219	-15.837
2220	67.463
2221	-85.463
2222	65.706
2223	-83.697
2224	-3.284
2225	-14.716
2226	57.244
2227	-75.244
2228	9.861
2229	-27.861
2230	79.650
2231	-97.638
2232	81.382
2233	-99.382
2234	17.667
2235	-35.647
2236	19.508
2237	-37.508
2238	56.625
2239	-74.625
2240	44.830
2241	-62.830
2242	88.572
2243	-106.580
2244	74.974
2245	-92.974
2246	26.743
2247	-44.743
2248	20.798
2249	-38.798
2250	87.884
2251	-105.876
2252	86.632
2253	-104.632
2254	14.936
2255	-32.944
2256	38.077
2257	-56.077
2258	67.491
2259	-85.508
2260	88.790
2261	-106.790
2262	3.585
2263	-21.560
2264	11.589
2265	-29.589
2266	17.902
2267	-35.877
2268	36.967
2269	-54.967
2270	73.671
2271	-91.671
2272	49.599
2273	-67.599
2274	74.248
2275	-92.261
2276	0.628
2277	-18.628
2278	72.815
2279	-90.815
2280	28.996
2281	-44.942
2282	23.930
2283	-38.769
2284	70.130
2285	-83.777
2286	80.698
2287	-93.658
2288	30.502
2289	-42.825
2290	40.825
2291	-52.484
2292	47.961
2293	-58.959
2294	22.497
2295	-32.807
2296	10.218
2297	-19.891
2298	-2.700
2299	-6.297
2300	0.130
2301	-8.440
2302	11.556
2303	-19.211
2304	23.153
2305	-30.155
2306	18.336
2307	-24.671
2308	96.132
2309	-102.476
2310	90.247
2311	-97.945
2312	47.989
2313	-56.010
2314	63.947
2315	-71.939
2316	71.437
2317	-79.466
2318	51.292
2319	-59.288
2320	68.516
2321	-76.528
2322	27.315
2323	-35.315
2324	79.008
2325	-87.025
2326	52.406
2327	-60.402
2328	73.114
2329	-81.089
2330	27.418
2331	-35.368
2332	31.162
2333	-39.182
2334	42.418
2335	-50.460
2336	91.941
2337	-99.941
2338	24.393
2339	-32.393
2340	25.411
2341	-33.403
2342	25.437
2343	-33.420
2344	22.767
2345	-30.767
2346	15.768
2347	-23.768
2348	39.207
2349	-47.203
2350	27.542
2351	-35.534
2352	8.226
2353	-16.230
2354	74.000
2355	-82.009
2356	47.426
2357	-55.414
2358	68.439
2359	-76.414
2360	18.413
2361	-26.418
2362	81.890
2363	-89.899
2364	16.203
2365	-24.194
2366	54.805
2367	-62.788
2368	30.038
2369	-38.046
2370	18.941
2371	-26.958
2372	75.645
2373	-83.645
2374	25.451
2375	-33.451
2376	69.702
2377	-77.698
2378	9.446
2379	-17.438
2380	2.147
2381	-10.139
2382	39.574
2383	-47.565
2384	47.511
2385	-55.502
2386	8.737
2387	-15.004
2388	71.268
2389	-74.493
2390	76.287
2391	-77.775
2392	11.799
2393	-11.549
2394	89.333
2395	-87.366
2396	96.732
2397	-93.015
2398	27.733
2399	-22.279
2400	61.829
2401	-54.649
2402	99.374
2403	-90.436
2404	89.401
2405	-78.763
2406	55.122
2407	-42.756
2408	83.297
2409	-69.176
2410	82.327
2411	-66.468
2412	94.160
2413	-77.002
2414	23.680
2415	-6.049
2416	44.658
2417	-26.698
2418	60.316
2419	-42.311
2420	90.295
2421	-72.287
2422	53.114
2423	-35.122
2424	80.551
2425	-62.522
2426	108.571
2427	-90.563
2428	82.148
2429	-64.152
2430	25.329
2431	-7.304
2432	102.514
2433	-84.535
2434	50.007
2435	-32.019
2436	64.491
2437	-46.478
2438	95.419
2439	-77.436
2440	93.988
2441	-76.001
2442	17.822
2443	0.191
2444	53.059
2445	-35.063
2446	15.106
2447	2.881
2448	34.826
2449	-16.835
2450	41.098
2451	-23.086
2452	71.158
2453	-53.162
2454	71.909
2455	-53.909
2456	83.130
2457	-65.146
2458	107.275
2459	-89.275
2460	85.413
2461	-67.430
2462	11.517
2463	6.483
2464	22.598
2465	-4.577
2466	33.344
2467	-15.344
2468	48.656
2469	-30.661
2470	53.729
2471	-35.729
2472	14.043
2473	3.945
2474	28.100
2475	-10.100
2476	12.472
2477	5.532
2478	86.201
2479	-68.201
2480	77.557
2481	-59.573
2482	73.115
2483	-55.115
2484	36.012
2485	-18.008
2486	62.782
2487	-44.782
2488	98.949
2489	-80.949
2490	34.627
2491	-16.627
2492	32.476
2493	-14.534
2494	41.061
2495	-23.946
2496	90.555
2497	-75.174
2498	56.149
2499	-43.461
2500	70.605
2501	-59.271
2502	11.017
2503	-1.004
2504	74.972
2505	-66.279
2506	9.716
2507	-2.356
2508	8.537
2509	-2.536
2510	44.651
2511	-39.975
2512	91.854
2513	-88.532
2514	62.432
2515	-60.431
2516	88.374
2517	-87.702
2518	17.635
2519	-18.309
2520	94.893
2521	-96.884
2522	42.955
2523	-45.608
2524	93.381
2525	-95.495
2526	10.586
2527	-12.586
2528	86.899
2529	-88.890
2530	3.678
2531	-5.674
2532	15.210
2533	-17.223
2534	48.543
2535	-50.547
2536	41.146
2537	-43.167
2538	21.012
2539	-23.028
2540	9.116
2541	-11.104
2542	39.686
2543	-41.677
2544	87.915
2545	-89.899
2546	62.539
2547	-64.547
2548	37.057
2549	-39.053
2550	56.812
2551	-58.816
2552	74.084
2553	-76.092
2554	83.079
2555	-85.075
2556	29.681
2557	-31.669
2558	41.611
2559	-43.607
2560	39.034
2561	-41.026
2562	12.040
2563	-14.035
2564	84.797
2565	-86.788
2566	81.114
2567	-83.097
2568	87.771
2569	-89.738
2570	0.793
2571	-2.814
2572	34.330
2573	-36.372
2574	66.457
2575	-68.465
2576	0.382
2577	-2.399
2578	7.928
2579	-9.944
2580	45.879
2581	-47.913
2582	58.568
2583	-60.576
2584	31.708
2585	-33.725
2586	54.609
2587	-56.613
2588	10.447
2589	-12.455
2590	93.368
2591	-95.364
2592	82.661
2593	-84.652
2594	81.757
2595	-83.782
2596	24.253
2597	-26.303
2598	74.078
2599	-76.074
2600	28.275
2601	-30.266
2602	51.103
2603	-51.935
2604	20.655
2605	-21.791
2606	9.946
2607	-13.190
2608	44.423
2609	-47.984
2610	46.398
2611	-52.047
2612	20.069
2613	-26.038
2614	9.370
2615	-17.398
2616	46.393
2617	-55.621
2618	50.338
2619	-60.766
2620	44.230
2621	-55.858
2622	93.633
2623	-106.448
2624	29.960
2625	-43.983
2626	73.296
2627	-88.512
2628	48.388
2629	-65.270
2630	27.036
2631	-46.458
2632	27.326
2633	-47.326
2634	60.562
2635	-80.545
2636	6.883
2637	-26.866
2638	66.960
2639	-86.973
2640	25.191
2641	-45.191
2642	79.037
2643	-99.037
2644	84.000
2645	-103.983
2646	63.605
2647	-83.625
2648	62.403
2649	-82.382
2650	8.414
2651	-28.418
2652	55.473
2653	-75.498
2654	16.565
2655	-36.553
2656	39.805
2657	-59.818
2658	25.327
2659	-45.319
2660	9.834
2661	-29.834
2662	48.277
2663	-68.285
2664	61.087
2665	-81.104
2666	34.895
2667	-54.916
2668	-4.704
2669	-15.296
2670	63.497
2671	-83.497
2672	65.595
2673	-85.599
2674	68.986
2675	-88.994
2676	21.434
2677	-41.430
2678	-0.012
2679	-19.980
2680	35.918
2681	-55.943
2682	75.833
2683	-95.883
2684	13.351
2685	-33.359
2686	56.956
2687	-76.973
2688	8.862
2689	-28.870
2690	15.587
2691	-35.604
2692	75.259
2693	-95.242
2694	76.040
2695	-96.006
2696	0.335
2697	-20.314
2698	7.717
2699	-27.675
2700	77.519
2701	-97.519
2702	-1.833
2703	-18.167
2704	3.297
2705	-18.642
2706	62.333
2707	-76.565
2708	83.797
2709	-96.221
2710	89.540
2711	-100.480
2712	-0.600
2713	-8.887
2714	33.823
2715	-41.839
2716	25.766
2717	-32.294
2718	16.866
2719	-21.945
2720	44.717
2721	-48.341
2722	73.301
2723	-75.438
2724	83.781
2725	-84.471
2726	27.634
2727	-26.850
2728	93.574
2729	-91.344
2730	31.967
2731	-29.016
2732	24.827
2733	-22.649
2734	85.166
2735	-83.178
2736	79.529
2737	-77.542
2738	64.609
2739	-62.605
2740	61.033
2741	-59.028
2742	68.612
2743	-66.617
2744	100.208
2745	-98.204
2746	70.540
2747	-68.536
2748	87.441
2749	-85.457
2750	22.992
2751	-21.000
2752	3.183
2753	-1.192
2754	42.143
2755	-40.147
2756	52.351
2757	-50.347
2758	13.992
2759	-11.975
2760	83.331
2761	-81.327
2762	12.876
2763	-10.876
2764	31.976
2765	-29.980
2766	15.585
2767	-13.585
2768	48.077
2769	-46.057
2770	11.126
2771	-9.126
2772	49.509
2773	-47.479
2774	36.660
2775	-34.660
2776	94.355
2777	-92.359
2778	92.179
2779	-90.179
2780	88.637
2781	-86.645
2782	10.793
2783	-8.793
2784	83.905
2785	-81.901
2786	21.214
2787	-19.214
2788	74.410
2789	-72.406
2790	100.182
2791	-98.182
2792	13.553
2793	-11.557
2794	62.608
2795	-60.608
2796	54.960
2797	-53.018
2798	98.406
2799	-96.850
2800	51.781
2801	-50.726
2802	99.283
2803	-98.670
2804	17.642
2805	-17.041
2806	63.631
2807	-63.018
2808	80.261
2809	-79.640
2810	90.372
2811	-89.759
2812	48.038
2813	-47.413
2814	71.981
2815	-71.368
2816	61.801
2817	-61.188
2818	94.827
2819	-94.214
2820	18.027
2821	-17.401
2822	81.296
2823	-80.683
2824	10.507
2825	-9.923
2826	4.457
2827	-3.844
2828	13.667
2829	-12.361
2830	3.449
2831	-1.449
2832	97.459
2833	-95.464
2834	88.576
2835	-86.576
2836	67.197
2837	-65.197
2838	30.292
2839	-28.292
2840	80.187
2841	-78.179
2842	70.719
2843	-68.719
2844	40.842
2845	-38.846
2846	86.477
2847	-84.477
2848	17.076
2849	-15.047
2850	29.835
2851	-27.835
2852	74.803
2853	-72.782
2854	23.912
2855	-21.912
2856	9.691
2857	-7.708
2858	32.619
2859	-30.619
2860	79.643
2861	-77.635
2862	10.271
2863	-8.271
2864	57.625
2865	-55.600
2866	3.150
2867	-1.150
2868	95.350
2869	-93.375
2870	6.568
2871	-4.568
2872	24.906
2873	-22.893
2874	16.859
2875	-14.859
2876	76.786
2877	-74.765
2878	9.994
2879	-7.994
2880	50.838
2881	-48.847
2882	54.543
2883	-52.543
2884	4.047
2885	-2.043
2886	58.260
2887	-56.260
2888	13.816
2889	-11.816
2890	59.154
2891	-57.154
2892	8.789
2893	-6.818
2894	52.459
2895	-50.459
2896	5.699
2897	-3.761
2898	93.059
2899	-91.509
2900	15.655
2901	-15.094
2902	96.713
2903	-98.163
2904	74.664
2905	-77.426
2906	64.539
2907	-68.643
2908	19.934
2909	-25.380
2910	25.000
2911	-31.767
2912	49.734
2913	-57.822
2914	52.340
2915	-61.803
2916	89.348
2917	-100.144
2918	3.895
2919	-15.992
2920	44.902
2921	-58.339
2922	13.186
2923	-27.932
2924	58.139
2925	-74.269
2926	57.507
2927	-74.641
2928	10.432
2929	-28.012
2930	77.596
2931	-95.540
2932	-6.411
2933	-11.585
2934	26.046
2935	-44.029
2936	-0.104
2937	-17.900
2938	86.445
2939	-104.428
2940	69.672
2941	-87.689
2942	89.333
2943	-107.346
2944	80.498
2945	-98.473
2946	90.772
2947	-108.764
2948	20.642
2949	-38.659
2950	61.244
2951	-79.232
2952	36.623
2953	-54.635
2954	53.361
2955	-71.361
2956	35.208
2957	-53.200
2958	23.216
2959	-41.233
2960	46.150
2961	-64.146
2962	79.284
2963	-97.284
2964	53.555
2965	-71.576
2966	27.624
2967	-45.632
2968	10.418
2969	-28.418
2970	8.722
2971	-26.722
2972	-7.998
2973	-9.998
2974	17.564
2975	-35.556
2976	28.942
2977	-46.922
2978	8.161
2979	-26.119
2980	4.712
2981	-22.716
2982	53.992
2983	-72.001
2984	14.971
2985	-32.963
2986	-4.386
2987	-13.597
2988	52.528
2989	-70.528
2990	75.087
2991	-93.087
2992	20.264
2993	-38.239
2994	90.854
2995	-108.804
2996	86.460
2997	-104.472
2998	86.437
2999	-104.462
3000	58.029
3001	-76.033
3002	21.522
3003	-39.531
3004	90.546
3005	-108.554
3006	-7.387
3007	-10.630
3008	20.783
3009	-37.501
3010	78.668
3011	-94.951
3012	51.531
3013	-62.884
3014	31.185
3015	-40.251
3016	37.230
3017	-44.034
3018	57.751
3019	-62.279
3020	81.479
3021	-83.753
3022	0.177
3023	-0.198
3024	21.680
3025	-19.429
3026	68.622
3027	-64.101
3028	49.209
3029	-42.409
3030	34.841
3031	-25.786
3032	97.221
3033	-85.887
3034	61.180
3035	-47.567
3036	31.627
3037	-16.389
3038	73.420
3039	-57.687
3040	43.796
3041	-27.792
3042	24.972
3043	-8.960
3044	66.093
3045	-50.097
3046	84.539
3047	-68.544
3048	46.337
3049	-30.341
3050	106.379
3051	-90.371
3052	51.593
3053	-35.593
3054	15.956
3055	0.032
3056	17.613
3057	-1.609
3058	98.935
3059	-82.943
3060	41.443
3061	-25.423
3062	61.186
3063	-45.190
3064	59.276
3065	-43.289
3066	74.494
3067	-58.473
3068	78.804
3069	-62.821
3070	9.975
3071	6.021
3072	29.809
3073	-13.809
3074	40.768
3075	-24.752
3076	55.856
3077	-39.856
3078	33.684
3079	-17.684
3080	63.895
3081	-47.895
3082	24.336
3083	-8.336
3084	52.887
3085	-36.874
3086	49.179
3087	-33.179
3088	49.545
3089	-33.537
3090	14.512
3091	1.488
3092	8.323
3093	7.668
3094	91.509
3095	-75.509
3096	85.002
3097	-69.023
3098	47.559
3099	-31.559
3100	79.560
3101	-63.556
3102	20.101
3103	-4.101
3104	64.587
3105	-49.385
3106	18.930
3107	-5.389
3108	11.170
3109	-1.034
3110	54.442
3111	-46.294
3112	54.923
3113	-48.778
3114	23.023
3115	-18.891
3116	46.255
3117	-44.102
3118	31.687
3119	-31.535
3120	29.500
3121	-31.356
3122	48.535
3123	-52.374
3124	86.230
3125	-92.065
3126	7.101
3127	-14.948
3128	-3.697
3129	-6.142
3130	79.494
3131	-91.358
3132	54.379
3133	-67.660
3134	92.497
3135	-106.234
3136	6.196
3137	-20.199
3138	63.932
3139	-77.911
3140	18.832
3141	-32.832
3142	49.520
3143	-63.524
3144	85.321
3145	-99.304
3146	35.276
3147	-49.289
3148	5.210
3149	-19.214
3150	-4.894
3151	-9.098
3152	92.124
3153	-106.133
3154	-5.301
3155	-8.715
3156	40.763
3157	-54.767
3158	5.816
3159	-19.804
3160	35.352
3161	-49.344
3162	3.309
3163	-17.329
3164	69.007
3165	-83.016
3166	25.386
3167	-39.398
3168	8.296
3169	-22.300
3170	5.236
3171	-19.236
3172	75.438
3173	-89.421
3174	70.165
3175	-84.165
3176	41.382
3177	-55.382
3178	33.257
3179	-47.257
3180	47.496
3181	-61.500
3182	18.052
3183	-32.052
3184	59.499
3185	-73.503
3186	54.126
3187	-68.126
3188	22.548
3189	-36.548
3190	-1.471
3191	-12.529
3192	-5.058
3193	-8.942
3194	13.757
3195	-27.757
3196	8.970
3197	-22.952
3198	37.265
3199	-50.373
3200	-4.808
3201	-6.866
3202	32.009
3203	-41.824
3204	72.440
3205	-81.234
3206	24.322
3207	-32.321
3208	84.588
3209	-91.803
3210	76.665
3211	-83.081
3212	78.221
3213	-83.828
3214	85.273
3215	-90.097
3216	6.840
3217	-10.851
3218	14.880
3219	-18.095
3220	45.623
3221	-48.038
3222	59.132
3223	-60.743
3224	84.243
3225	-85.079
3226	10.479
3227	-11.136
3228	46.662
3229	-48.419
3230	97.852
3231	-99.848
3232	73.462
3233	-75.470
3234	43.470
3235	-45.470
3236	37.219
3237	-39.206
3238	6.655
3239	-8.663
3240	15.851
3241	-17.872
3242	61.480
3243	-63.505
3244	97.124
3245	-99.112
3246	3.374
3247	-5.399
3248	69.381
3249	-71.385
3250	86.361
3251	-88.370
3252	79.271
3253	-81.271
3254	65.181
3255	-67.181
3256	72.028
3257	-74.028
3258	24.779
3259	-26.779
3260	24.068
3261	-26.076
3262	27.512
3263	-29.512
3264	54.298
3265	-56.327
3266	17.626
3267	-19.626
3268	68.762
3269	-70.732
3270	97.029
3271	-99.029
3272	3.413
3273	-5.413
3274	22.500
3275	-24.500
3276	87.462
3277	-89.454
3278	62.908
3279	-64.908
3280	46.811
3281	-48.811
3282	20.074
3283	-22.074
3284	52.326
3285	-54.326
3286	69.451
3287	-71.451
3288	6.844
3289	-8.848
3290	56.334
3291	-58.334
3292	88.971
3293	-90.971
3294	45.322
3295	-47.322
3296	49.489
3297	-51.489
3298	6.429
3299	-8.429
3300	72.785
3301	-74.785
3302	6.074
3303	-8.074
3304	1.741
3305	-3.741
3306	41.812
3307	-43.812
3308	42.198
3309	-44.198
3310	22.720
3311	-24.720
3312	98.683
3313	-100.192
3314	21.432
3315	-21.846
3316	96.279
3317	-94.638
3318	72.498
3319	-68.798
3320	10.928
3321	-5.358
3322	73.567
3323	-66.138
3324	37.457
3325	-28.162
3326	99.196
3327	-88.051
3328	37.060
3329	-24.040
3330	88.269
3331	-73.378
3332	107.478
3333	-90.716
3334	103.150
3335	-84.521
3336	82.681
3337	-62.203
3338	33.543
3339	-11.186
3340	90.987
3341	-67.079
3342	38.114
3343	-13.317
3344	85.685
3345	-60.136
3346	102.960
3347	-76.997
3348	106.696
3349	-80.700
3350	14.438
3351	11.557
3352	14.469
3353	11.523
3354	25.737
3355	0.275
3356	105.683
3357	-79.687
3358	46.783
3359	-20.762
3360	82.160
3361	-56.152
3362	36.290
3363	-10.290
3364	105.207
3365	-79.182
3366	18.485
3367	7.528
3368	101.796
3369	-75.779
3370	28.880
3371	-2.872
3372	104.388
3373	-78.397
3374	50.379
3375	-24.367
3376	43.250
3377	-17.250
3378	71.947
3379	-45.926
3380	29.277
3381	-3.260
3382	34.767
3383	-8.746
3384	50.892
3385	-24.900
3386	105.366
3387	-79.383
3388	26.592
3389	-0.617
3390	24.678
3391	1.272
3392	31.208
3393	-5.216
3394	81.561
3395	-55.578
3396	80.895
3397	-54.916
3398	31.298
3399	-5.340
3400	69.510
3401	-43.510
3402	37.934
3403	-11.934
3404	105.521
3405	-79.529
3406	55.850
3407	-29.867
3408	13.883
3409	12.088
3410	62.265
3411	-36.323
3412	52.573
3413	-26.586
3414	13.520
3415	12.455
3416	72.988
3417	-46.979
3418	38.033
3419	-12.016
3420	30.772
3421	-4.785
3422	48.020
3423	-22.045
3424	20.485
3425	3.199
3426	13.991
3427	8.426
3428	59.188
3429	-39.809
3430	89.002
3431	-71.364
3432	87.836
3433	-71.940
3434	50.745
3435	-36.557
3436	66.299
3437	-53.886
3438	86.128
3439	-75.403
3440	32.743
3441	-23.767
3442	91.873
3443	-84.640
3444	74.940
3445	-69.431
3446	17.859
3447	-14.063
3448	17.347
3449	-15.318
3450	81.271
3451	-80.966
3452	61.555
3453	-62.184
3454	27.724
3455	-27.826
3456	13.448
3457	-13.465
3458	78.832
3459	-78.849
3460	18.800
3461	-18.800
3462	96.237
3463	-96.221
3464	60.259
3465	-60.264
3466	50.477
3467	-50.456
3468	38.604
3469	-38.616
3470	47.187
3471	-47.178
3472	1.423
3473	-1.407
3474	60.854
3475	-60.858
3476	16.920
3477	-16.949
3478	96.800
3479	-96.779
3480	20.331
3481	-20.323
3482	18.214
3483	-18.219
3484	67.247
3485	-67.264
3486	6.373
3487	-6.365
3488	11.754
3489	-11.733
3490	34.100
3491	-34.100
3492	25.475
3493	-25.487
3494	0.613
3495	-0.613
3496	3.342
3497	-3.333
3498	33.945
3499	-33.945
3500	85.344
3501	-85.339
3502	11.633
3503	-11.633
3504	80.970
3505	-80.958
3506	85.080
3507	-85.080
3508	1.071
3509	-1.084
3510	33.478
3511	-33.478
3512	26.487
3513	-26.466
3514	92.524
3515	-92.524
3516	88.482
3517	-88.478
3518	16.401
3519	-16.401
3520	46.028
3521	-46.048
3522	72.458
3523	-72.458
3524	5.653
3525	-5.669
3526	98.669
3527	-98.669
3528	89.178
3529	-88.726
3530	90.694
3531	-89.833
3532	79.031
3533	-78.996
3534	9.056
3535	-10.522
3536	1.405
3537	-3.942
3538	87.549
3539	-91.948
3540	12.595
3541	-18.823
3542	26.039
3543	-33.751
3544	61.455
3545	-70.642
3546	53.978
3547	-64.611
3548	73.146
3549	-85.249
3550	48.692
3551	-62.237
3552	18.035
3553	-33.076
3554	-5.869
3555	-10.622
3556	-3.449
3557	-14.817
3558	80.244
3559	-100.852
3560	60.189
3561	-81.820
3562	42.519
3563	-64.487
3564	75.558
3565	-97.588
3566	-7.563
3567	-14.445
3568	50.118
3569	-72.106
3570	72.901
3571	-94.909
3572	-5.492
3573	-16.516
3574	24.173
3575	-46.156
3576	0.720
3577	-22.715
3578	-10.620
3579	-11.400
3580	30.809
3581	-52.825
3582	86.578
3583	-108.587
3584	41.905
3585	-63.922
3586	56.936
3587	-78.928
3588	65.640
3589	-87.661
3590	19.204
3591	-41.233
3592	-2.304
3593	-19.687
3594	22.443
3595	-44.422
3596	88.498
3597	-110.502
3598	65.907
3599	-87.920
3600	66.761
3601	-88.744
3602	43.805
3603	-65.771
3604	25.536
3605	-47.544
3606	-7.785
3607	-14.232
3608	80.544
3609	-102.527
3610	12.657
3611	-34.624
3612	0.677
3613	-22.685
3614	0.821
3615	-22.837
3616	-8.431
3617	-13.565
3618	0.743
3619	-22.735
3620	84.926
3621	-106.906
3622	12.837
3623	-34.795
3624	69.742
3625	-91.734
3626	10.044
3627	-32.026
3628	87.000
3629	-105.290
3630	80.642
3631	-98.890
3632	69.476
3633	-87.521
3634	50.923
3635	-68.947
3636	55.813
3637	-73.595
3638	5.901
3639	-23.666
3640	82.394
3641	-99.875
3642	84.904
3643	-102.336
3644	14.218
3645	-31.471
3646	76.903
3647	-94.143
3648	83.094
3649	-100.067
3650	21.071
3651	-37.962
3652	59.854
3653	-76.548
3654	36.096
3655	-52.694
3656	26.696
3657	-45.011
3658	42.841
3659	-62.841
3660	-0.171
3661	-19.850
3662	40.312
3663	-60.312
3664	-5.955
3665	-14.066
3666	77.630
3667	-97.630
3668	50.765
3669	-70.774
3670	-3.477
3671	-16.523
3672	45.129
3673	-65.142
3674	15.078
3675	-35.078
3676	43.492
3677	-63.475
3678	27.575
3679	-47.575
3680	42.159
3681	-62.134
3682	71.194
3683	-91.194
3684	59.813
3685	-79.813
3686	13.286
3687	-33.286
3688	72.050
3689	-92.050
3690	38.086
3691	-58.086
3692	19.199
3693	-39.199
3694	77.310
3695	-97.310
3696	39.989
3697	-59.989
3698	45.008
3699	-65.008
3700	48.064
3701	-68.064
3702	39.249
3703	-59.249
3704	57.975
3705	-77.975
3706	32.885
3707	-52.885
3708	71.500
3709	-91.500
3710	10.876
3711	-30.876
3712	88.310
3713	-108.310
3714	21.701
3715	-41.701
3716	16.169
3717	-36.169
3718	83.417
3719	-103.417
3720	31.424
3721	-51.415
3722	75.573
3723	-95.573
3724	57.266
3725	-77.249
3726	73.118
3727	-93.118
3728	50.537
3729	-70.545
3730	-0.497
3731	-19.503
3732	59.493
3733	-79.489
3734	71.108
3735	-91.108
3736	65.046
3737	-85.033
3738	63.562
3739	-83.562
3740	52.236
3741	-72.209
3742	51.684
3743	-70.803
3744	44.093
3745	-61.817
3746	11.048
3747	-26.952
3748	8.931
3749	-23.835
3750	45.626
3751	-59.742
3752	24.406
3753	-37.710
3754	87.739
3755	-100.243
3756	6.579
3757	-18.266
3758	26.771
3759	-37.671
3760	16.317
3761	-26.401
3762	60.639
3763	-69.960
3764	43.113
3765	-51.621
3766	-0.976
3767	-6.720
3768	95.512
3769	-102.433
3770	68.417
3771	-75.167
3772	8.549
3773	-16.337
3774	35.526
3775	-43.501
3776	71.388
3777	-79.367
3778	60.851
3779	-68.880
3780	18.314
3781	-26.289
3782	73.701
3783	-81.714
3784	25.616
3785	-33.616
3786	-0.958
3787	-7.046
3788	91.798
3789	-99.815
3790	21.441
3791	-29.441
3792	27.466
3793	-35.458
3794	14.438
3795	-22.454
3796	55.028
3797	-63.045
3798	55.130
3799	-63.130
3800	80.778
3801	-88.753
3802	5.636
3803	-13.636
3804	49.531
3805	-57.560
3806	94.306
3807	-102.306
3808	77.237
3809	-85.225
3810	11.445
3811	-19.445
3812	17.528
3813	-25.515
3814	25.174
3815	-33.174
3816	90.153
3817	-98.157
3818	53.114
3819	-61.114
3820	48.358
3821	-56.354
3822	10.430
3823	-18.430
3824	13.786
3825	-21.773
3826	67.742
3827	-75.742
3828	33.241
3829	-41.245
3830	56.802
3831	-64.802
3832	10.124
3833	-18.124
3834	45.516
3835	-53.516
3836	39.035
3837	-47.018
3838	55.478
3839	-63.478
3840	15.856
3841	-22.804
3842	10.515
3843	-15.953
3844	45.086
3845	-49.811
3846	23.646
3847	-27.001
3848	69.483
3849	-71.891
3850	39.328
3851	-40.795
3852	53.117
